Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,1686,2195,1533,1588
"Revenue 1685 2194 1533 1588  Other Revenue, Total 1 1 - -","Revenue 1685 2194 1533 1588  Other Revenue, Total 1 1 - -","Revenue 1685 2194 1533 1588  Other Revenue, Total 1 1 - -","Revenue 1685 2194 1533 1588  Other Revenue, Total 1 1 - -","Revenue 1685 2194 1533 1588  Other Revenue, Total 1 1 - -"
Revenue,1685,2194,1533,1588
"Other Revenue, Total",1,1,-,-
"Cost of Revenue, Total",830,1412,947,922
Gross Profit,856,783,586,666
Total Operating Expenses,1402,1977,1461,1469
"Selling/General/Admin. Expenses, Total 572 565 514 546  Research & Development - - - -  Depreciation / Amortization 8 7 - -  Interest Expense (Income) - Net Operating -12 -23 - -  Unusual Expense (Income) - -3 -1 -  Other Operating Expenses, Total 4 16 1 1","Selling/General/Admin. Expenses, Total 572 565 514 546  Research & Development - - - -  Depreciation / Amortization 8 7 - -  Interest Expense (Income) - Net Operating -12 -23 - -  Unusual Expense (Income) - -3 -1 -  Other Operating Expenses, Total 4 16 1 1","Selling/General/Admin. Expenses, Total 572 565 514 546  Research & Development - - - -  Depreciation / Amortization 8 7 - -  Interest Expense (Income) - Net Operating -12 -23 - -  Unusual Expense (Income) - -3 -1 -  Other Operating Expenses, Total 4 16 1 1","Selling/General/Admin. Expenses, Total 572 565 514 546  Research & Development - - - -  Depreciation / Amortization 8 7 - -  Interest Expense (Income) - Net Operating -12 -23 - -  Unusual Expense (Income) - -3 -1 -  Other Operating Expenses, Total 4 16 1 1","Selling/General/Admin. Expenses, Total 572 565 514 546  Research & Development - - - -  Depreciation / Amortization 8 7 - -  Interest Expense (Income) - Net Operating -12 -23 - -  Unusual Expense (Income) - -3 -1 -  Other Operating Expenses, Total 4 16 1 1"
"Selling/General/Admin. Expenses, Total",572,565,514,546
Research & Development,-,-,-,-
Depreciation / Amortization,8,7,-,-
Interest Expense (Income) - Net Operating,-12,-23,-,-
Unusual Expense (Income),-,-3,-1,-
"Other Operating Expenses, Total",4,16,1,1
Operating Income,284,218,72,119
"Interest Income (Expense), Net Non-Operating",-,-15,-30,-15
Gain (Loss) on Sale of Assets,-,3,-,-
"Other, Net",14,11,-10,-9
Net Income Before Taxes,270,204,32,95
Provision for Income Taxes,43,52,6,13
Net Income After Taxes,227,152,26,82
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,227,152,26,82
Total Extraordinary Items,-,-,-,-
Net Income,227,152,26,82
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,227,152,25,82
Dilution Adjustment,-0.444,-0.934,-,-
Diluted Net Income,227.44,152.93,25,82
Diluted Weighted Average Shares,37.91,38.33,37.62,37.55
Diluted EPS Excluding Extraordinary Items,6,3.99,0.66,2.18
DPS - Common Stock Primary Issue,1,1,1,1
Diluted Normalized EPS,4.52,3.28,0.64,2.18
