Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,15016554,10921759,7658011,10011774
"Revenue 15016554 10921759 7658011 10011774  Other Revenue, Total - - - -","Revenue 15016554 10921759 7658011 10011774  Other Revenue, Total - - - -","Revenue 15016554 10921759 7658011 10011774  Other Revenue, Total - - - -","Revenue 15016554 10921759 7658011 10011774  Other Revenue, Total - - - -","Revenue 15016554 10921759 7658011 10011774  Other Revenue, Total - - - -"
Revenue,15016554,10921759,7658011,10011774
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13802729,9339403,6574261,9245604
Gross Profit,1213825,1582356,1083750,766170
Total Operating Expenses,14810111,10230063,7393359,10124251
"Selling/General/Admin. Expenses, Total 956534 871558 802776 829323  Research & Development - 24151 22613 -  Depreciation / Amortization 350182 -5582 - -  Interest Expense (Income) - Net Operating -42832 -24801 -25425 -44478  Unusual Expense (Income) - - 165509 113641  Other Operating Expenses, Total -256502 25334 19134 -19839","Selling/General/Admin. Expenses, Total 956534 871558 802776 829323  Research & Development - 24151 22613 -  Depreciation / Amortization 350182 -5582 - -  Interest Expense (Income) - Net Operating -42832 -24801 -25425 -44478  Unusual Expense (Income) - - 165509 113641  Other Operating Expenses, Total -256502 25334 19134 -19839","Selling/General/Admin. Expenses, Total 956534 871558 802776 829323  Research & Development - 24151 22613 -  Depreciation / Amortization 350182 -5582 - -  Interest Expense (Income) - Net Operating -42832 -24801 -25425 -44478  Unusual Expense (Income) - - 165509 113641  Other Operating Expenses, Total -256502 25334 19134 -19839","Selling/General/Admin. Expenses, Total 956534 871558 802776 829323  Research & Development - 24151 22613 -  Depreciation / Amortization 350182 -5582 - -  Interest Expense (Income) - Net Operating -42832 -24801 -25425 -44478  Unusual Expense (Income) - - 165509 113641  Other Operating Expenses, Total -256502 25334 19134 -19839","Selling/General/Admin. Expenses, Total 956534 871558 802776 829323  Research & Development - 24151 22613 -  Depreciation / Amortization 350182 -5582 - -  Interest Expense (Income) - Net Operating -42832 -24801 -25425 -44478  Unusual Expense (Income) - - 165509 113641  Other Operating Expenses, Total -256502 25334 19134 -19839"
"Selling/General/Admin. Expenses, Total",956534,871558,802776,829323
Research & Development,-,24151,22613,-
Depreciation / Amortization,350182,-5582,-,-
Interest Expense (Income) - Net Operating,-42832,-24801,-25425,-44478
Unusual Expense (Income),-,-,165509,113641
"Other Operating Expenses, Total",-256502,25334,19134,-19839
Operating Income,206443,691696,264652,-112477
"Interest Income (Expense), Net Non-Operating",-,-14116,-22370,-23287
Gain (Loss) on Sale of Assets,-,44766,-4557,-
"Other, Net",-50992,-124859,38318,-
Net Income Before Taxes,257435,771789,230891,-135764
Provision for Income Taxes,54462,192737,117959,36971
Net Income After Taxes,202973,579052,112932,-172735
Minority Interest,427746,373282,427460,-15211
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,143766,537117,113998,-187946
Total Extraordinary Items,-,-,-,-
Net Income,143766,537117,113998,-187946
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,143766,537117,113998,-187946
Dilution Adjustment,-1.07,0.183,-14.84,-
Diluted Net Income,143767.07,537116.82,114012.84,-187946
Diluted Weighted Average Shares,3093.76,3218.77,3218.88,3248.1
Diluted EPS Excluding Extraordinary Items,46.47,166.87,35.42,-57.86
DPS - Common Stock Primary Issue,22,22,22,22
Diluted Normalized EPS,32.87,137.2,59.47,-35.12
