Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,1501,2013,1946.94,1833.27
"Revenue 1501 2013.3 1946.94 1833.27  Other Revenue, Total - - - -","Revenue 1501 2013.3 1946.94 1833.27  Other Revenue, Total - - - -","Revenue 1501 2013.3 1946.94 1833.27  Other Revenue, Total - - - -","Revenue 1501 2013.3 1946.94 1833.27  Other Revenue, Total - - - -","Revenue 1501 2013.3 1946.94 1833.27  Other Revenue, Total - - - -"
Revenue,1501,2013.3,1946.94,1833.27
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",477,740.82,631.4,551.54
Gross Profit,1024,1272.48,1315.54,1281.73
Total Operating Expenses,1537,1720.91,1953.22,1597.53
"Selling/General/Admin. Expenses, Total 1060 991.68 1116.88 1037.32  Research & Development - - - -  Depreciation / Amortization 33 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -11.59 204.95 8.67  Other Operating Expenses, Total -30 - - -","Selling/General/Admin. Expenses, Total 1060 991.68 1116.88 1037.32  Research & Development - - - -  Depreciation / Amortization 33 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -11.59 204.95 8.67  Other Operating Expenses, Total -30 - - -","Selling/General/Admin. Expenses, Total 1060 991.68 1116.88 1037.32  Research & Development - - - -  Depreciation / Amortization 33 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -11.59 204.95 8.67  Other Operating Expenses, Total -30 - - -","Selling/General/Admin. Expenses, Total 1060 991.68 1116.88 1037.32  Research & Development - - - -  Depreciation / Amortization 33 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -11.59 204.95 8.67  Other Operating Expenses, Total -30 - - -","Selling/General/Admin. Expenses, Total 1060 991.68 1116.88 1037.32  Research & Development - - - -  Depreciation / Amortization 33 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -11.59 204.95 8.67  Other Operating Expenses, Total -30 - - -"
"Selling/General/Admin. Expenses, Total",1060,991.68,1116.88,1037.32
Research & Development,-,-,-,-
Depreciation / Amortization,33,-,-,-
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,-11.59,204.95,8.67
"Other Operating Expenses, Total",-30,-,-,-
Operating Income,-36,292.39,-6.28,235.74
"Interest Income (Expense), Net Non-Operating",-,-17.08,-30.94,-23.42
Gain (Loss) on Sale of Assets,-,-,8.05,-
"Other, Net",3,10.2,6.52,2.42
Net Income Before Taxes,-39,285.52,-22.64,214.73
Provision for Income Taxes,-12,88.47,23.16,85.34
Net Income After Taxes,-27,197.05,-45.81,129.39
Minority Interest,-,-,-,5.45
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-27,197.05,-45.81,134.84
Total Extraordinary Items,-,-,-,-
Net Income,-27,197.05,-45.81,134.84
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-27,197.05,-45.81,134.84
Dilution Adjustment,-,-,-,-
Diluted Net Income,-27,197.05,-45.81,134.84
Diluted Weighted Average Shares,5.53,5.57,5.52,5.64
Diluted EPS Excluding Extraordinary Items,-4.88,35.35,-8.3,23.89
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-2.49,37.49,20.44,27.31
