Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,29458,29477,30404.07,29580.1
"Revenue 29458 29477.44 30404.07 29580.1  Other Revenue, Total - - - -","Revenue 29458 29477.44 30404.07 29580.1  Other Revenue, Total - - - -","Revenue 29458 29477.44 30404.07 29580.1  Other Revenue, Total - - - -","Revenue 29458 29477.44 30404.07 29580.1  Other Revenue, Total - - - -","Revenue 29458 29477.44 30404.07 29580.1  Other Revenue, Total - - - -"
Revenue,29458,29477.44,30404.07,29580.1
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25480,25183.31,25315.32,24339.52
Gross Profit,3978,4294.14,5088.76,5240.58
Total Operating Expenses,29675,29370,30374.77,29725.33
"Selling/General/Admin. Expenses, Total 4195 4186 4958.69 5254.9  Research & Development - - 70.65 72.29  Depreciation / Amortization 731 766 - -  Interest Expense (Income) - Net Operating -43 -45 - -  Unusual Expense (Income) - 21.96 30.1 58.63  Other Operating Expenses, Total -762 -791 - -","Selling/General/Admin. Expenses, Total 4195 4186 4958.69 5254.9  Research & Development - - 70.65 72.29  Depreciation / Amortization 731 766 - -  Interest Expense (Income) - Net Operating -43 -45 - -  Unusual Expense (Income) - 21.96 30.1 58.63  Other Operating Expenses, Total -762 -791 - -","Selling/General/Admin. Expenses, Total 4195 4186 4958.69 5254.9  Research & Development - - 70.65 72.29  Depreciation / Amortization 731 766 - -  Interest Expense (Income) - Net Operating -43 -45 - -  Unusual Expense (Income) - 21.96 30.1 58.63  Other Operating Expenses, Total -762 -791 - -","Selling/General/Admin. Expenses, Total 4195 4186 4958.69 5254.9  Research & Development - - 70.65 72.29  Depreciation / Amortization 731 766 - -  Interest Expense (Income) - Net Operating -43 -45 - -  Unusual Expense (Income) - 21.96 30.1 58.63  Other Operating Expenses, Total -762 -791 - -","Selling/General/Admin. Expenses, Total 4195 4186 4958.69 5254.9  Research & Development - - 70.65 72.29  Depreciation / Amortization 731 766 - -  Interest Expense (Income) - Net Operating -43 -45 - -  Unusual Expense (Income) - 21.96 30.1 58.63  Other Operating Expenses, Total -762 -791 - -"
"Selling/General/Admin. Expenses, Total",4195,4186,4958.69,5254.9
Research & Development,-,-,70.65,72.29
Depreciation / Amortization,731,766,-,-
Interest Expense (Income) - Net Operating,-43,-45,-,-
Unusual Expense (Income),-,21.96,30.1,58.63
"Other Operating Expenses, Total",-762,-791,-,-
Operating Income,-217,85.33,29.31,-145.23
"Interest Income (Expense), Net Non-Operating",-,53.14,-9.59,-11.62
Gain (Loss) on Sale of Assets,41,11.64,-,-
"Other, Net",-128,-204,59.84,53.09
Net Income Before Taxes,-130,231,79.56,-103.76
Provision for Income Taxes,61,57,24.48,42.53
Net Income After Taxes,-191,174,55.08,-146.29
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-191,174,55.08,-146.29
Total Extraordinary Items,-,-,-,-
Net Income,-191,174,55.08,-146.29
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-191,174,55.08,-146.29
Dilution Adjustment,-,-,-,-
Diluted Net Income,-191,174,55.08,-146.29
Diluted Weighted Average Shares,2.05,2.05,2.05,2.05
Diluted EPS Excluding Extraordinary Items,-93.01,85.11,26.83,-71.26
DPS - Common Stock Primary Issue,-,20,15,-
Diluted Normalized EPS,-51.13,88.89,36.98,-52.7
