Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,37154298,31379507,27214593,-
"Revenue 34367619 29073428 25077398 -  Other Revenue, Total 2786679 2306079 2137195 -","Revenue 34367619 29073428 25077398 -  Other Revenue, Total 2786679 2306079 2137195 -","Revenue 34367619 29073428 25077398 -  Other Revenue, Total 2786679 2306079 2137195 -","Revenue 34367619 29073428 25077398 -  Other Revenue, Total 2786679 2306079 2137195 -","Revenue 34367619 29073428 25077398 -  Other Revenue, Total 2786679 2306079 2137195 -"
Revenue,34367619,29073428,25077398,-
"Other Revenue, Total",2786679,2306079,2137195,-
"Cost of Revenue, Total",30841282,25407834,22382220,-
Gross Profit,6313016,5971673,4832373,-
Total Operating Expenses,34429272,28383811,25016845,-
"Selling/General/Admin. Expenses, Total 3587990 2975977 2634625 -  Research & Development 1241600 1091675 1084721 1096019  Depreciation / Amortization -248703 -259140 1491748 -  Interest Expense (Income) - Net Operating -125113 -32458 -42421 -  Unusual Expense (Income) - - - 24600  Other Operating Expenses, Total -928505 -800077 -2534048 -2497476","Selling/General/Admin. Expenses, Total 3587990 2975977 2634625 -  Research & Development 1241600 1091675 1084721 1096019  Depreciation / Amortization -248703 -259140 1491748 -  Interest Expense (Income) - Net Operating -125113 -32458 -42421 -  Unusual Expense (Income) - - - 24600  Other Operating Expenses, Total -928505 -800077 -2534048 -2497476","Selling/General/Admin. Expenses, Total 3587990 2975977 2634625 -  Research & Development 1241600 1091675 1084721 1096019  Depreciation / Amortization -248703 -259140 1491748 -  Interest Expense (Income) - Net Operating -125113 -32458 -42421 -  Unusual Expense (Income) - - - 24600  Other Operating Expenses, Total -928505 -800077 -2534048 -2497476","Selling/General/Admin. Expenses, Total 3587990 2975977 2634625 -  Research & Development 1241600 1091675 1084721 1096019  Depreciation / Amortization -248703 -259140 1491748 -  Interest Expense (Income) - Net Operating -125113 -32458 -42421 -  Unusual Expense (Income) - - - 24600  Other Operating Expenses, Total -928505 -800077 -2534048 -2497476","Selling/General/Admin. Expenses, Total 3587990 2975977 2634625 -  Research & Development 1241600 1091675 1084721 1096019  Depreciation / Amortization -248703 -259140 1491748 -  Interest Expense (Income) - Net Operating -125113 -32458 -42421 -  Unusual Expense (Income) - - - 24600  Other Operating Expenses, Total -928505 -800077 -2534048 -2497476"
"Selling/General/Admin. Expenses, Total",3587990,2975977,2634625,-
Research & Development,1241600,1091675,1084721,1096019
Depreciation / Amortization,-248703,-259140,1491748,-
Interest Expense (Income) - Net Operating,-125113,-32458,-42421,-
Unusual Expense (Income),-,-,-,24600
"Other Operating Expenses, Total",-928505,-800077,-2534048,-2497476
Operating Income,2725026,2995696,2197748,-
"Interest Income (Expense), Net Non-Operating",-,1067296,518188,403588
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-943707,-994836,-734607,-
Net Income Before Taxes,3668733,3990532,2932355,-
Provision for Income Taxes,1175765,1115918,649976,-
Net Income After Taxes,2492968,2874614,2282379,-
Minority Interest,925507,908851,883782,-74985
Equity In Affiliates,-,-,-,271152
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2451318,2850110,2245261,-
Total Extraordinary Items,-,-,-,-
Net Income,2451318,2850110,2245261,-
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2451318,2850110,2245261,-
Dilution Adjustment,-,-22,-12569,-
Diluted Net Income,2451318,2850132,2257830,-
Diluted Weighted Average Shares,13658.38,13887.66,14206.14,-
Diluted EPS Excluding Extraordinary Items,179.47,205.23,158.93,-
DPS - Common Stock Primary Issue,60,52,47,-
Diluted Normalized EPS,164.83,177.83,126.4,-
