Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,58842,59139,50590,65880
"Revenue 58842 59139 50590 65880  Other Revenue, Total - - - -","Revenue 58842 59139 50590 65880  Other Revenue, Total - - - -","Revenue 58842 59139 50590 65880  Other Revenue, Total - - - -","Revenue 58842 59139 50590 65880  Other Revenue, Total - - - -","Revenue 58842 59139 50590 65880  Other Revenue, Total - - - -"
Revenue,58842,59139,50590,65880
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25432,26358,22742,28043
Gross Profit,33410,32781,27848,37837
Total Operating Expenses,56691,56386,49638,61450
"Selling/General/Admin. Expenses, Total 31259 30028 26535 33232  Research & Development - - - -  Depreciation / Amortization 724 811 - -  Interest Expense (Income) - Net Operating -30 -31 - -  Unusual Expense (Income) - 304 360 174  Other Operating Expenses, Total -694 -780 1 1","Selling/General/Admin. Expenses, Total 31259 30028 26535 33232  Research & Development - - - -  Depreciation / Amortization 724 811 - -  Interest Expense (Income) - Net Operating -30 -31 - -  Unusual Expense (Income) - 304 360 174  Other Operating Expenses, Total -694 -780 1 1","Selling/General/Admin. Expenses, Total 31259 30028 26535 33232  Research & Development - - - -  Depreciation / Amortization 724 811 - -  Interest Expense (Income) - Net Operating -30 -31 - -  Unusual Expense (Income) - 304 360 174  Other Operating Expenses, Total -694 -780 1 1","Selling/General/Admin. Expenses, Total 31259 30028 26535 33232  Research & Development - - - -  Depreciation / Amortization 724 811 - -  Interest Expense (Income) - Net Operating -30 -31 - -  Unusual Expense (Income) - 304 360 174  Other Operating Expenses, Total -694 -780 1 1","Selling/General/Admin. Expenses, Total 31259 30028 26535 33232  Research & Development - - - -  Depreciation / Amortization 724 811 - -  Interest Expense (Income) - Net Operating -30 -31 - -  Unusual Expense (Income) - 304 360 174  Other Operating Expenses, Total -694 -780 1 1"
"Selling/General/Admin. Expenses, Total",31259,30028,26535,33232
Research & Development,-,-,-,-
Depreciation / Amortization,724,811,-,-
Interest Expense (Income) - Net Operating,-30,-31,-,-
Unusual Expense (Income),-,304,360,174
"Other Operating Expenses, Total",-694,-780,1,1
Operating Income,2151,2753,952,4430
"Interest Income (Expense), Net Non-Operating",-,50,-161,-63
Gain (Loss) on Sale of Assets,-16,-29,-,-
"Other, Net",1098,210,45,79
Net Income Before Taxes,1069,2572,836,4446
Provision for Income Taxes,596,780,152,1321
Net Income After Taxes,473,1792,684,3125
Minority Interest,2563,2184,-307,-253
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,243,1471,377,2872
Total Extraordinary Items,-,-,-,-
Net Income,243,1471,377,2872
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,243,1471,375,2871
Dilution Adjustment,-,-,-,-
Diluted Net Income,243,1471,375,2871
Diluted Weighted Average Shares,36.02,36.01,35.99,36.3
Diluted EPS Excluding Extraordinary Items,6.75,40.84,10.42,79.09
DPS - Common Stock Primary Issue,38,38,32,38
Diluted Normalized EPS,14.84,40.95,18.6,82.46
