Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,609132,566794,556273,585905
"Revenue 609132 566794 556273 585905  Other Revenue, Total - - - -","Revenue 609132 566794 556273 585905  Other Revenue, Total - - - -","Revenue 609132 566794 556273 585905  Other Revenue, Total - - - -","Revenue 609132 566794 556273 585905  Other Revenue, Total - - - -","Revenue 609132 566794 556273 585905  Other Revenue, Total - - - -"
Revenue,609132,566794,556273,585905
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",510106,469646,457042,484586
Gross Profit,99026,97148,99231,101319
Total Operating Expenses,571701,529705,513325,540099
"Selling/General/Admin. Expenses, Total 61595 60059 56283 55720  Research & Development - 651 575 571  Depreciation / Amortization - 6684 6161 -  Interest Expense (Income) - Net Operating -162 -158 -184 -  Unusual Expense (Income) - 1753 209 -780  Other Operating Expenses, Total 162 -7177 -6552 2","Selling/General/Admin. Expenses, Total 61595 60059 56283 55720  Research & Development - 651 575 571  Depreciation / Amortization - 6684 6161 -  Interest Expense (Income) - Net Operating -162 -158 -184 -  Unusual Expense (Income) - 1753 209 -780  Other Operating Expenses, Total 162 -7177 -6552 2","Selling/General/Admin. Expenses, Total 61595 60059 56283 55720  Research & Development - 651 575 571  Depreciation / Amortization - 6684 6161 -  Interest Expense (Income) - Net Operating -162 -158 -184 -  Unusual Expense (Income) - 1753 209 -780  Other Operating Expenses, Total 162 -7177 -6552 2","Selling/General/Admin. Expenses, Total 61595 60059 56283 55720  Research & Development - 651 575 571  Depreciation / Amortization - 6684 6161 -  Interest Expense (Income) - Net Operating -162 -158 -184 -  Unusual Expense (Income) - 1753 209 -780  Other Operating Expenses, Total 162 -7177 -6552 2","Selling/General/Admin. Expenses, Total 61595 60059 56283 55720  Research & Development - 651 575 571  Depreciation / Amortization - 6684 6161 -  Interest Expense (Income) - Net Operating -162 -158 -184 -  Unusual Expense (Income) - 1753 209 -780  Other Operating Expenses, Total 162 -7177 -6552 2"
"Selling/General/Admin. Expenses, Total",61595,60059,56283,55720
Research & Development,-,651,575,571
Depreciation / Amortization,-,6684,6161,-
Interest Expense (Income) - Net Operating,-162,-158,-184,-
Unusual Expense (Income),-,1753,209,-780
"Other Operating Expenses, Total",162,-7177,-6552,2
Operating Income,37431,37089,42948,45806
"Interest Income (Expense), Net Non-Operating",-,3457,4601,1624
Gain (Loss) on Sale of Assets,2677,1121,2616,283
"Other, Net",-7956,-3476,-7095,77
Net Income Before Taxes,42710,39444,47427,47790
Provision for Income Taxes,14109,13379,15156,15249
Net Income After Taxes,28601,26065,32271,32541
Minority Interest,816,864,1152,-40
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,28722,26366,32356,32501
Total Extraordinary Items,-,-,-,-
Net Income,28722,26366,32356,32501
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,28722,26366,32356,32500
Dilution Adjustment,-,-,-,-
Diluted Net Income,28722,26366,32356,32500
Diluted Weighted Average Shares,204.94,204.94,206.8,216.4
Diluted EPS Excluding Extraordinary Items,140.15,128.65,156.46,150.19
DPS - Common Stock Primary Issue,40,37,35,32
Diluted Normalized EPS,123.32,123.68,135.79,146.84
