Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8752.5,8092,6891,5278.57
"Revenue 8752.5 8092 6891 5278.57  Other Revenue, Total - - - -","Revenue 8752.5 8092 6891 5278.57  Other Revenue, Total - - - -","Revenue 8752.5 8092 6891 5278.57  Other Revenue, Total - - - -","Revenue 8752.5 8092 6891 5278.57  Other Revenue, Total - - - -","Revenue 8752.5 8092 6891 5278.57  Other Revenue, Total - - - -"
Revenue,8752.5,8092,6891,5278.57
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3033.45,2754,2348,2007.99
Gross Profit,5719.06,5338,4543,3270.58
Total Operating Expenses,5822.05,5405,4870,4106.37
"Selling/General/Admin. Expenses, Total 2789.09 2652 2522 2099.21  Research & Development - - - -  Depreciation / Amortization 290 284 351 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -290 -285 -351 -0.83","Selling/General/Admin. Expenses, Total 2789.09 2652 2522 2099.21  Research & Development - - - -  Depreciation / Amortization 290 284 351 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -290 -285 -351 -0.83","Selling/General/Admin. Expenses, Total 2789.09 2652 2522 2099.21  Research & Development - - - -  Depreciation / Amortization 290 284 351 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -290 -285 -351 -0.83","Selling/General/Admin. Expenses, Total 2789.09 2652 2522 2099.21  Research & Development - - - -  Depreciation / Amortization 290 284 351 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -290 -285 -351 -0.83","Selling/General/Admin. Expenses, Total 2789.09 2652 2522 2099.21  Research & Development - - - -  Depreciation / Amortization 290 284 351 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -290 -285 -351 -0.83"
"Selling/General/Admin. Expenses, Total",2789.09,2652,2522,2099.21
Research & Development,-,-,-,-
Depreciation / Amortization,290,284,351,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-290,-285,-351,-0.83
Operating Income,2930.45,2687,2021,1172.2
"Interest Income (Expense), Net Non-Operating",-,-4.8,-105.14,-103.69
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",6.73,8,105,-0
Net Income Before Taxes,2923.72,2679,1916,1068.51
Provision for Income Taxes,949.05,879,661,379.56
Net Income After Taxes,1974.67,1800,1255,688.95
Minority Interest,-,-,-,-1.85
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1974.67,1800,1255,687.1
Total Extraordinary Items,-,-,-,93.48
Net Income,1974.67,1800,1255,780.58
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1974.67,1800,1255,687.1
Dilution Adjustment,-,-1.02,-0.049,-
Diluted Net Income,1974.67,1801.02,1255.05,780.58
Diluted Weighted Average Shares,20.02,20.16,20.3,20.08
Diluted EPS Excluding Extraordinary Items,98.64,89.35,61.82,34.22
DPS - Common Stock Primary Issue,28,23,15,11
Diluted Normalized EPS,91.28,83.07,58.99,34.22
