Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1279468,1024961,813331,931347
"Revenue 1279468 1024961 813331 931347  Other Revenue, Total - - - -","Revenue 1279468 1024961 813331 931347  Other Revenue, Total - - - -","Revenue 1279468 1024961 813331 931347  Other Revenue, Total - - - -","Revenue 1279468 1024961 813331 931347  Other Revenue, Total - - - -","Revenue 1279468 1024961 813331 931347  Other Revenue, Total - - - -"
Revenue,1279468,1024961,813331,931347
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",901520,744973,619988,680590
Gross Profit,377948,279988,193343,250757
Total Operating Expenses,1146158,920996,785096,858498
"Selling/General/Admin. Expenses, Total 242247 186470 160633 174139  Research & Development - 25462 - -  Depreciation / Amortization 62886 55480 - -  Interest Expense (Income) - Net Operating -20111 -4914 - -  Unusual Expense (Income) - - 5363 3336  Other Operating Expenses, Total -40384 -86475 -888 433","Selling/General/Admin. Expenses, Total 242247 186470 160633 174139  Research & Development - 25462 - -  Depreciation / Amortization 62886 55480 - -  Interest Expense (Income) - Net Operating -20111 -4914 - -  Unusual Expense (Income) - - 5363 3336  Other Operating Expenses, Total -40384 -86475 -888 433","Selling/General/Admin. Expenses, Total 242247 186470 160633 174139  Research & Development - 25462 - -  Depreciation / Amortization 62886 55480 - -  Interest Expense (Income) - Net Operating -20111 -4914 - -  Unusual Expense (Income) - - 5363 3336  Other Operating Expenses, Total -40384 -86475 -888 433","Selling/General/Admin. Expenses, Total 242247 186470 160633 174139  Research & Development - 25462 - -  Depreciation / Amortization 62886 55480 - -  Interest Expense (Income) - Net Operating -20111 -4914 - -  Unusual Expense (Income) - - 5363 3336  Other Operating Expenses, Total -40384 -86475 -888 433","Selling/General/Admin. Expenses, Total 242247 186470 160633 174139  Research & Development - 25462 - -  Depreciation / Amortization 62886 55480 - -  Interest Expense (Income) - Net Operating -20111 -4914 - -  Unusual Expense (Income) - - 5363 3336  Other Operating Expenses, Total -40384 -86475 -888 433"
"Selling/General/Admin. Expenses, Total",242247,186470,160633,174139
Research & Development,-,25462,-,-
Depreciation / Amortization,62886,55480,-,-
Interest Expense (Income) - Net Operating,-20111,-4914,-,-
Unusual Expense (Income),-,-,5363,3336
"Other Operating Expenses, Total",-40384,-86475,-888,433
Operating Income,133310,103965,28235,72849
"Interest Income (Expense), Net Non-Operating",-,4279,-2657,-5705
Gain (Loss) on Sale of Assets,-,3184,-,-
"Other, Net",20649,-10088,-,-41
Net Income Before Taxes,112661,110869,25578,67103
Provision for Income Taxes,36939,31005,10951,22335
Net Income After Taxes,75722,79864,14627,44768
Minority Interest,41048,56323,-4287,-3597
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,70175,75826,10340,41171
Total Extraordinary Items,-,-,-,-
Net Income,70175,75826,10340,41171
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,70175,75826,10340,41171
Dilution Adjustment,-,0.906,-,-
Diluted Net Income,70175,75825.09,10340,41171
Diluted Weighted Average Shares,212.65,212.65,212.65,212.65
Diluted EPS Excluding Extraordinary Items,330,356.57,48.62,193.61
DPS - Common Stock Primary Issue,-,110,20,60
Diluted Normalized EPS,305.03,299.83,63.05,204.07
