Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1440,1313,1166.06,1011.36
"Revenue 1440 1313 1166.06 1011.36  Other Revenue, Total - - - -","Revenue 1440 1313 1166.06 1011.36  Other Revenue, Total - - - -","Revenue 1440 1313 1166.06 1011.36  Other Revenue, Total - - - -","Revenue 1440 1313 1166.06 1011.36  Other Revenue, Total - - - -","Revenue 1440 1313 1166.06 1011.36  Other Revenue, Total - - - -"
Revenue,1440,1313,1166.06,1011.36
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",676,665,662.91,576.56
Gross Profit,764,648,503.15,434.8
Total Operating Expenses,1364,1291,1230.49,1105.75
"Selling/General/Admin. Expenses, Total 688 622 552.07 523.53  Research & Development - 7 11.35 0.66  Depreciation / Amortization 125 140 4.17 5.01  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -125 -143 - -","Selling/General/Admin. Expenses, Total 688 622 552.07 523.53  Research & Development - 7 11.35 0.66  Depreciation / Amortization 125 140 4.17 5.01  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -125 -143 - -","Selling/General/Admin. Expenses, Total 688 622 552.07 523.53  Research & Development - 7 11.35 0.66  Depreciation / Amortization 125 140 4.17 5.01  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -125 -143 - -","Selling/General/Admin. Expenses, Total 688 622 552.07 523.53  Research & Development - 7 11.35 0.66  Depreciation / Amortization 125 140 4.17 5.01  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -125 -143 - -","Selling/General/Admin. Expenses, Total 688 622 552.07 523.53  Research & Development - 7 11.35 0.66  Depreciation / Amortization 125 140 4.17 5.01  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -125 -143 - -"
"Selling/General/Admin. Expenses, Total",688,622,552.07,523.53
Research & Development,-,7,11.35,0.66
Depreciation / Amortization,125,140,4.17,5.01
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-125,-143,-,-
Operating Income,76,22,-64.43,-94.39
"Interest Income (Expense), Net Non-Operating",-,-0.01,-0.41,-0.09
Gain (Loss) on Sale of Assets,-36,-,-,-
"Other, Net",76,-,0.51,0.81
Net Income Before Taxes,36,22,-64.33,-93.67
Provision for Income Taxes,3,7,-3.53,3.19
Net Income After Taxes,33,15,-60.8,-96.86
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,33,15,-60.8,-96.86
Total Extraordinary Items,-,-,-,-
Net Income,33,15,-60.8,-96.86
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,33,15,-60.8,-96.86
Dilution Adjustment,-,-,-,-
Diluted Net Income,33,15,-60.8,-96.86
Diluted Weighted Average Shares,4.7,4.51,4.34,4.34
Diluted EPS Excluding Extraordinary Items,7.03,3.33,-14.01,-22.32
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,9.58,3.05,-14.01,-22.32
