Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,37669,35916,36932,38701
"Revenue 37669 35916 36932 38701  Other Revenue, Total - - - -","Revenue 37669 35916 36932 38701  Other Revenue, Total - - - -","Revenue 37669 35916 36932 38701  Other Revenue, Total - - - -","Revenue 37669 35916 36932 38701  Other Revenue, Total - - - -","Revenue 37669 35916 36932 38701  Other Revenue, Total - - - -"
Revenue,37669,35916,36932,38701
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25523,23242,24728,25962
Gross Profit,12146,12674,12204,12739
Total Operating Expenses,32796,30063,31008,35227
"Selling/General/Admin. Expenses, Total 6112 5736 5838 7439  Research & Development 1161 1061 1080 1220  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -14 - - -  Unusual Expense (Income) - 24 -639 605  Other Operating Expenses, Total -3143 - 1 1","Selling/General/Admin. Expenses, Total 6112 5736 5838 7439  Research & Development 1161 1061 1080 1220  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -14 - - -  Unusual Expense (Income) - 24 -639 605  Other Operating Expenses, Total -3143 - 1 1","Selling/General/Admin. Expenses, Total 6112 5736 5838 7439  Research & Development 1161 1061 1080 1220  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -14 - - -  Unusual Expense (Income) - 24 -639 605  Other Operating Expenses, Total -3143 - 1 1","Selling/General/Admin. Expenses, Total 6112 5736 5838 7439  Research & Development 1161 1061 1080 1220  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -14 - - -  Unusual Expense (Income) - 24 -639 605  Other Operating Expenses, Total -3143 - 1 1","Selling/General/Admin. Expenses, Total 6112 5736 5838 7439  Research & Development 1161 1061 1080 1220  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -14 - - -  Unusual Expense (Income) - 24 -639 605  Other Operating Expenses, Total -3143 - 1 1"
"Selling/General/Admin. Expenses, Total",6112,5736,5838,7439
Research & Development,1161,1061,1080,1220
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-14,-,-,-
Unusual Expense (Income),-,24,-639,605
"Other Operating Expenses, Total",-3143,-,1,1
Operating Income,4873,5853,5924,3474
"Interest Income (Expense), Net Non-Operating",-,-7,24,39
Gain (Loss) on Sale of Assets,-65,-105,-271,-174
"Other, Net",-18,176,157,212
Net Income Before Taxes,-,5917,5834,3551
Provision for Income Taxes,-,1461,1518,1281
Net Income After Taxes,-,4456,4316,2270
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3399,4456,4316,2270
Total Extraordinary Items,-,-,-,-
Net Income,3399,4456,4316,2270
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,3399,4455,4315,2269
Dilution Adjustment,-,-,-,-
Diluted Net Income,3399,4455,4315,2269
Diluted Weighted Average Shares,11.47,11.46,11.45,11.44
Diluted EPS Excluding Extraordinary Items,-,388.81,376.82,198.27
DPS - Common Stock Primary Issue,-,110,105,100
Diluted Normalized EPS,274.75,401.48,357.24,246.68
