Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,125941,117665,117295,134859
"Revenue 125941 117664 117295 134859  Other Revenue, Total - 1 - -","Revenue 125941 117664 117295 134859  Other Revenue, Total - 1 - -","Revenue 125941 117664 117295 134859  Other Revenue, Total - 1 - -","Revenue 125941 117664 117295 134859  Other Revenue, Total - 1 - -","Revenue 125941 117664 117295 134859  Other Revenue, Total - 1 - -"
Revenue,125941,117664,117295,134859
"Other Revenue, Total",-,1,-,-
"Cost of Revenue, Total",112337,104452,105181,118430
Gross Profit,13604,13213,12114,16429
Total Operating Expenses,121794,113089,113303,126986
"Selling/General/Admin. Expenses, Total 9457 7533 7283 7904  Research & Development 994 1104 835 676  Depreciation / Amortization 941 911 - -  Interest Expense (Income) - Net Operating -228 -215 - -  Unusual Expense (Income) - 411 3 -25  Other Operating Expenses, Total -1707 -696 1 1","Selling/General/Admin. Expenses, Total 9457 7533 7283 7904  Research & Development 994 1104 835 676  Depreciation / Amortization 941 911 - -  Interest Expense (Income) - Net Operating -228 -215 - -  Unusual Expense (Income) - 411 3 -25  Other Operating Expenses, Total -1707 -696 1 1","Selling/General/Admin. Expenses, Total 9457 7533 7283 7904  Research & Development 994 1104 835 676  Depreciation / Amortization 941 911 - -  Interest Expense (Income) - Net Operating -228 -215 - -  Unusual Expense (Income) - 411 3 -25  Other Operating Expenses, Total -1707 -696 1 1","Selling/General/Admin. Expenses, Total 9457 7533 7283 7904  Research & Development 994 1104 835 676  Depreciation / Amortization 941 911 - -  Interest Expense (Income) - Net Operating -228 -215 - -  Unusual Expense (Income) - 411 3 -25  Other Operating Expenses, Total -1707 -696 1 1","Selling/General/Admin. Expenses, Total 9457 7533 7283 7904  Research & Development 994 1104 835 676  Depreciation / Amortization 941 911 - -  Interest Expense (Income) - Net Operating -228 -215 - -  Unusual Expense (Income) - 411 3 -25  Other Operating Expenses, Total -1707 -696 1 1"
"Selling/General/Admin. Expenses, Total",9457,7533,7283,7904
Research & Development,994,1104,835,676
Depreciation / Amortization,941,911,-,-
Interest Expense (Income) - Net Operating,-228,-215,-,-
Unusual Expense (Income),-,411,3,-25
"Other Operating Expenses, Total",-1707,-696,1,1
Operating Income,4147,4576,3992,7873
"Interest Income (Expense), Net Non-Operating",-,-130,-235,-297
Gain (Loss) on Sale of Assets,75,94,-5,6
"Other, Net",402,587,-87,-169
Net Income Before Taxes,3670,3895,3665,7413
Provision for Income Taxes,632,676,1213,2296
Net Income After Taxes,3038,3219,2452,5117
Minority Interest,10,8,-,-6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3038,3219,2452,5111
Total Extraordinary Items,-,-,-,-
Net Income,3038,3219,2452,5111
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,3038,3219,2451,5109
Dilution Adjustment,-,-,-,-
Diluted Net Income,3038,3219,2451,5109
Diluted Weighted Average Shares,19.13,19.13,19.13,19.18
Diluted EPS Excluding Extraordinary Items,158.8,168.27,128.1,266.37
DPS - Common Stock Primary Issue,60,50,50,50
Diluted Normalized EPS,120.09,137.61,132.46,268.8
