Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,124963,110784,99969,118973
"Revenue 124963 110784 99969 118973  Other Revenue, Total - - - -","Revenue 124963 110784 99969 118973  Other Revenue, Total - - - -","Revenue 124963 110784 99969 118973  Other Revenue, Total - - - -","Revenue 124963 110784 99969 118973  Other Revenue, Total - - - -","Revenue 124963 110784 99969 118973  Other Revenue, Total - - - -"
Revenue,124963,110784,99969,118973
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",97550,86227,80016,95850
Gross Profit,27413,24557,19953,23123
Total Operating Expenses,114118,101722,96126,110853
"Selling/General/Admin. Expenses, Total 16568 14449 11546 12406  Research & Development - - 1120 1119  Depreciation / Amortization 2931 - - -  Interest Expense (Income) - Net Operating -174 - - -  Unusual Expense (Income) - 1045 3442 1477  Other Operating Expenses, Total -2757 1 2 1","Selling/General/Admin. Expenses, Total 16568 14449 11546 12406  Research & Development - - 1120 1119  Depreciation / Amortization 2931 - - -  Interest Expense (Income) - Net Operating -174 - - -  Unusual Expense (Income) - 1045 3442 1477  Other Operating Expenses, Total -2757 1 2 1","Selling/General/Admin. Expenses, Total 16568 14449 11546 12406  Research & Development - - 1120 1119  Depreciation / Amortization 2931 - - -  Interest Expense (Income) - Net Operating -174 - - -  Unusual Expense (Income) - 1045 3442 1477  Other Operating Expenses, Total -2757 1 2 1","Selling/General/Admin. Expenses, Total 16568 14449 11546 12406  Research & Development - - 1120 1119  Depreciation / Amortization 2931 - - -  Interest Expense (Income) - Net Operating -174 - - -  Unusual Expense (Income) - 1045 3442 1477  Other Operating Expenses, Total -2757 1 2 1","Selling/General/Admin. Expenses, Total 16568 14449 11546 12406  Research & Development - - 1120 1119  Depreciation / Amortization 2931 - - -  Interest Expense (Income) - Net Operating -174 - - -  Unusual Expense (Income) - 1045 3442 1477  Other Operating Expenses, Total -2757 1 2 1"
"Selling/General/Admin. Expenses, Total",16568,14449,11546,12406
Research & Development,-,-,1120,1119
Depreciation / Amortization,2931,-,-,-
Interest Expense (Income) - Net Operating,-174,-,-,-
Unusual Expense (Income),-,1045,3442,1477
"Other Operating Expenses, Total",-2757,1,2,1
Operating Income,10845,9062,3843,8120
"Interest Income (Expense), Net Non-Operating",-,594,228,423
Gain (Loss) on Sale of Assets,1067,-272,-366,-547
"Other, Net",-2699,29,708,106
Net Income Before Taxes,12477,9413,4413,8102
Provision for Income Taxes,3710,2600,1321,1529
Net Income After Taxes,8767,6813,3092,6573
Minority Interest,3310,-1504,-977,-1022
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8307,5309,2115,5551
Total Extraordinary Items,-,-,-,-
Net Income,8307,5309,2115,5551
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,8307,5308,2114,5550
Dilution Adjustment,-,-,-,-
Diluted Net Income,8307,5308,2114,5550
Diluted Weighted Average Shares,9.36,9.35,9.34,9.34
Diluted EPS Excluding Extraordinary Items,887.97,567.73,226.24,594.31
DPS - Common Stock Primary Issue,200,190,110,130
Diluted Normalized EPS,716.26,669.68,511.78,770.15
