Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,51699,33429,27114,61121
"Revenue 51699 33429 27114 61121  Other Revenue, Total - - - -","Revenue 51699 33429 27114 61121  Other Revenue, Total - - - -","Revenue 51699 33429 27114 61121  Other Revenue, Total - - - -","Revenue 51699 33429 27114 61121  Other Revenue, Total - - - -","Revenue 51699 33429 27114 61121  Other Revenue, Total - - - -"
Revenue,51699,33429,27114,61121
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34220,27257,25757,40014
Gross Profit,17479,6172,1357,21107
Total Operating Expenses,48722,41451,40066,56068
"Selling/General/Admin. Expenses, Total 14502 12563 12833 14724  Research & Development - - - -  Depreciation / Amortization 3689 - - -  Interest Expense (Income) - Net Operating -486 - - -  Unusual Expense (Income) - 1631 1476 1330  Other Operating Expenses, Total -3203 - - -","Selling/General/Admin. Expenses, Total 14502 12563 12833 14724  Research & Development - - - -  Depreciation / Amortization 3689 - - -  Interest Expense (Income) - Net Operating -486 - - -  Unusual Expense (Income) - 1631 1476 1330  Other Operating Expenses, Total -3203 - - -","Selling/General/Admin. Expenses, Total 14502 12563 12833 14724  Research & Development - - - -  Depreciation / Amortization 3689 - - -  Interest Expense (Income) - Net Operating -486 - - -  Unusual Expense (Income) - 1631 1476 1330  Other Operating Expenses, Total -3203 - - -","Selling/General/Admin. Expenses, Total 14502 12563 12833 14724  Research & Development - - - -  Depreciation / Amortization 3689 - - -  Interest Expense (Income) - Net Operating -486 - - -  Unusual Expense (Income) - 1631 1476 1330  Other Operating Expenses, Total -3203 - - -","Selling/General/Admin. Expenses, Total 14502 12563 12833 14724  Research & Development - - - -  Depreciation / Amortization 3689 - - -  Interest Expense (Income) - Net Operating -486 - - -  Unusual Expense (Income) - 1631 1476 1330  Other Operating Expenses, Total -3203 - - -"
"Selling/General/Admin. Expenses, Total",14502,12563,12833,14724
Research & Development,-,-,-,-
Depreciation / Amortization,3689,-,-,-
Interest Expense (Income) - Net Operating,-486,-,-,-
Unusual Expense (Income),-,1631,1476,1330
"Other Operating Expenses, Total",-3203,-,-,-
Operating Income,2977,-8022,-12952,5053
"Interest Income (Expense), Net Non-Operating",-,907,204,-293
Gain (Loss) on Sale of Assets,-656,-,-,230
"Other, Net",-195,32,45,132
Net Income Before Taxes,3828,-7083,-12703,5122
Provision for Income Taxes,2330,-944,-2070,2587
Net Income After Taxes,1498,-6139,-10633,2535
Minority Interest,219,1,4,30
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1498,-6138,-10629,2565
Total Extraordinary Items,-,-,-,-
Net Income,1498,-6138,-10629,2565
Total Adjustments to Net Income,-,1,1,-
Income Available to Common Excluding Extraordinary Items,1498,-6137,-10628,2565
Dilution Adjustment,-,-,-,-
Diluted Net Income,1498,-6137,-10628,2565
Diluted Weighted Average Shares,47.7,47.7,47.7,47.7
Diluted EPS Excluding Extraordinary Items,31.4,-128.66,-222.81,53.77
DPS - Common Stock Primary Issue,5,-,-,10
Diluted Normalized EPS,64.65,-99.24,-196.64,70.78
