Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,123197,107777,92635,116761
"Revenue 123197 107777 92635 116761  Other Revenue, Total - - - -","Revenue 123197 107777 92635 116761  Other Revenue, Total - - - -","Revenue 123197 107777 92635 116761  Other Revenue, Total - - - -","Revenue 123197 107777 92635 116761  Other Revenue, Total - - - -","Revenue 123197 107777 92635 116761  Other Revenue, Total - - - -"
Revenue,123197,107777,92635,116761
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",84387,75262,67730,83301
Gross Profit,38810,32515,24905,33460
Total Operating Expenses,117430,103540,92926,114473
"Selling/General/Admin. Expenses, Total 29159 25190 22380 27502  Research & Development 2022 1799 1404 1682  Depreciation / Amortization 2167 1952 738 746  Interest Expense (Income) - Net Operating -219 -117 - -  Unusual Expense (Income) - 365 672 1241  Other Operating Expenses, Total -86 -546 2 1","Selling/General/Admin. Expenses, Total 29159 25190 22380 27502  Research & Development 2022 1799 1404 1682  Depreciation / Amortization 2167 1952 738 746  Interest Expense (Income) - Net Operating -219 -117 - -  Unusual Expense (Income) - 365 672 1241  Other Operating Expenses, Total -86 -546 2 1","Selling/General/Admin. Expenses, Total 29159 25190 22380 27502  Research & Development 2022 1799 1404 1682  Depreciation / Amortization 2167 1952 738 746  Interest Expense (Income) - Net Operating -219 -117 - -  Unusual Expense (Income) - 365 672 1241  Other Operating Expenses, Total -86 -546 2 1","Selling/General/Admin. Expenses, Total 29159 25190 22380 27502  Research & Development 2022 1799 1404 1682  Depreciation / Amortization 2167 1952 738 746  Interest Expense (Income) - Net Operating -219 -117 - -  Unusual Expense (Income) - 365 672 1241  Other Operating Expenses, Total -86 -546 2 1","Selling/General/Admin. Expenses, Total 29159 25190 22380 27502  Research & Development 2022 1799 1404 1682  Depreciation / Amortization 2167 1952 738 746  Interest Expense (Income) - Net Operating -219 -117 - -  Unusual Expense (Income) - 365 672 1241  Other Operating Expenses, Total -86 -546 2 1"
"Selling/General/Admin. Expenses, Total",29159,25190,22380,27502
Research & Development,2022,1799,1404,1682
Depreciation / Amortization,2167,1952,738,746
Interest Expense (Income) - Net Operating,-219,-117,-,-
Unusual Expense (Income),-,365,672,1241
"Other Operating Expenses, Total",-86,-546,2,1
Operating Income,5767,4237,-291,2288
"Interest Income (Expense), Net Non-Operating",-,613,667,1304
Gain (Loss) on Sale of Assets,1221,-423,-65,10038
"Other, Net",-1934,582,-44,-982
Net Income Before Taxes,6480,4078,267,12648
Provision for Income Taxes,39,353,3165,5309
Net Income After Taxes,6441,3725,-2898,7339
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6441,3725,-2898,7339
Total Extraordinary Items,-,-,-,-
Net Income,6441,3725,-2898,7339
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,6441,3725,-2898,7338
Dilution Adjustment,-,-,-,-
Diluted Net Income,6441,3725,-2898,7338
Diluted Weighted Average Shares,24.16,24.15,24.14,24.14
Diluted EPS Excluding Extraordinary Items,266.6,154.24,-120.04,304.04
DPS - Common Stock Primary Issue,107.5,75,75,75
Diluted Normalized EPS,136.56,117.54,-100.2,92.54
