Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,494700,655265,613889,667892
"Revenue 494700 655265 613889 667892  Other Revenue, Total - - - -","Revenue 494700 655265 613889 667892  Other Revenue, Total - - - -","Revenue 494700 655265 613889 667892  Other Revenue, Total - - - -","Revenue 494700 655265 613889 667892  Other Revenue, Total - - - -","Revenue 494700 655265 613889 667892  Other Revenue, Total - - - -"
Revenue,494700,655265,613889,667892
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",478400,527346,509327,549698
Gross Profit,-,127919,104562,118194
Total Operating Expenses,478400,616395,589441,640484
"Selling/General/Admin. Expenses, Total - 83881 67626 72024  Research & Development 10400 - 11034 12137  Depreciation / Amortization 25400 -52 -28 -33  Interest Expense (Income) - Net Operating -700 - - -  Unusual Expense (Income) - 5220 1482 6658  Other Operating Expenses, Total -35100 - - -","Selling/General/Admin. Expenses, Total - 83881 67626 72024  Research & Development 10400 - 11034 12137  Depreciation / Amortization 25400 -52 -28 -33  Interest Expense (Income) - Net Operating -700 - - -  Unusual Expense (Income) - 5220 1482 6658  Other Operating Expenses, Total -35100 - - -","Selling/General/Admin. Expenses, Total - 83881 67626 72024  Research & Development 10400 - 11034 12137  Depreciation / Amortization 25400 -52 -28 -33  Interest Expense (Income) - Net Operating -700 - - -  Unusual Expense (Income) - 5220 1482 6658  Other Operating Expenses, Total -35100 - - -","Selling/General/Admin. Expenses, Total - 83881 67626 72024  Research & Development 10400 - 11034 12137  Depreciation / Amortization 25400 -52 -28 -33  Interest Expense (Income) - Net Operating -700 - - -  Unusual Expense (Income) - 5220 1482 6658  Other Operating Expenses, Total -35100 - - -","Selling/General/Admin. Expenses, Total - 83881 67626 72024  Research & Development 10400 - 11034 12137  Depreciation / Amortization 25400 -52 -28 -33  Interest Expense (Income) - Net Operating -700 - - -  Unusual Expense (Income) - 5220 1482 6658  Other Operating Expenses, Total -35100 - - -"
"Selling/General/Admin. Expenses, Total",-,83881,67626,72024
Research & Development,10400,-,11034,12137
Depreciation / Amortization,25400,-52,-28,-33
Interest Expense (Income) - Net Operating,-700,-,-,-
Unusual Expense (Income),-,5220,1482,6658
"Other Operating Expenses, Total",-35100,-,-,-
Operating Income,16300,38870,24448,27408
"Interest Income (Expense), Net Non-Operating",-,440,2036,4473
Gain (Loss) on Sale of Assets,-,-194,-765,296
"Other, Net",18900,7438,-3286,-1813
Net Income Before Taxes,-2600,36794,22433,30364
Provision for Income Taxes,4400,10948,-89,7658
Net Income After Taxes,-7000,25846,22522,22706
Minority Interest,20000,-1346,414,270
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-7000,24500,22936,22976
Total Extraordinary Items,-,-,-,-
Net Income,-7000,24500,22936,22976
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-7000,24500,22936,22976
Dilution Adjustment,-,-,-,-
Diluted Net Income,-7000,24500,22936,22976
Diluted Weighted Average Shares,96.89,98.57,101.42,101.39
Diluted EPS Excluding Extraordinary Items,-72.25,248.56,226.14,226.62
DPS - Common Stock Primary Issue,95,95,90,90
Diluted Normalized EPS,-56.12,284.53,240.26,273.22
