Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,618899,516440,439411,439627
"Revenue 618899 516440 439411 439627  Other Revenue, Total - - - -","Revenue 618899 516440 439411 439627  Other Revenue, Total - - - -","Revenue 618899 516440 439411 439627  Other Revenue, Total - - - -","Revenue 618899 516440 439411 439627  Other Revenue, Total - - - -","Revenue 618899 516440 439411 439627  Other Revenue, Total - - - -"
Revenue,618899,516440,439411,439627
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",414474,337611,285178,287398
Gross Profit,204425,178829,154233,152229
Total Operating Expenses,563529,466548,394836,403503
"Selling/General/Admin. Expenses, Total 145648 113850 99531 103096  Research & Development - 4892 4758 4406  Depreciation / Amortization 22240 20030 7545 6962  Interest Expense (Income) - Net Operating - -737 -246 79  Unusual Expense (Income) - - -742 263  Other Operating Expenses, Total -18833 -9098 -1188 1299","Selling/General/Admin. Expenses, Total 145648 113850 99531 103096  Research & Development - 4892 4758 4406  Depreciation / Amortization 22240 20030 7545 6962  Interest Expense (Income) - Net Operating - -737 -246 79  Unusual Expense (Income) - - -742 263  Other Operating Expenses, Total -18833 -9098 -1188 1299","Selling/General/Admin. Expenses, Total 145648 113850 99531 103096  Research & Development - 4892 4758 4406  Depreciation / Amortization 22240 20030 7545 6962  Interest Expense (Income) - Net Operating - -737 -246 79  Unusual Expense (Income) - - -742 263  Other Operating Expenses, Total -18833 -9098 -1188 1299","Selling/General/Admin. Expenses, Total 145648 113850 99531 103096  Research & Development - 4892 4758 4406  Depreciation / Amortization 22240 20030 7545 6962  Interest Expense (Income) - Net Operating - -737 -246 79  Unusual Expense (Income) - - -742 263  Other Operating Expenses, Total -18833 -9098 -1188 1299","Selling/General/Admin. Expenses, Total 145648 113850 99531 103096  Research & Development - 4892 4758 4406  Depreciation / Amortization 22240 20030 7545 6962  Interest Expense (Income) - Net Operating - -737 -246 79  Unusual Expense (Income) - - -742 263  Other Operating Expenses, Total -18833 -9098 -1188 1299"
"Selling/General/Admin. Expenses, Total",145648,113850,99531,103096
Research & Development,-,4892,4758,4406
Depreciation / Amortization,22240,20030,7545,6962
Interest Expense (Income) - Net Operating,-,-737,-246,79
Unusual Expense (Income),-,-,-742,263
"Other Operating Expenses, Total",-18833,-9098,-1188,1299
Operating Income,55370,49892,44575,36124
"Interest Income (Expense), Net Non-Operating",-,3548,-1066,2204
Gain (Loss) on Sale of Assets,-,1682,204,15
"Other, Net",-5426,-6019,-315,-514
Net Income Before Taxes,60796,54229,43194,37814
Provision for Income Taxes,16597,14885,11572,10575
Net Income After Taxes,44199,39344,31622,27239
Minority Interest,6456,6091,-462,-411
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,43733,38903,31160,26828
Total Extraordinary Items,-,-,-,-
Net Income,43733,38903,31160,26828
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,43733,38903,31159,26827
Dilution Adjustment,-,-,-,-
Diluted Net Income,43733,38903,31159,26827
Diluted Weighted Average Shares,191.5,191.7,191.97,191.97
Diluted EPS Excluding Extraordinary Items,228.37,202.93,162.31,139.74
DPS - Common Stock Primary Issue,-,61,45,42
Diluted Normalized EPS,195.99,143.26,159.48,140.73
