Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2472508,2082582,1705566,1869835
"Revenue 2472508 2082582 1705566 1869835  Other Revenue, Total - - - -","Revenue 2472508 2082582 1705566 1869835  Other Revenue, Total - - - -","Revenue 2472508 2082582 1705566 1869835  Other Revenue, Total - - - -","Revenue 2472508 2082582 1705566 1869835  Other Revenue, Total - - - -","Revenue 2472508 2082582 1705566 1869835  Other Revenue, Total - - - -"
Revenue,2472508,2082582,1705566,1869835
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2151217,1774778,1482378,1638738
Gross Profit,321291,307804,223188,231097
Total Operating Expenses,2386142,1994959,1685417,1925043
"Selling/General/Admin. Expenses, Total 213950 195214 170834 196912  Research & Development 20975 19754 17028 18765  Depreciation / Amortization 112505 105147 4927 5556  Interest Expense (Income) - Net Operating -13343 -13236 - -  Unusual Expense (Income) - - 10249 65071  Other Operating Expenses, Total -93588 -86698 1 1","Selling/General/Admin. Expenses, Total 213950 195214 170834 196912  Research & Development 20975 19754 17028 18765  Depreciation / Amortization 112505 105147 4927 5556  Interest Expense (Income) - Net Operating -13343 -13236 - -  Unusual Expense (Income) - - 10249 65071  Other Operating Expenses, Total -93588 -86698 1 1","Selling/General/Admin. Expenses, Total 213950 195214 170834 196912  Research & Development 20975 19754 17028 18765  Depreciation / Amortization 112505 105147 4927 5556  Interest Expense (Income) - Net Operating -13343 -13236 - -  Unusual Expense (Income) - - 10249 65071  Other Operating Expenses, Total -93588 -86698 1 1","Selling/General/Admin. Expenses, Total 213950 195214 170834 196912  Research & Development 20975 19754 17028 18765  Depreciation / Amortization 112505 105147 4927 5556  Interest Expense (Income) - Net Operating -13343 -13236 - -  Unusual Expense (Income) - - 10249 65071  Other Operating Expenses, Total -93588 -86698 1 1","Selling/General/Admin. Expenses, Total 213950 195214 170834 196912  Research & Development 20975 19754 17028 18765  Depreciation / Amortization 112505 105147 4927 5556  Interest Expense (Income) - Net Operating -13343 -13236 - -  Unusual Expense (Income) - - 10249 65071  Other Operating Expenses, Total -93588 -86698 1 1"
"Selling/General/Admin. Expenses, Total",213950,195214,170834,196912
Research & Development,20975,19754,17028,18765
Depreciation / Amortization,112505,105147,4927,5556
Interest Expense (Income) - Net Operating,-13343,-13236,-,-
Unusual Expense (Income),-,-,10249,65071
"Other Operating Expenses, Total",-93588,-86698,1,1
Operating Income,86366,87623,20149,-55208
"Interest Income (Expense), Net Non-Operating",-,-2802,-3062,11676
Gain (Loss) on Sale of Assets,-,-9220,9900,-
"Other, Net",-11699,12831,-8239,-22033
Net Income Before Taxes,98065,84012,18748,-65565
Provision for Income Taxes,22743,20323,-3904,2762
Net Income After Taxes,75322,63689,22652,-68327
Minority Interest,63696,57019,580,319
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,72566,60083,23232,-68008
Total Extraordinary Items,-,-,-,-
Net Income,72566,60083,23232,-68008
Total Adjustments to Net Income,-,-,2,-
Income Available to Common Excluding Extraordinary Items,72566,60083,23234,-68008
Dilution Adjustment,-,-,-,-
Diluted Net Income,72566,60083,23234,-68008
Diluted Weighted Average Shares,394.79,374.96,362.69,362.6
Diluted EPS Excluding Extraordinary Items,183.81,160.24,64.06,-187.56
DPS - Common Stock Primary Issue,40,40,10,-
Diluted Normalized EPS,162.15,145.79,64.68,-70.91
