Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,6688,4900,5700.32,5518.6
"Revenue 6651 4900.55 5700.32 5518.6  Other Revenue, Total 37 - - -","Revenue 6651 4900.55 5700.32 5518.6  Other Revenue, Total 37 - - -","Revenue 6651 4900.55 5700.32 5518.6  Other Revenue, Total 37 - - -","Revenue 6651 4900.55 5700.32 5518.6  Other Revenue, Total 37 - - -","Revenue 6651 4900.55 5700.32 5518.6  Other Revenue, Total 37 - - -"
Revenue,6651,4900.55,5700.32,5518.6
"Other Revenue, Total",37,-,-,-
"Cost of Revenue, Total",5375,3918.83,4758.75,4567.58
Gross Profit,1313,981.72,941.57,951.02
Total Operating Expenses,6421,4633.56,5542.1,5358.12
"Selling/General/Admin. Expenses, Total 1046 723.09 793.33 790.5  Research & Development - - - -  Depreciation / Amortization 142 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - -8.36 -9.98 0.03  Other Operating Expenses, Total -122 - - -","Selling/General/Admin. Expenses, Total 1046 723.09 793.33 790.5  Research & Development - - - -  Depreciation / Amortization 142 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - -8.36 -9.98 0.03  Other Operating Expenses, Total -122 - - -","Selling/General/Admin. Expenses, Total 1046 723.09 793.33 790.5  Research & Development - - - -  Depreciation / Amortization 142 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - -8.36 -9.98 0.03  Other Operating Expenses, Total -122 - - -","Selling/General/Admin. Expenses, Total 1046 723.09 793.33 790.5  Research & Development - - - -  Depreciation / Amortization 142 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - -8.36 -9.98 0.03  Other Operating Expenses, Total -122 - - -","Selling/General/Admin. Expenses, Total 1046 723.09 793.33 790.5  Research & Development - - - -  Depreciation / Amortization 142 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - -8.36 -9.98 0.03  Other Operating Expenses, Total -122 - - -"
"Selling/General/Admin. Expenses, Total",1046,723.09,793.33,790.5
Research & Development,-,-,-,-
Depreciation / Amortization,142,-,-,-
Interest Expense (Income) - Net Operating,-20,-,-,-
Unusual Expense (Income),-,-8.36,-9.98,0.03
"Other Operating Expenses, Total",-122,-,-,-
Operating Income,267,267,158.22,160.49
"Interest Income (Expense), Net Non-Operating",-,-7.19,-3.65,-3.6
Gain (Loss) on Sale of Assets,78,-,-,-
"Other, Net",-155,-0.65,0.78,3.93
Net Income Before Taxes,344,259.16,155.35,160.82
Provision for Income Taxes,132,84,3.6,52.2
Net Income After Taxes,212,175.17,151.75,108.62
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,212,175.17,151.75,108.62
Total Extraordinary Items,-,-,-,-
Net Income,212,175.17,151.75,108.62
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,212,175.17,151.75,108.62
Dilution Adjustment,-,-,-,-
Diluted Net Income,212,175.17,151.75,108.62
Diluted Weighted Average Shares,6.37,6.37,6.37,6.37
Diluted EPS Excluding Extraordinary Items,33.29,27.51,23.83,17.05
DPS - Common Stock Primary Issue,5,5,5,5
Diluted Normalized EPS,25.81,26.62,22.3,17.51
