Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,78142,67699,46086,34565
"Revenue 78142 67699 46086 34565  Other Revenue, Total - - - -","Revenue 78142 67699 46086 34565  Other Revenue, Total - - - -","Revenue 78142 67699 46086 34565  Other Revenue, Total - - - -","Revenue 78142 67699 46086 34565  Other Revenue, Total - - - -","Revenue 78142 67699 46086 34565  Other Revenue, Total - - - -"
Revenue,78142,67699,46086,34565
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",33377,18488,14214,13459
Gross Profit,44765,49211,31872,21106
Total Operating Expenses,57666,38797,32133,29172
"Selling/General/Admin. Expenses, Total 15714 14200 12374 10961  Research & Development 8575 6109 5545 3282  Depreciation / Amortization 4136 3649 3300 587  Interest Expense (Income) - Net Operating -24 -23 -24 -  Unusual Expense (Income) - 759 509 881  Other Operating Expenses, Total -4112 -3626 -3276 2","Selling/General/Admin. Expenses, Total 15714 14200 12374 10961  Research & Development 8575 6109 5545 3282  Depreciation / Amortization 4136 3649 3300 587  Interest Expense (Income) - Net Operating -24 -23 -24 -  Unusual Expense (Income) - 759 509 881  Other Operating Expenses, Total -4112 -3626 -3276 2","Selling/General/Admin. Expenses, Total 15714 14200 12374 10961  Research & Development 8575 6109 5545 3282  Depreciation / Amortization 4136 3649 3300 587  Interest Expense (Income) - Net Operating -24 -23 -24 -  Unusual Expense (Income) - 759 509 881  Other Operating Expenses, Total -4112 -3626 -3276 2","Selling/General/Admin. Expenses, Total 15714 14200 12374 10961  Research & Development 8575 6109 5545 3282  Depreciation / Amortization 4136 3649 3300 587  Interest Expense (Income) - Net Operating -24 -23 -24 -  Unusual Expense (Income) - 759 509 881  Other Operating Expenses, Total -4112 -3626 -3276 2","Selling/General/Admin. Expenses, Total 15714 14200 12374 10961  Research & Development 8575 6109 5545 3282  Depreciation / Amortization 4136 3649 3300 587  Interest Expense (Income) - Net Operating -24 -23 -24 -  Unusual Expense (Income) - 759 509 881  Other Operating Expenses, Total -4112 -3626 -3276 2"
"Selling/General/Admin. Expenses, Total",15714,14200,12374,10961
Research & Development,8575,6109,5545,3282
Depreciation / Amortization,4136,3649,3300,587
Interest Expense (Income) - Net Operating,-24,-23,-24,-
Unusual Expense (Income),-,759,509,881
"Other Operating Expenses, Total",-4112,-3626,-3276,2
Operating Income,20476,28902,13953,5393
"Interest Income (Expense), Net Non-Operating",-,-607,91,-28
Gain (Loss) on Sale of Assets,-97,-168,-98,-31
"Other, Net",-649,1539,499,99
Net Income Before Taxes,21222,27531,13552,5433
Provision for Income Taxes,5175,7624,3971,1601
Net Income After Taxes,16047,19907,9581,3832
Minority Interest,235,191,120,-11
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16012,19849,9547,3821
Total Extraordinary Items,-,-,-,-
Net Income,16012,19849,9547,3821
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,16012,19849,9547,3819
Dilution Adjustment,-,-,-,-
Diluted Net Income,16012,19849,9547,3819
Diluted Weighted Average Shares,120.42,120.42,120.42,120.42
Diluted EPS Excluding Extraordinary Items,132.97,164.84,79.28,31.72
DPS - Common Stock Primary Issue,42,33,16,8
Diluted Normalized EPS,106.84,147.23,73.21,41.18
