Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,21553,24589,21516,20711
"Revenue 21553 24589 21516 20711  Other Revenue, Total - - - -","Revenue 21553 24589 21516 20711  Other Revenue, Total - - - -","Revenue 21553 24589 21516 20711  Other Revenue, Total - - - -","Revenue 21553 24589 21516 20711  Other Revenue, Total - - - -","Revenue 21553 24589 21516 20711  Other Revenue, Total - - - -"
Revenue,21553,24589,21516,20711
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",17642,19594,17601,16998
Gross Profit,3911,4995,3915,3713
Total Operating Expenses,19815,21911,19619,18961
"Selling/General/Admin. Expenses, Total 1932 2030 1759 1772  Research & Development 144 198 167 100  Depreciation / Amortization 257 253 89 90  Interest Expense (Income) - Net Operating -7 -6 - -  Unusual Expense (Income) - -54 3 -  Other Operating Expenses, Total -153 -158 - 1","Selling/General/Admin. Expenses, Total 1932 2030 1759 1772  Research & Development 144 198 167 100  Depreciation / Amortization 257 253 89 90  Interest Expense (Income) - Net Operating -7 -6 - -  Unusual Expense (Income) - -54 3 -  Other Operating Expenses, Total -153 -158 - 1","Selling/General/Admin. Expenses, Total 1932 2030 1759 1772  Research & Development 144 198 167 100  Depreciation / Amortization 257 253 89 90  Interest Expense (Income) - Net Operating -7 -6 - -  Unusual Expense (Income) - -54 3 -  Other Operating Expenses, Total -153 -158 - 1","Selling/General/Admin. Expenses, Total 1932 2030 1759 1772  Research & Development 144 198 167 100  Depreciation / Amortization 257 253 89 90  Interest Expense (Income) - Net Operating -7 -6 - -  Unusual Expense (Income) - -54 3 -  Other Operating Expenses, Total -153 -158 - 1","Selling/General/Admin. Expenses, Total 1932 2030 1759 1772  Research & Development 144 198 167 100  Depreciation / Amortization 257 253 89 90  Interest Expense (Income) - Net Operating -7 -6 - -  Unusual Expense (Income) - -54 3 -  Other Operating Expenses, Total -153 -158 - 1"
"Selling/General/Admin. Expenses, Total",1932,2030,1759,1772
Research & Development,144,198,167,100
Depreciation / Amortization,257,253,89,90
Interest Expense (Income) - Net Operating,-7,-6,-,-
Unusual Expense (Income),-,-54,3,-
"Other Operating Expenses, Total",-153,-158,-,1
Operating Income,1738,2678,1897,1750
"Interest Income (Expense), Net Non-Operating",-,62,49,9
Gain (Loss) on Sale of Assets,-62,14,-,-
"Other, Net",331,-171,17,9
Net Income Before Taxes,1469,2835,1963,1768
Provision for Income Taxes,470,867,630,553
Net Income After Taxes,999,1968,1333,1215
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,999,1968,1333,1215
Total Extraordinary Items,-,-,-,-
Net Income,999,1968,1333,1215
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,999,1968,1333,1215
Dilution Adjustment,-,-,-,-
Diluted Net Income,999,1968,1333,1215
Diluted Weighted Average Shares,19.7,19.8,19.81,19.77
Diluted EPS Excluding Extraordinary Items,50.72,99.41,67.3,61.44
DPS - Common Stock Primary Issue,-,20,15,8
Diluted Normalized EPS,57.3,87.42,67.4,61.44
