Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,755414,726424,684403,611137
"Revenue 755414 726424 684403 611137  Other Revenue, Total - - - -","Revenue 755414 726424 684403 611137  Other Revenue, Total - - - -","Revenue 755414 726424 684403 611137  Other Revenue, Total - - - -","Revenue 755414 726424 684403 611137  Other Revenue, Total - - - -","Revenue 755414 726424 684403 611137  Other Revenue, Total - - - -"
Revenue,755414,726424,684403,611137
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",603966,581313,549419,489353
Gross Profit,151448,145111,134984,121784
Total Operating Expenses,725617,694706,656470,586516
"Selling/General/Admin. Expenses, Total 107756 99163 93347 85050  Research & Development - - - -  Depreciation / Amortization 15110 12801 12543 11958  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 1429 1161 154  Other Operating Expenses, Total -1163 - - 1","Selling/General/Admin. Expenses, Total 107756 99163 93347 85050  Research & Development - - - -  Depreciation / Amortization 15110 12801 12543 11958  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 1429 1161 154  Other Operating Expenses, Total -1163 - - 1","Selling/General/Admin. Expenses, Total 107756 99163 93347 85050  Research & Development - - - -  Depreciation / Amortization 15110 12801 12543 11958  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 1429 1161 154  Other Operating Expenses, Total -1163 - - 1","Selling/General/Admin. Expenses, Total 107756 99163 93347 85050  Research & Development - - - -  Depreciation / Amortization 15110 12801 12543 11958  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 1429 1161 154  Other Operating Expenses, Total -1163 - - 1","Selling/General/Admin. Expenses, Total 107756 99163 93347 85050  Research & Development - - - -  Depreciation / Amortization 15110 12801 12543 11958  Interest Expense (Income) - Net Operating -52 - - -  Unusual Expense (Income) - 1429 1161 154  Other Operating Expenses, Total -1163 - - 1"
"Selling/General/Admin. Expenses, Total",107756,99163,93347,85050
Research & Development,-,-,-,-
Depreciation / Amortization,15110,12801,12543,11958
Interest Expense (Income) - Net Operating,-52,-,-,-
Unusual Expense (Income),-,1429,1161,154
"Other Operating Expenses, Total",-1163,-,-,1
Operating Income,29797,31718,27933,24621
"Interest Income (Expense), Net Non-Operating",-,-3,-4,-5
Gain (Loss) on Sale of Assets,265,4190,-,-
"Other, Net",-3515,2691,2473,2523
Net Income Before Taxes,33047,38596,30402,27139
Provision for Income Taxes,9892,11439,8967,7954
Net Income After Taxes,23155,27157,21435,19185
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,23155,27157,21435,19185
Total Extraordinary Items,-,-,-,-
Net Income,23155,27157,21435,19185
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,23155,27156,21435,19185
Dilution Adjustment,-,-,-,-
Diluted Net Income,23155,27156,21435,19185
Diluted Weighted Average Shares,39.6,39.6,39.6,39.6
Diluted EPS Excluding Extraordinary Items,584.74,685.77,541.3,484.48
DPS - Common Stock Primary Issue,80,70,55,50
Diluted Normalized EPS,518.64,636.71,561.97,487.23
