Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,84004,89164,89822,107830
"Revenue 84004 89164 89822 107830  Other Revenue, Total - - - -","Revenue 84004 89164 89822 107830  Other Revenue, Total - - - -","Revenue 84004 89164 89822 107830  Other Revenue, Total - - - -","Revenue 84004 89164 89822 107830  Other Revenue, Total - - - -","Revenue 84004 89164 89822 107830  Other Revenue, Total - - - -"
Revenue,84004,89164,89822,107830
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",71279,76194,81230,96877
Gross Profit,12725,12970,8592,10953
Total Operating Expenses,77768,82365,86913,102921
"Selling/General/Admin. Expenses, Total 6489 6135 5445 5713  Research & Development - - 228 201  Depreciation / Amortization 721 - - -  Interest Expense (Income) - Net Operating -159 - - -  Unusual Expense (Income) - 35 8 130  Other Operating Expenses, Total -562 1 2 -","Selling/General/Admin. Expenses, Total 6489 6135 5445 5713  Research & Development - - 228 201  Depreciation / Amortization 721 - - -  Interest Expense (Income) - Net Operating -159 - - -  Unusual Expense (Income) - 35 8 130  Other Operating Expenses, Total -562 1 2 -","Selling/General/Admin. Expenses, Total 6489 6135 5445 5713  Research & Development - - 228 201  Depreciation / Amortization 721 - - -  Interest Expense (Income) - Net Operating -159 - - -  Unusual Expense (Income) - 35 8 130  Other Operating Expenses, Total -562 1 2 -","Selling/General/Admin. Expenses, Total 6489 6135 5445 5713  Research & Development - - 228 201  Depreciation / Amortization 721 - - -  Interest Expense (Income) - Net Operating -159 - - -  Unusual Expense (Income) - 35 8 130  Other Operating Expenses, Total -562 1 2 -","Selling/General/Admin. Expenses, Total 6489 6135 5445 5713  Research & Development - - 228 201  Depreciation / Amortization 721 - - -  Interest Expense (Income) - Net Operating -159 - - -  Unusual Expense (Income) - 35 8 130  Other Operating Expenses, Total -562 1 2 -"
"Selling/General/Admin. Expenses, Total",6489,6135,5445,5713
Research & Development,-,-,228,201
Depreciation / Amortization,721,-,-,-
Interest Expense (Income) - Net Operating,-159,-,-,-
Unusual Expense (Income),-,35,8,130
"Other Operating Expenses, Total",-562,1,2,-
Operating Income,6236,6799,2909,4909
"Interest Income (Expense), Net Non-Operating",-,3,163,-229
Gain (Loss) on Sale of Assets,14,-,2,-
"Other, Net",-318,-56,-68,-24
Net Income Before Taxes,6540,6746,3006,4656
Provision for Income Taxes,984,1898,1094,1565
Net Income After Taxes,5556,4848,1912,3091
Minority Interest,1370,-111,-99,-127
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5442,4737,1813,2964
Total Extraordinary Items,-,-,-,-
Net Income,5442,4737,1813,2964
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,5442,4736,1812,2963
Dilution Adjustment,-,-,-,-
Diluted Net Income,5442,4736,1812,2963
Diluted Weighted Average Shares,12.75,12.75,12.75,12.83
Diluted EPS Excluding Extraordinary Items,426.76,371.39,142.1,231.02
DPS - Common Stock Primary Issue,100,80,55,55
Diluted Normalized EPS,311.8,373.37,142.39,237.74
