Period Ending:,202331/03,202231/03,202130/06,202030/06
Total Revenue,2157,35630,34615.57,14407.9
"Revenue 2157 35630 34615.57 14407.9  Other Revenue, Total - - - -","Revenue 2157 35630 34615.57 14407.9  Other Revenue, Total - - - -","Revenue 2157 35630 34615.57 14407.9  Other Revenue, Total - - - -","Revenue 2157 35630 34615.57 14407.9  Other Revenue, Total - - - -","Revenue 2157 35630 34615.57 14407.9  Other Revenue, Total - - - -"
Revenue,2157,35630,34615.57,14407.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",958,51421,40457.42,12146.39
Gross Profit,1199,-15791,-5841.85,2261.51
Total Operating Expenses,1975,52282,41510.99,13435.82
"Selling/General/Admin. Expenses, Total 1017 825 1037.08 1228.92  Research & Development - - - -  Depreciation / Amortization - - 16.5 12.01  Interest Expense (Income) - Net Operating -11 -61 - -  Unusual Expense (Income) - 2981.11 - 48.5  Other Operating Expenses, Total -5 198.33 - -","Selling/General/Admin. Expenses, Total 1017 825 1037.08 1228.92  Research & Development - - - -  Depreciation / Amortization - - 16.5 12.01  Interest Expense (Income) - Net Operating -11 -61 - -  Unusual Expense (Income) - 2981.11 - 48.5  Other Operating Expenses, Total -5 198.33 - -","Selling/General/Admin. Expenses, Total 1017 825 1037.08 1228.92  Research & Development - - - -  Depreciation / Amortization - - 16.5 12.01  Interest Expense (Income) - Net Operating -11 -61 - -  Unusual Expense (Income) - 2981.11 - 48.5  Other Operating Expenses, Total -5 198.33 - -","Selling/General/Admin. Expenses, Total 1017 825 1037.08 1228.92  Research & Development - - - -  Depreciation / Amortization - - 16.5 12.01  Interest Expense (Income) - Net Operating -11 -61 - -  Unusual Expense (Income) - 2981.11 - 48.5  Other Operating Expenses, Total -5 198.33 - -","Selling/General/Admin. Expenses, Total 1017 825 1037.08 1228.92  Research & Development - - - -  Depreciation / Amortization - - 16.5 12.01  Interest Expense (Income) - Net Operating -11 -61 - -  Unusual Expense (Income) - 2981.11 - 48.5  Other Operating Expenses, Total -5 198.33 - -"
"Selling/General/Admin. Expenses, Total",1017,825,1037.08,1228.92
Research & Development,-,-,-,-
Depreciation / Amortization,-,-,16.5,12.01
Interest Expense (Income) - Net Operating,-11,-61,-,-
Unusual Expense (Income),-,2981.11,-,48.5
"Other Operating Expenses, Total",-5,198.33,-,-
Operating Income,182,-16652,-6895.42,972.08
"Interest Income (Expense), Net Non-Operating",-,-59.14,3.16,-7.82
Gain (Loss) on Sale of Assets,-,4.67,-,-
"Other, Net",-4825,7137.67,-43.36,-0.34
Net Income Before Taxes,5007,-19713,-6935.63,963.92
Provision for Income Taxes,-21,17,43.32,298.92
Net Income After Taxes,5028,-19730,-6978.95,665
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5028,-19730,-6978.95,665
Total Extraordinary Items,-,-,-,-
Net Income,5028,-19730,-6978.95,665
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,5028,-19730,-6978.95,665
Dilution Adjustment,-0.617,-,-,-
Diluted Net Income,5028.62,-19730,-6978.95,665
Diluted Weighted Average Shares,12.58,10.1,6.29,6.08
Diluted EPS Excluding Extraordinary Items,399.71,-2603.51,-1109.09,109.33
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,8,-1380.11,-1109.09,114.83
