Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,117125,94900,38796,66587
"Revenue 117125 94900 38796 66587  Other Revenue, Total - - - -","Revenue 117125 94900 38796 66587  Other Revenue, Total - - - -","Revenue 117125 94900 38796 66587  Other Revenue, Total - - - -","Revenue 117125 94900 38796 66587  Other Revenue, Total - - - -","Revenue 117125 94900 38796 66587  Other Revenue, Total - - - -"
Revenue,117125,94900,38796,66587
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",91799,79116,28869,51777
Gross Profit,25326,15784,9927,14810
Total Operating Expenses,106181,91472,41928,65950
"Selling/General/Admin. Expenses, Total 13707 11689 11335 12941  Research & Development - - - -  Depreciation / Amortization 1578 1098 834 1154  Interest Expense (Income) - Net Operating -79 -77 - -  Unusual Expense (Income) - 230 891 76  Other Operating Expenses, Total -824 -354 -1 2","Selling/General/Admin. Expenses, Total 13707 11689 11335 12941  Research & Development - - - -  Depreciation / Amortization 1578 1098 834 1154  Interest Expense (Income) - Net Operating -79 -77 - -  Unusual Expense (Income) - 230 891 76  Other Operating Expenses, Total -824 -354 -1 2","Selling/General/Admin. Expenses, Total 13707 11689 11335 12941  Research & Development - - - -  Depreciation / Amortization 1578 1098 834 1154  Interest Expense (Income) - Net Operating -79 -77 - -  Unusual Expense (Income) - 230 891 76  Other Operating Expenses, Total -824 -354 -1 2","Selling/General/Admin. Expenses, Total 13707 11689 11335 12941  Research & Development - - - -  Depreciation / Amortization 1578 1098 834 1154  Interest Expense (Income) - Net Operating -79 -77 - -  Unusual Expense (Income) - 230 891 76  Other Operating Expenses, Total -824 -354 -1 2","Selling/General/Admin. Expenses, Total 13707 11689 11335 12941  Research & Development - - - -  Depreciation / Amortization 1578 1098 834 1154  Interest Expense (Income) - Net Operating -79 -77 - -  Unusual Expense (Income) - 230 891 76  Other Operating Expenses, Total -824 -354 -1 2"
"Selling/General/Admin. Expenses, Total",13707,11689,11335,12941
Research & Development,-,-,-,-
Depreciation / Amortization,1578,1098,834,1154
Interest Expense (Income) - Net Operating,-79,-77,-,-
Unusual Expense (Income),-,230,891,76
"Other Operating Expenses, Total",-824,-354,-1,2
Operating Income,10944,3428,-3132,637
"Interest Income (Expense), Net Non-Operating",-,216,145,-215
Gain (Loss) on Sale of Assets,-44,537,-,16
"Other, Net",-138,-1049,79,229
Net Income Before Taxes,11126,3940,-2908,667
Provision for Income Taxes,1103,803,391,106
Net Income After Taxes,-,3137,-3299,561
Minority Interest,2651,1150,-153,-70
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,2471,-3452,491
Total Extraordinary Items,-,-,-,-
Net Income,8221,2471,-3452,491
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,8221,2471,-3452,490
Dilution Adjustment,-1,0.006,-,-
Diluted Net Income,8222,2470.99,-3452,490
Diluted Weighted Average Shares,65.39,64.87,65.29,66.37
Diluted EPS Excluding Extraordinary Items,125.74,38.09,-52.87,7.38
DPS - Common Stock Primary Issue,30,10,5,5
Diluted Normalized EPS,79.65,24.74,-21.81,7.78
