Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,199179,182313,173143,184239
"Revenue 199179 182313 173143 184239  Other Revenue, Total - - - -","Revenue 199179 182313 173143 184239  Other Revenue, Total - - - -","Revenue 199179 182313 173143 184239  Other Revenue, Total - - - -","Revenue 199179 182313 173143 184239  Other Revenue, Total - - - -","Revenue 199179 182313 173143 184239  Other Revenue, Total - - - -"
Revenue,199179,182313,173143,184239
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",149109,135340,126348,136938
Gross Profit,-,46973,46795,47301
Total Operating Expenses,189494,173206,162573,174647
"Selling/General/Admin. Expenses, Total 40385 35507 34041 35348  Research & Development - 2350 - -  Depreciation / Amortization 4106 4036 2239 2467  Interest Expense (Income) - Net Operating -221 -216 - -  Unusual Expense (Income) - 14 -56 -107  Other Operating Expenses, Total -3987 -3811 1 1","Selling/General/Admin. Expenses, Total 40385 35507 34041 35348  Research & Development - 2350 - -  Depreciation / Amortization 4106 4036 2239 2467  Interest Expense (Income) - Net Operating -221 -216 - -  Unusual Expense (Income) - 14 -56 -107  Other Operating Expenses, Total -3987 -3811 1 1","Selling/General/Admin. Expenses, Total 40385 35507 34041 35348  Research & Development - 2350 - -  Depreciation / Amortization 4106 4036 2239 2467  Interest Expense (Income) - Net Operating -221 -216 - -  Unusual Expense (Income) - 14 -56 -107  Other Operating Expenses, Total -3987 -3811 1 1","Selling/General/Admin. Expenses, Total 40385 35507 34041 35348  Research & Development - 2350 - -  Depreciation / Amortization 4106 4036 2239 2467  Interest Expense (Income) - Net Operating -221 -216 - -  Unusual Expense (Income) - 14 -56 -107  Other Operating Expenses, Total -3987 -3811 1 1","Selling/General/Admin. Expenses, Total 40385 35507 34041 35348  Research & Development - 2350 - -  Depreciation / Amortization 4106 4036 2239 2467  Interest Expense (Income) - Net Operating -221 -216 - -  Unusual Expense (Income) - 14 -56 -107  Other Operating Expenses, Total -3987 -3811 1 1"
"Selling/General/Admin. Expenses, Total",40385,35507,34041,35348
Research & Development,-,2350,-,-
Depreciation / Amortization,4106,4036,2239,2467
Interest Expense (Income) - Net Operating,-221,-216,-,-
Unusual Expense (Income),-,14,-56,-107
"Other Operating Expenses, Total",-3987,-3811,1,1
Operating Income,9685,9107,10570,9592
"Interest Income (Expense), Net Non-Operating",-,785,1390,192
Gain (Loss) on Sale of Assets,1964,1110,19,-2
"Other, Net",-3692,-2179,248,326
Net Income Before Taxes,11413,10176,12227,10108
Provision for Income Taxes,3498,3451,3808,3488
Net Income After Taxes,7915,6725,8419,6620
Minority Interest,174,158,-19,-16
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7899,6706,8400,6604
Total Extraordinary Items,-,-,-,-
Net Income,7899,6706,8400,6604
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,7899,6706,8399,6603
Dilution Adjustment,-0.587,-0.779,-,-
Diluted Net Income,7899.59,6706.78,8399,6603
Diluted Weighted Average Shares,75.06,78.4,81.43,81.37
Diluted EPS Excluding Extraordinary Items,105.25,85.55,103.15,81.15
DPS - Common Stock Primary Issue,42,40,40,25
Diluted Normalized EPS,81.98,72.15,107.93,91.63
