Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,21298,20861,21421.44,22687.9
"Revenue 21298 20861.41 21421.44 22687.9  Other Revenue, Total - - - -","Revenue 21298 20861.41 21421.44 22687.9  Other Revenue, Total - - - -","Revenue 21298 20861.41 21421.44 22687.9  Other Revenue, Total - - - -","Revenue 21298 20861.41 21421.44 22687.9  Other Revenue, Total - - - -","Revenue 21298 20861.41 21421.44 22687.9  Other Revenue, Total - - - -"
Revenue,21298,20861.41,21421.44,22687.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12658,12064.33,12200.42,13123.67
Gross Profit,8640,8797.08,9221.02,9564.23
Total Operating Expenses,20578,20079.96,20346.19,21831.37
"Selling/General/Admin. Expenses, Total 7704 7668.97 7795.94 8339.05  Research & Development 21 21.9 19.22 22.75  Depreciation / Amortization 525 320.91 308.29 301.86  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 3.85 22.31 44.04  Other Operating Expenses, Total -311 - - -","Selling/General/Admin. Expenses, Total 7704 7668.97 7795.94 8339.05  Research & Development 21 21.9 19.22 22.75  Depreciation / Amortization 525 320.91 308.29 301.86  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 3.85 22.31 44.04  Other Operating Expenses, Total -311 - - -","Selling/General/Admin. Expenses, Total 7704 7668.97 7795.94 8339.05  Research & Development 21 21.9 19.22 22.75  Depreciation / Amortization 525 320.91 308.29 301.86  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 3.85 22.31 44.04  Other Operating Expenses, Total -311 - - -","Selling/General/Admin. Expenses, Total 7704 7668.97 7795.94 8339.05  Research & Development 21 21.9 19.22 22.75  Depreciation / Amortization 525 320.91 308.29 301.86  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 3.85 22.31 44.04  Other Operating Expenses, Total -311 - - -","Selling/General/Admin. Expenses, Total 7704 7668.97 7795.94 8339.05  Research & Development 21 21.9 19.22 22.75  Depreciation / Amortization 525 320.91 308.29 301.86  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 3.85 22.31 44.04  Other Operating Expenses, Total -311 - - -"
"Selling/General/Admin. Expenses, Total",7704,7668.97,7795.94,8339.05
Research & Development,21,21.9,19.22,22.75
Depreciation / Amortization,525,320.91,308.29,301.86
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,3.85,22.31,44.04
"Other Operating Expenses, Total",-311,-,-,-
Operating Income,720,781.45,1075.25,856.53
"Interest Income (Expense), Net Non-Operating",-,18.24,5.72,1.64
Gain (Loss) on Sale of Assets,15,14.13,8.69,13.89
"Other, Net",-46,11.15,31.27,6.04
Net Income Before Taxes,751,824.97,1120.94,878.1
Provision for Income Taxes,382,291.63,367.36,292.44
Net Income After Taxes,369,533.33,753.58,585.66
Minority Interest,67,-1.56,-2.65,-2.6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,367,531.77,750.93,583.05
Total Extraordinary Items,-,-,-,-
Net Income,367,531.77,750.93,583.05
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,367,531.77,750.93,583.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,367,531.77,750.93,583.05
Diluted Weighted Average Shares,8.97,8.95,8.92,9.33
Diluted EPS Excluding Extraordinary Items,40.92,59.44,84.16,62.51
DPS - Common Stock Primary Issue,10,10,10,10
Diluted Normalized EPS,51.13,58.7,85.18,64.66
