Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,2731,-,4504.91,3386.01
"Revenue 2731 - 4504.91 3386.01  Other Revenue, Total - - - -","Revenue 2731 - 4504.91 3386.01  Other Revenue, Total - - - -","Revenue 2731 - 4504.91 3386.01  Other Revenue, Total - - - -","Revenue 2731 - 4504.91 3386.01  Other Revenue, Total - - - -","Revenue 2731 - 4504.91 3386.01  Other Revenue, Total - - - -"
Revenue,2731,-,4504.91,3386.01
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",802,-,749.73,615.41
Gross Profit,1929,-,3755.18,2770.6
Total Operating Expenses,2771,-,4398.07,4174.74
"Selling/General/Admin. Expenses, Total 1963 - 3642.92 3557.34  Research & Development - - - -  Depreciation / Amortization 6 - 4.93 2  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 0.48 -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 1963 - 3642.92 3557.34  Research & Development - - - -  Depreciation / Amortization 6 - 4.93 2  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 0.48 -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 1963 - 3642.92 3557.34  Research & Development - - - -  Depreciation / Amortization 6 - 4.93 2  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 0.48 -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 1963 - 3642.92 3557.34  Research & Development - - - -  Depreciation / Amortization 6 - 4.93 2  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 0.48 -  Other Operating Expenses, Total 4 - - -","Selling/General/Admin. Expenses, Total 1963 - 3642.92 3557.34  Research & Development - - - -  Depreciation / Amortization 6 - 4.93 2  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 0.48 -  Other Operating Expenses, Total 4 - - -"
"Selling/General/Admin. Expenses, Total",1963,-,3642.92,3557.34
Research & Development,-,-,-,-
Depreciation / Amortization,6,-,4.93,2
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,-,0.48,-
"Other Operating Expenses, Total",4,-,-,-
Operating Income,-40,-,106.85,-788.74
"Interest Income (Expense), Net Non-Operating",-,-2.87,-1.97,-3.33
Gain (Loss) on Sale of Assets,-,-,3.45,-
"Other, Net",-18,-,0.28,-1.93
Net Income Before Taxes,-22,-,108.61,-794
Provision for Income Taxes,35,-,9.97,0.53
Net Income After Taxes,-57,-,98.64,-794.53
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-57,-,98.64,-794.53
Total Extraordinary Items,-,-,-,-
Net Income,-57,-,98.64,-794.53
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,-57,-,98.64,-794.53
Dilution Adjustment,-,-,-,-
Diluted Net Income,-57,-,98.64,-794.53
Diluted Weighted Average Shares,3,-,2.92,2.92
Diluted EPS Excluding Extraordinary Items,-18.98,-,33.72,-271.65
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-4.58,-,32.8,-271.65
