Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,44018,42660,43693.33,40466.03
"Revenue 44018 42660 43693.33 40466.03  Other Revenue, Total - - - -","Revenue 44018 42660 43693.33 40466.03  Other Revenue, Total - - - -","Revenue 44018 42660 43693.33 40466.03  Other Revenue, Total - - - -","Revenue 44018 42660 43693.33 40466.03  Other Revenue, Total - - - -","Revenue 44018 42660 43693.33 40466.03  Other Revenue, Total - - - -"
Revenue,44018,42660,43693.33,40466.03
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",34408,33204,34115.48,31522.16
Gross Profit,9610,9456,9577.85,8943.87
Total Operating Expenses,42243,41064,42999.14,38937.92
"Selling/General/Admin. Expenses, Total 7835 7788 7079.16 6656.94  Research & Development 261 293 309.13 447.66  Depreciation / Amortization 918 950 72.26 72.26  Interest Expense (Income) - Net Operating -5 -11 - -  Unusual Expense (Income) - 190.2 1423.1 238.9  Other Operating Expenses, Total -1102 -1160 - -","Selling/General/Admin. Expenses, Total 7835 7788 7079.16 6656.94  Research & Development 261 293 309.13 447.66  Depreciation / Amortization 918 950 72.26 72.26  Interest Expense (Income) - Net Operating -5 -11 - -  Unusual Expense (Income) - 190.2 1423.1 238.9  Other Operating Expenses, Total -1102 -1160 - -","Selling/General/Admin. Expenses, Total 7835 7788 7079.16 6656.94  Research & Development 261 293 309.13 447.66  Depreciation / Amortization 918 950 72.26 72.26  Interest Expense (Income) - Net Operating -5 -11 - -  Unusual Expense (Income) - 190.2 1423.1 238.9  Other Operating Expenses, Total -1102 -1160 - -","Selling/General/Admin. Expenses, Total 7835 7788 7079.16 6656.94  Research & Development 261 293 309.13 447.66  Depreciation / Amortization 918 950 72.26 72.26  Interest Expense (Income) - Net Operating -5 -11 - -  Unusual Expense (Income) - 190.2 1423.1 238.9  Other Operating Expenses, Total -1102 -1160 - -","Selling/General/Admin. Expenses, Total 7835 7788 7079.16 6656.94  Research & Development 261 293 309.13 447.66  Depreciation / Amortization 918 950 72.26 72.26  Interest Expense (Income) - Net Operating -5 -11 - -  Unusual Expense (Income) - 190.2 1423.1 238.9  Other Operating Expenses, Total -1102 -1160 - -"
"Selling/General/Admin. Expenses, Total",7835,7788,7079.16,6656.94
Research & Development,261,293,309.13,447.66
Depreciation / Amortization,918,950,72.26,72.26
Interest Expense (Income) - Net Operating,-5,-11,-,-
Unusual Expense (Income),-,190.2,1423.1,238.9
"Other Operating Expenses, Total",-1102,-1160,-,-
Operating Income,1775,1596,694.19,1528.11
"Interest Income (Expense), Net Non-Operating",-,367.34,218.82,100.76
Gain (Loss) on Sale of Assets,-32,288,-0.92,-
"Other, Net",1950,-712,89.38,2.54
Net Income Before Taxes,-143,2020,1001.47,1631.41
Provision for Income Taxes,4,619,697.54,540.86
Net Income After Taxes,-147,1401,303.93,1090.55
Minority Interest,-,0.76,0.81,1.11
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-147,1401,304.75,1091.66
Total Extraordinary Items,-,-,-,-
Net Income,-147,1401,304.75,1091.66
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-147,1401,304.75,1091.66
Dilution Adjustment,-,-,-,-
Diluted Net Income,-147,1401,304.75,1091.66
Diluted Weighted Average Shares,30.17,26.14,25.56,25.56
Diluted EPS Excluding Extraordinary Items,-4.87,53.59,11.92,42.71
DPS - Common Stock Primary Issue,26,24,24,24
Diluted Normalized EPS,37.53,42.29,50.97,51.79
