Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,61476,59861,54516,58171
"Revenue 61476 59861 54516 58171  Other Revenue, Total - - - -","Revenue 61476 59861 54516 58171  Other Revenue, Total - - - -","Revenue 61476 59861 54516 58171  Other Revenue, Total - - - -","Revenue 61476 59861 54516 58171  Other Revenue, Total - - - -","Revenue 61476 59861 54516 58171  Other Revenue, Total - - - -"
Revenue,61476,59861,54516,58171
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",50197,47475,41301,44367
Gross Profit,11279,12386,13215,13804
Total Operating Expenses,59774,57141,51012,54393
"Selling/General/Admin. Expenses, Total 9577 7693 7696 8024  Research & Development - 1350 1560 1548  Depreciation / Amortization 1993 458 426 449  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - 165 28 3  Other Operating Expenses, Total -1481 - 1 2","Selling/General/Admin. Expenses, Total 9577 7693 7696 8024  Research & Development - 1350 1560 1548  Depreciation / Amortization 1993 458 426 449  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - 165 28 3  Other Operating Expenses, Total -1481 - 1 2","Selling/General/Admin. Expenses, Total 9577 7693 7696 8024  Research & Development - 1350 1560 1548  Depreciation / Amortization 1993 458 426 449  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - 165 28 3  Other Operating Expenses, Total -1481 - 1 2","Selling/General/Admin. Expenses, Total 9577 7693 7696 8024  Research & Development - 1350 1560 1548  Depreciation / Amortization 1993 458 426 449  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - 165 28 3  Other Operating Expenses, Total -1481 - 1 2","Selling/General/Admin. Expenses, Total 9577 7693 7696 8024  Research & Development - 1350 1560 1548  Depreciation / Amortization 1993 458 426 449  Interest Expense (Income) - Net Operating -8 - - -  Unusual Expense (Income) - 165 28 3  Other Operating Expenses, Total -1481 - 1 2"
"Selling/General/Admin. Expenses, Total",9577,7693,7696,8024
Research & Development,-,1350,1560,1548
Depreciation / Amortization,1993,458,426,449
Interest Expense (Income) - Net Operating,-8,-,-,-
Unusual Expense (Income),-,165,28,3
"Other Operating Expenses, Total",-1481,-,1,2
Operating Income,1702,2720,3504,3778
"Interest Income (Expense), Net Non-Operating",-,143,21,112
Gain (Loss) on Sale of Assets,-400,240,17,-
"Other, Net",772,86,76,130
Net Income Before Taxes,1330,3189,3618,4020
Provision for Income Taxes,363,858,972,1279
Net Income After Taxes,967,2331,2646,2741
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,967,2331,2646,2741
Total Extraordinary Items,-,-,-,-
Net Income,967,2331,2646,2741
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,967,2330,2645,2740
Dilution Adjustment,-,-,-,-
Diluted Net Income,967,2330,2645,2740
Diluted Weighted Average Shares,61.78,61.78,61.78,61.78
Diluted EPS Excluding Extraordinary Items,15.65,37.71,42.81,44.35
DPS - Common Stock Primary Issue,9,18,18,18
Diluted Normalized EPS,18.85,36.83,42.94,44.38
