Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9088,6557,3333,3079.99
"Revenue 9088 6557 3333 3079.99  Other Revenue, Total - - - -","Revenue 9088 6557 3333 3079.99  Other Revenue, Total - - - -","Revenue 9088 6557 3333 3079.99  Other Revenue, Total - - - -","Revenue 9088 6557 3333 3079.99  Other Revenue, Total - - - -","Revenue 9088 6557 3333 3079.99  Other Revenue, Total - - - -"
Revenue,9088,6557,3333,3079.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,4627,1881,1787.67
Gross Profit,2620,1930,1452,1292.31
Total Operating Expenses,-,5964,2875,2852.61
"Selling/General/Admin. Expenses, Total 1609 1337 994 1042.6  Research & Development - - - -  Depreciation / Amortization 35 24 53 22.52  Interest Expense (Income) - Net Operating -6 -7 -5 -  Unusual Expense (Income) - -0.03 -0.14 -0.19  Other Operating Expenses, Total -29 -17 -48 -","Selling/General/Admin. Expenses, Total 1609 1337 994 1042.6  Research & Development - - - -  Depreciation / Amortization 35 24 53 22.52  Interest Expense (Income) - Net Operating -6 -7 -5 -  Unusual Expense (Income) - -0.03 -0.14 -0.19  Other Operating Expenses, Total -29 -17 -48 -","Selling/General/Admin. Expenses, Total 1609 1337 994 1042.6  Research & Development - - - -  Depreciation / Amortization 35 24 53 22.52  Interest Expense (Income) - Net Operating -6 -7 -5 -  Unusual Expense (Income) - -0.03 -0.14 -0.19  Other Operating Expenses, Total -29 -17 -48 -","Selling/General/Admin. Expenses, Total 1609 1337 994 1042.6  Research & Development - - - -  Depreciation / Amortization 35 24 53 22.52  Interest Expense (Income) - Net Operating -6 -7 -5 -  Unusual Expense (Income) - -0.03 -0.14 -0.19  Other Operating Expenses, Total -29 -17 -48 -","Selling/General/Admin. Expenses, Total 1609 1337 994 1042.6  Research & Development - - - -  Depreciation / Amortization 35 24 53 22.52  Interest Expense (Income) - Net Operating -6 -7 -5 -  Unusual Expense (Income) - -0.03 -0.14 -0.19  Other Operating Expenses, Total -29 -17 -48 -"
"Selling/General/Admin. Expenses, Total",1609,1337,994,1042.6
Research & Development,-,-,-,-
Depreciation / Amortization,35,24,53,22.52
Interest Expense (Income) - Net Operating,-6,-7,-5,-
Unusual Expense (Income),-,-0.03,-0.14,-0.19
"Other Operating Expenses, Total",-29,-17,-48,-
Operating Income,1011,593,458,227.38
"Interest Income (Expense), Net Non-Operating",-,-7.24,-5.54,-3.71
Gain (Loss) on Sale of Assets,-,-,-,232.46
"Other, Net",39,2,-2,0.61
Net Income Before Taxes,972,591,460,456.74
Provision for Income Taxes,264,192,149,132.64
Net Income After Taxes,708,399,311,324.09
Minority Interest,-,-,-,7.03
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,708,399,311,331.12
Total Extraordinary Items,-,-,-,-
Net Income,708,399,311,331.12
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,708,399,311,331.12
Dilution Adjustment,-0.812,-0.734,-0.63,-
Diluted Net Income,708.81,399.73,311.63,331.12
Diluted Weighted Average Shares,7.65,7.46,7.46,7.62
Diluted EPS Excluding Extraordinary Items,92.71,53.56,41.75,43.43
DPS - Common Stock Primary Issue,22,16,15,14
Diluted Normalized EPS,83.46,49.49,38.52,25.8
