Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,408880,340997,446609,471967
"Revenue 408880 340997 446609 471967  Other Revenue, Total - - - -","Revenue 408880 340997 446609 471967  Other Revenue, Total - - - -","Revenue 408880 340997 446609 471967  Other Revenue, Total - - - -","Revenue 408880 340997 446609 471967  Other Revenue, Total - - - -","Revenue 408880 340997 446609 471967  Other Revenue, Total - - - -"
Revenue,408880,340997,446609,471967
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",265792,214937,313200,331228
Gross Profit,143088,126060,133409,140739
Total Operating Expenses,374633,297400,419966,439083
"Selling/General/Admin. Expenses, Total 109255 87330 74659 98545  Research & Development - 21839 23406 -  Depreciation / Amortization 28425 22482 29477 5798  Interest Expense (Income) - Net Operating -3047 -1655 -1743 -64  Unusual Expense (Income) - -4092 3666 2225  Other Operating Expenses, Total 2633 -3212 -19033 1351","Selling/General/Admin. Expenses, Total 109255 87330 74659 98545  Research & Development - 21839 23406 -  Depreciation / Amortization 28425 22482 29477 5798  Interest Expense (Income) - Net Operating -3047 -1655 -1743 -64  Unusual Expense (Income) - -4092 3666 2225  Other Operating Expenses, Total 2633 -3212 -19033 1351","Selling/General/Admin. Expenses, Total 109255 87330 74659 98545  Research & Development - 21839 23406 -  Depreciation / Amortization 28425 22482 29477 5798  Interest Expense (Income) - Net Operating -3047 -1655 -1743 -64  Unusual Expense (Income) - -4092 3666 2225  Other Operating Expenses, Total 2633 -3212 -19033 1351","Selling/General/Admin. Expenses, Total 109255 87330 74659 98545  Research & Development - 21839 23406 -  Depreciation / Amortization 28425 22482 29477 5798  Interest Expense (Income) - Net Operating -3047 -1655 -1743 -64  Unusual Expense (Income) - -4092 3666 2225  Other Operating Expenses, Total 2633 -3212 -19033 1351","Selling/General/Admin. Expenses, Total 109255 87330 74659 98545  Research & Development - 21839 23406 -  Depreciation / Amortization 28425 22482 29477 5798  Interest Expense (Income) - Net Operating -3047 -1655 -1743 -64  Unusual Expense (Income) - -4092 3666 2225  Other Operating Expenses, Total 2633 -3212 -19033 1351"
"Selling/General/Admin. Expenses, Total",109255,87330,74659,98545
Research & Development,-,21839,23406,-
Depreciation / Amortization,28425,22482,29477,5798
Interest Expense (Income) - Net Operating,-3047,-1655,-1743,-64
Unusual Expense (Income),-,-4092,3666,2225
"Other Operating Expenses, Total",2633,-3212,-19033,1351
Operating Income,34247,43597,26643,32884
"Interest Income (Expense), Net Non-Operating",-,1760,-931,104
Gain (Loss) on Sale of Assets,3429,7383,-227,-
"Other, Net",973,-1923,89300,-359
Net Income Before Taxes,29845,45520,-62430,32629
Provision for Income Taxes,13427,8370,-7900,6859
Net Income After Taxes,16418,37150,-54530,25770
Minority Interest,25409,38728,36741,-3418
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,15784,35014,-55155,22352
Total Extraordinary Items,-,2289,-,252
Net Income,15784,37303,-55155,22604
Total Adjustments to Net Income,-,-2289,-,-
Income Available to Common Excluding Extraordinary Items,15784,35014,-55155,22352
Dilution Adjustment,-,2289,0.36,-
Diluted Net Income,15784,35014,-55155.36,22604
Diluted Weighted Average Shares,208.89,215.02,214.84,216.95
Diluted EPS Excluding Extraordinary Items,75.56,162.84,-256.73,103.03
DPS - Common Stock Primary Issue,70,70,60,60
Diluted Normalized EPS,101.11,122.38,60.56,111.13
