Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,20503,21445,16228,19621
"Revenue 20503 21445 16228 19621  Other Revenue, Total - - - -","Revenue 20503 21445 16228 19621  Other Revenue, Total - - - -","Revenue 20503 21445 16228 19621  Other Revenue, Total - - - -","Revenue 20503 21445 16228 19621  Other Revenue, Total - - - -","Revenue 20503 21445 16228 19621  Other Revenue, Total - - - -"
Revenue,20503,21445,16228,19621
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15125,16326,12534,13613
Gross Profit,5378,5119,3694,6008
Total Operating Expenses,22634,23686,21466,25372
"Selling/General/Admin. Expenses, Total 7509 6900 5873 5989  Research & Development - 460 413 479  Depreciation / Amortization 448 433 - -  Interest Expense (Income) - Net Operating -8 -11 - -  Unusual Expense (Income) - 7 2645 5290  Other Operating Expenses, Total -440 -422 1 1","Selling/General/Admin. Expenses, Total 7509 6900 5873 5989  Research & Development - 460 413 479  Depreciation / Amortization 448 433 - -  Interest Expense (Income) - Net Operating -8 -11 - -  Unusual Expense (Income) - 7 2645 5290  Other Operating Expenses, Total -440 -422 1 1","Selling/General/Admin. Expenses, Total 7509 6900 5873 5989  Research & Development - 460 413 479  Depreciation / Amortization 448 433 - -  Interest Expense (Income) - Net Operating -8 -11 - -  Unusual Expense (Income) - 7 2645 5290  Other Operating Expenses, Total -440 -422 1 1","Selling/General/Admin. Expenses, Total 7509 6900 5873 5989  Research & Development - 460 413 479  Depreciation / Amortization 448 433 - -  Interest Expense (Income) - Net Operating -8 -11 - -  Unusual Expense (Income) - 7 2645 5290  Other Operating Expenses, Total -440 -422 1 1","Selling/General/Admin. Expenses, Total 7509 6900 5873 5989  Research & Development - 460 413 479  Depreciation / Amortization 448 433 - -  Interest Expense (Income) - Net Operating -8 -11 - -  Unusual Expense (Income) - 7 2645 5290  Other Operating Expenses, Total -440 -422 1 1"
"Selling/General/Admin. Expenses, Total",7509,6900,5873,5989
Research & Development,-,460,413,479
Depreciation / Amortization,448,433,-,-
Interest Expense (Income) - Net Operating,-8,-11,-,-
Unusual Expense (Income),-,7,2645,5290
"Other Operating Expenses, Total",-440,-422,1,1
Operating Income,-2131,-2241,-5238,-5751
"Interest Income (Expense), Net Non-Operating",-,320,894,194
Gain (Loss) on Sale of Assets,490,91,-,-
"Other, Net",-1449,-537,367,62
Net Income Before Taxes,-1172,-1795,-3977,-5495
Provision for Income Taxes,43,28,-150,426
Net Income After Taxes,-1215,-1823,-3827,-5921
Minority Interest,-,-4,-,-11
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1215,-1827,-3827,-5932
Total Extraordinary Items,-,-,-,-
Net Income,-1215,-1827,-3827,-5932
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,-1215,-1827,-3826,-5933
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1215,-1827,-3826,-5933
Diluted Weighted Average Shares,16.02,16.03,16.03,16.03
Diluted EPS Excluding Extraordinary Items,-75.82,-114,-238.69,-370.07
DPS - Common Stock Primary Issue,-,-,-,15
Diluted Normalized EPS,-61.74,-70.64,-130.69,-155.6
