Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9456281,6686761,4556620,6045850
"Revenue 9456281 6686761 4556620 6045850  Other Revenue, Total - - - -","Revenue 9456281 6686761 4556620 6045850  Other Revenue, Total - - - -","Revenue 9456281 6686761 4556620 6045850  Other Revenue, Total - - - -","Revenue 9456281 6686761 4556620 6045850  Other Revenue, Total - - - -","Revenue 9456281 6686761 4556620 6045850  Other Revenue, Total - - - -"
Revenue,9456281,6686761,4556620,6045850
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8662257,5802585,3997591,5632657
Gross Profit,794024,884176,559029,413193
Total Operating Expenses,9173838,6252307,4472367,6055250
"Selling/General/Admin. Expenses, Total 511581 449722 398497 397617  Research & Development - 26016 20468 19436  Depreciation / Amortization 104449 104767 - -  Interest Expense (Income) - Net Operating -15289 -11207 - -  Unusual Expense (Income) - 86627 55809 5540  Other Operating Expenses, Total -59071 -119576 2 -","Selling/General/Admin. Expenses, Total 511581 449722 398497 397617  Research & Development - 26016 20468 19436  Depreciation / Amortization 104449 104767 - -  Interest Expense (Income) - Net Operating -15289 -11207 - -  Unusual Expense (Income) - 86627 55809 5540  Other Operating Expenses, Total -59071 -119576 2 -","Selling/General/Admin. Expenses, Total 511581 449722 398497 397617  Research & Development - 26016 20468 19436  Depreciation / Amortization 104449 104767 - -  Interest Expense (Income) - Net Operating -15289 -11207 - -  Unusual Expense (Income) - 86627 55809 5540  Other Operating Expenses, Total -59071 -119576 2 -","Selling/General/Admin. Expenses, Total 511581 449722 398497 397617  Research & Development - 26016 20468 19436  Depreciation / Amortization 104449 104767 - -  Interest Expense (Income) - Net Operating -15289 -11207 - -  Unusual Expense (Income) - 86627 55809 5540  Other Operating Expenses, Total -59071 -119576 2 -","Selling/General/Admin. Expenses, Total 511581 449722 398497 397617  Research & Development - 26016 20468 19436  Depreciation / Amortization 104449 104767 - -  Interest Expense (Income) - Net Operating -15289 -11207 - -  Unusual Expense (Income) - 86627 55809 5540  Other Operating Expenses, Total -59071 -119576 2 -"
"Selling/General/Admin. Expenses, Total",511581,449722,398497,397617
Research & Development,-,26016,20468,19436
Depreciation / Amortization,104449,104767,-,-
Interest Expense (Income) - Net Operating,-15289,-11207,-,-
Unusual Expense (Income),-,86627,55809,5540
"Other Operating Expenses, Total",-59071,-119576,2,-
Operating Income,282443,434454,84253,-9400
"Interest Income (Expense), Net Non-Operating",-,23577,-37540,-17960
Gain (Loss) on Sale of Assets,59252,15205,11960,1786
"Other, Net",-125080,31188,5909,8348
Net Income Before Taxes,348271,388061,64582,-17226
Provision for Income Taxes,97493,111258,29343,3560
Net Income After Taxes,250778,276803,35239,-20786
Minority Interest,14781,24410,-319,-2149
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,253646,279498,34920,-22935
Total Extraordinary Items,-,-,-,-
Net Income,253646,279498,34920,-22935
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,253646,279498,34920,-22935
Dilution Adjustment,-,-,-,-
Diluted Net Income,253646,279498,34920,-22935
Diluted Weighted Average Shares,297.23,297.29,297.27,300.56
Diluted EPS Excluding Extraordinary Items,853.37,940.15,117.47,-76.31
DPS - Common Stock Primary Issue,120,120,120,160
Diluted Normalized EPS,685.74,974.61,230.35,-36
