Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5881,5643,6081.69,6889.48
"Revenue 5881 5643.65 6081.69 6889.48  Other Revenue, Total - - - -","Revenue 5881 5643.65 6081.69 6889.48  Other Revenue, Total - - - -","Revenue 5881 5643.65 6081.69 6889.48  Other Revenue, Total - - - -","Revenue 5881 5643.65 6081.69 6889.48  Other Revenue, Total - - - -","Revenue 5881 5643.65 6081.69 6889.48  Other Revenue, Total - - - -"
Revenue,5881,5643.65,6081.69,6889.48
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4365,4006.68,4552.02,5051.98
Gross Profit,1516,1636.96,1529.67,1837.5
Total Operating Expenses,5263,4859.69,5390.76,5915.93
"Selling/General/Admin. Expenses, Total 582 619.2 638.1 664.95  Research & Development 248 221 177.33 186.32  Depreciation / Amortization 290 14.2 16.4 7.15  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -1.39 6.92 5.54  Other Operating Expenses, Total -219 - - -","Selling/General/Admin. Expenses, Total 582 619.2 638.1 664.95  Research & Development 248 221 177.33 186.32  Depreciation / Amortization 290 14.2 16.4 7.15  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -1.39 6.92 5.54  Other Operating Expenses, Total -219 - - -","Selling/General/Admin. Expenses, Total 582 619.2 638.1 664.95  Research & Development 248 221 177.33 186.32  Depreciation / Amortization 290 14.2 16.4 7.15  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -1.39 6.92 5.54  Other Operating Expenses, Total -219 - - -","Selling/General/Admin. Expenses, Total 582 619.2 638.1 664.95  Research & Development 248 221 177.33 186.32  Depreciation / Amortization 290 14.2 16.4 7.15  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -1.39 6.92 5.54  Other Operating Expenses, Total -219 - - -","Selling/General/Admin. Expenses, Total 582 619.2 638.1 664.95  Research & Development 248 221 177.33 186.32  Depreciation / Amortization 290 14.2 16.4 7.15  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - -1.39 6.92 5.54  Other Operating Expenses, Total -219 - - -"
"Selling/General/Admin. Expenses, Total",582,619.2,638.1,664.95
Research & Development,248,221,177.33,186.32
Depreciation / Amortization,290,14.2,16.4,7.15
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,-1.39,6.92,5.54
"Other Operating Expenses, Total",-219,-,-,-
Operating Income,618,783.96,690.93,973.55
"Interest Income (Expense), Net Non-Operating",-,76.28,70.78,63.91
Gain (Loss) on Sale of Assets,-42,-1.18,-0.62,-
"Other, Net",273,19.79,24.89,40.2
Net Income Before Taxes,387,878.85,785.98,1077.66
Provision for Income Taxes,3,150.91,493.39,-777.84
Net Income After Taxes,384,727.94,292.59,1855.5
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,384,727.94,292.59,1855.5
Total Extraordinary Items,-,-,-,-
Net Income,384,727.94,292.59,1855.5
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,384,727.94,292.59,1855.5
Dilution Adjustment,-,-,-,-
Diluted Net Income,384,727.94,292.59,1855.5
Diluted Weighted Average Shares,4.19,6.3,6.3,6.29
Diluted EPS Excluding Extraordinary Items,91.56,115.51,46.45,295
DPS - Common Stock Primary Issue,-,35,30,30
Diluted Normalized EPS,113.85,115.48,47.23,295.57
