Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,5968,5930,5144.04,4432.25
"Revenue 5968 5930.78 5144.04 4432.25  Other Revenue, Total - - - -","Revenue 5968 5930.78 5144.04 4432.25  Other Revenue, Total - - - -","Revenue 5968 5930.78 5144.04 4432.25  Other Revenue, Total - - - -","Revenue 5968 5930.78 5144.04 4432.25  Other Revenue, Total - - - -","Revenue 5968 5930.78 5144.04 4432.25  Other Revenue, Total - - - -"
Revenue,5968,5930.78,5144.04,4432.25
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4116,3912.98,3363.35,2793.72
Gross Profit,1852,2017.8,1780.69,1638.53
Total Operating Expenses,5524,5406.3,4817.05,4148.67
"Selling/General/Admin. Expenses, Total 1408 1492.33 1457.36 1310.88  Research & Development - - - -  Depreciation / Amortization 202 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 0.98 -3.66 44.07  Other Operating Expenses, Total -200 - - -","Selling/General/Admin. Expenses, Total 1408 1492.33 1457.36 1310.88  Research & Development - - - -  Depreciation / Amortization 202 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 0.98 -3.66 44.07  Other Operating Expenses, Total -200 - - -","Selling/General/Admin. Expenses, Total 1408 1492.33 1457.36 1310.88  Research & Development - - - -  Depreciation / Amortization 202 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 0.98 -3.66 44.07  Other Operating Expenses, Total -200 - - -","Selling/General/Admin. Expenses, Total 1408 1492.33 1457.36 1310.88  Research & Development - - - -  Depreciation / Amortization 202 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 0.98 -3.66 44.07  Other Operating Expenses, Total -200 - - -","Selling/General/Admin. Expenses, Total 1408 1492.33 1457.36 1310.88  Research & Development - - - -  Depreciation / Amortization 202 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 0.98 -3.66 44.07  Other Operating Expenses, Total -200 - - -"
"Selling/General/Admin. Expenses, Total",1408,1492.33,1457.36,1310.88
Research & Development,-,-,-,-
Depreciation / Amortization,202,-,-,-
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,0.98,-3.66,44.07
"Other Operating Expenses, Total",-200,-,-,-
Operating Income,444,524.48,326.99,283.58
"Interest Income (Expense), Net Non-Operating",-,0.36,-2.39,-0.51
Gain (Loss) on Sale of Assets,-,-,-1.62,-
"Other, Net",3,1.18,3.43,5.93
Net Income Before Taxes,441,526.02,326.4,289
Provision for Income Taxes,134,152.6,104.95,114.51
Net Income After Taxes,307,373.42,221.45,174.49
Minority Interest,85,-26.56,-6.81,-1.95
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,288,346.86,214.64,172.53
Total Extraordinary Items,-,-,-,-
Net Income,288,346.86,214.64,172.53
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,288,346.86,214.64,172.53
Dilution Adjustment,-0.112,-,-,-
Diluted Net Income,288.11,346.86,214.64,172.53
Diluted Weighted Average Shares,3.33,3.37,3.41,3.34
Diluted EPS Excluding Extraordinary Items,86.61,103.05,62.97,51.71
DPS - Common Stock Primary Issue,18,-,-,-
Diluted Normalized EPS,77.14,104.19,75.47,64.54
