Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,53479,50356,45752.21,40202.39
"Revenue 53479 50356 45752.21 40202.39  Other Revenue, Total - - - -","Revenue 53479 50356 45752.21 40202.39  Other Revenue, Total - - - -","Revenue 53479 50356 45752.21 40202.39  Other Revenue, Total - - - -","Revenue 53479 50356 45752.21 40202.39  Other Revenue, Total - - - -","Revenue 53479 50356 45752.21 40202.39  Other Revenue, Total - - - -"
Revenue,53479,50356,45752.21,40202.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43495,41125,37727.93,33287.97
Gross Profit,9984,9231,8024.28,6914.42
Total Operating Expenses,50065,47315,42930.45,37933.4
"Selling/General/Admin. Expenses, Total 6570 6091 5187.43 4645.42  Research & Development - - - -  Depreciation / Amortization 624 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 98 15.08 -  Other Operating Expenses, Total -615 1 - -","Selling/General/Admin. Expenses, Total 6570 6091 5187.43 4645.42  Research & Development - - - -  Depreciation / Amortization 624 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 98 15.08 -  Other Operating Expenses, Total -615 1 - -","Selling/General/Admin. Expenses, Total 6570 6091 5187.43 4645.42  Research & Development - - - -  Depreciation / Amortization 624 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 98 15.08 -  Other Operating Expenses, Total -615 1 - -","Selling/General/Admin. Expenses, Total 6570 6091 5187.43 4645.42  Research & Development - - - -  Depreciation / Amortization 624 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 98 15.08 -  Other Operating Expenses, Total -615 1 - -","Selling/General/Admin. Expenses, Total 6570 6091 5187.43 4645.42  Research & Development - - - -  Depreciation / Amortization 624 - - -  Interest Expense (Income) - Net Operating -9 - - -  Unusual Expense (Income) - 98 15.08 -  Other Operating Expenses, Total -615 1 - -"
"Selling/General/Admin. Expenses, Total",6570,6091,5187.43,4645.42
Research & Development,-,-,-,-
Depreciation / Amortization,624,-,-,-
Interest Expense (Income) - Net Operating,-9,-,-,-
Unusual Expense (Income),-,98,15.08,-
"Other Operating Expenses, Total",-615,1,-,-
Operating Income,3414,3041,2821.76,2268.99
"Interest Income (Expense), Net Non-Operating",-,35,57.53,63.95
Gain (Loss) on Sale of Assets,-122,-,46.77,-
"Other, Net",279,5,-5.38,6.01
Net Income Before Taxes,3257,3081,2920.69,2338.95
Provision for Income Taxes,894,1097,995.94,755.76
Net Income After Taxes,2363,1984,1924.75,1583.2
Minority Interest,209,-4,-9.08,-23.93
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2348,1980,1915.66,1559.26
Total Extraordinary Items,-,-,-,-
Net Income,2348,1980,1915.66,1559.26
Total Adjustments to Net Income,-,-2,-0,-
Income Available to Common Excluding Extraordinary Items,2348,1978,1915.66,1559.26
Dilution Adjustment,-,-,-,-
Diluted Net Income,2348,1978,1915.66,1559.26
Diluted Weighted Average Shares,10.79,10.78,10.08,9.79
Diluted EPS Excluding Extraordinary Items,217.64,183.4,190.09,159.35
DPS - Common Stock Primary Issue,-,29,28,27
Diluted Normalized EPS,206.3,203.26,195.73,164.15
