Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5004,5390,4991.17,3173.89
"Revenue 5004 5390.86 4991.17 3173.89  Other Revenue, Total - - - -","Revenue 5004 5390.86 4991.17 3173.89  Other Revenue, Total - - - -","Revenue 5004 5390.86 4991.17 3173.89  Other Revenue, Total - - - -","Revenue 5004 5390.86 4991.17 3173.89  Other Revenue, Total - - - -","Revenue 5004 5390.86 4991.17 3173.89  Other Revenue, Total - - - -"
Revenue,5004,5390.86,4991.17,3173.89
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3264,3562.03,3222.63,2079.38
Gross Profit,1740,1828.83,1768.54,1094.52
Total Operating Expenses,4873,5191.82,4733.55,3206.68
"Selling/General/Admin. Expenses, Total - 1629.28 1509.85 1126.66  Research & Development - - - -  Depreciation / Amortization 21 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 0.51 1.07 0.65  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total - 1629.28 1509.85 1126.66  Research & Development - - - -  Depreciation / Amortization 21 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 0.51 1.07 0.65  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total - 1629.28 1509.85 1126.66  Research & Development - - - -  Depreciation / Amortization 21 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 0.51 1.07 0.65  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total - 1629.28 1509.85 1126.66  Research & Development - - - -  Depreciation / Amortization 21 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 0.51 1.07 0.65  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total - 1629.28 1509.85 1126.66  Research & Development - - - -  Depreciation / Amortization 21 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 0.51 1.07 0.65  Other Operating Expenses, Total -16 - - -"
"Selling/General/Admin. Expenses, Total",-,1629.28,1509.85,1126.66
Research & Development,-,-,-,-
Depreciation / Amortization,21,-,-,-
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,0.51,1.07,0.65
"Other Operating Expenses, Total",-16,-,-,-
Operating Income,131,199.04,257.62,-32.79
"Interest Income (Expense), Net Non-Operating",-,-2.1,-1.79,-0.54
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",22,10.79,16.77,4.05
Net Income Before Taxes,109,207.73,272.6,-29.28
Provision for Income Taxes,35,54.95,18.29,-26.55
Net Income After Taxes,74,152.78,254.31,-2.73
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,74,152.78,254.31,-2.73
Total Extraordinary Items,-,-,-,-
Net Income,74,152.78,254.31,-2.73
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,74,152.78,254.31,-2.73
Dilution Adjustment,-0.366,-0.783,-,-
Diluted Net Income,74.37,152.78,254.31,-2.73
Diluted Weighted Average Shares,1.34,0.71,1.21,1.21
Diluted EPS Excluding Extraordinary Items,55.46,215.27,210.45,-2.26
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,59.2,181.41,211.28,-1.91
