Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,97752,91936,91939,93341
"Revenue 97752 91936 91939 93341  Other Revenue, Total - - - -","Revenue 97752 91936 91939 93341  Other Revenue, Total - - - -","Revenue 97752 91936 91939 93341  Other Revenue, Total - - - -","Revenue 97752 91936 91939 93341  Other Revenue, Total - - - -","Revenue 97752 91936 91939 93341  Other Revenue, Total - - - -"
Revenue,97752,91936,91939,93341
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",76202,71364,72809,75020
Gross Profit,21550,20572,19130,18321
Total Operating Expenses,92904,86402,89550,91474
"Selling/General/Admin. Expenses, Total 16702 15946 13230 13408  Research & Development - - 2517 2590  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - -909 993 454  Other Operating Expenses, Total 29 1 1 2","Selling/General/Admin. Expenses, Total 16702 15946 13230 13408  Research & Development - - 2517 2590  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - -909 993 454  Other Operating Expenses, Total 29 1 1 2","Selling/General/Admin. Expenses, Total 16702 15946 13230 13408  Research & Development - - 2517 2590  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - -909 993 454  Other Operating Expenses, Total 29 1 1 2","Selling/General/Admin. Expenses, Total 16702 15946 13230 13408  Research & Development - - 2517 2590  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - -909 993 454  Other Operating Expenses, Total 29 1 1 2","Selling/General/Admin. Expenses, Total 16702 15946 13230 13408  Research & Development - - 2517 2590  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - -909 993 454  Other Operating Expenses, Total 29 1 1 2"
"Selling/General/Admin. Expenses, Total",16702,15946,13230,13408
Research & Development,-,-,2517,2590
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,-909,993,454
"Other Operating Expenses, Total",29,1,1,2
Operating Income,4848,5534,2389,1867
"Interest Income (Expense), Net Non-Operating",-,-575,5,-119
Gain (Loss) on Sale of Assets,15,-45,-81,-70
"Other, Net",422,124,83,50
Net Income Before Taxes,4411,5038,2396,1728
Provision for Income Taxes,936,1016,1554,1078
Net Income After Taxes,3475,4022,842,650
Minority Interest,4675,-742,566,192
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2919,3280,1408,842
Total Extraordinary Items,-,-,-,-
Net Income,2919,3280,1408,842
Total Adjustments to Net Income,-,-1,-,1
Income Available to Common Excluding Extraordinary Items,2919,3279,1408,843
Dilution Adjustment,-,-,-,-
Diluted Net Income,2919,3279,1408,843
Diluted Weighted Average Shares,16.15,16.14,16.13,16.13
Diluted EPS Excluding Extraordinary Items,180.73,203.14,87.27,52.26
DPS - Common Stock Primary Issue,50,50,50,50
Diluted Normalized EPS,147.53,160.41,131.16,74.5
