Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3154788,3527570,6717673,7089537
"Revenue 3128140 3379890 - -  Other Revenue, Total -3123779 -3374484 - -","Revenue 3128140 3379890 - -  Other Revenue, Total -3123779 -3374484 - -","Revenue 3128140 3379890 - -  Other Revenue, Total -3123779 -3374484 - -","Revenue 3128140 3379890 - -  Other Revenue, Total -3123779 -3374484 - -","Revenue 3128140 3379890 - -  Other Revenue, Total -3123779 -3374484 - -"
Revenue,3128140,3379890,-,-
"Other Revenue, Total",-3123779,-3374484,-,-
"Cost of Revenue, Total",2521094,2719544,-,-
Gross Profit,633694,808026,-,-
Total Operating Expenses,3040871,3198545,6483879,6873018
"Selling/General/Admin. Expenses, Total 445761 385928 403033 473871  Research & Development - - - -  Depreciation / Amortization 39490 54562 - -  Interest Expense (Income) - Net Operating -4639 -2352 2312 2132  Unusual Expense (Income) - 140902 111942 70083  Other Operating Expenses, Total -2481930 -2678681 100493 135555","Selling/General/Admin. Expenses, Total 445761 385928 403033 473871  Research & Development - - - -  Depreciation / Amortization 39490 54562 - -  Interest Expense (Income) - Net Operating -4639 -2352 2312 2132  Unusual Expense (Income) - 140902 111942 70083  Other Operating Expenses, Total -2481930 -2678681 100493 135555","Selling/General/Admin. Expenses, Total 445761 385928 403033 473871  Research & Development - - - -  Depreciation / Amortization 39490 54562 - -  Interest Expense (Income) - Net Operating -4639 -2352 2312 2132  Unusual Expense (Income) - 140902 111942 70083  Other Operating Expenses, Total -2481930 -2678681 100493 135555","Selling/General/Admin. Expenses, Total 445761 385928 403033 473871  Research & Development - - - -  Depreciation / Amortization 39490 54562 - -  Interest Expense (Income) - Net Operating -4639 -2352 2312 2132  Unusual Expense (Income) - 140902 111942 70083  Other Operating Expenses, Total -2481930 -2678681 100493 135555","Selling/General/Admin. Expenses, Total 445761 385928 403033 473871  Research & Development - - - -  Depreciation / Amortization 39490 54562 - -  Interest Expense (Income) - Net Operating -4639 -2352 2312 2132  Unusual Expense (Income) - 140902 111942 70083  Other Operating Expenses, Total -2481930 -2678681 100493 135555"
"Selling/General/Admin. Expenses, Total",445761,385928,403033,473871
Research & Development,-,-,-,-
Depreciation / Amortization,39490,54562,-,-
Interest Expense (Income) - Net Operating,-4639,-2352,2312,2132
Unusual Expense (Income),-,140902,111942,70083
"Other Operating Expenses, Total",-2481930,-2678681,100493,135555
Operating Income,113917,329025,233794,216519
"Interest Income (Expense), Net Non-Operating",-,-,-,-
Gain (Loss) on Sale of Assets,-638,-46414,-255,90
"Other, Net",-23274,154860,-2,-2
Net Income Before Taxes,137829,220579,233537,216607
Provision for Income Taxes,40215,62517,67434,65920
Net Income After Taxes,97614,158062,166103,150687
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,97614,158062,166103,150687
Total Extraordinary Items,-,-,-,-
Net Income,97614,158062,166103,150687
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,97614,158062,166103,150687
Dilution Adjustment,-,-,-,-
Diluted Net Income,97614,158062,166103,150687
Diluted Weighted Average Shares,391.27,421.35,562.43,562.42
Diluted EPS Excluding Extraordinary Items,249.48,375.13,295.33,267.93
DPS - Common Stock Primary Issue,92,90,76,76
Diluted Normalized EPS,88.66,504.56,437.21,354.5
