Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,66725,57358,47016,53160
"Revenue 66725 57358 47016 53160  Other Revenue, Total - - - -","Revenue 66725 57358 47016 53160  Other Revenue, Total - - - -","Revenue 66725 57358 47016 53160  Other Revenue, Total - - - -","Revenue 66725 57358 47016 53160  Other Revenue, Total - - - -","Revenue 66725 57358 47016 53160  Other Revenue, Total - - - -"
Revenue,66725,57358,47016,53160
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",55988,46089,39016,44846
Gross Profit,10737,11269,8000,8314
Total Operating Expenses,62498,52260,44650,52550
"Selling/General/Admin. Expenses, Total 6510 6171 5315 5826  Research & Development - 350 318 299  Depreciation / Amortization 3025 2163 - -  Interest Expense (Income) - Net Operating -79 -66 - -  Unusual Expense (Income) - 115 - 1578  Other Operating Expenses, Total -2946 -2447 1 1","Selling/General/Admin. Expenses, Total 6510 6171 5315 5826  Research & Development - 350 318 299  Depreciation / Amortization 3025 2163 - -  Interest Expense (Income) - Net Operating -79 -66 - -  Unusual Expense (Income) - 115 - 1578  Other Operating Expenses, Total -2946 -2447 1 1","Selling/General/Admin. Expenses, Total 6510 6171 5315 5826  Research & Development - 350 318 299  Depreciation / Amortization 3025 2163 - -  Interest Expense (Income) - Net Operating -79 -66 - -  Unusual Expense (Income) - 115 - 1578  Other Operating Expenses, Total -2946 -2447 1 1","Selling/General/Admin. Expenses, Total 6510 6171 5315 5826  Research & Development - 350 318 299  Depreciation / Amortization 3025 2163 - -  Interest Expense (Income) - Net Operating -79 -66 - -  Unusual Expense (Income) - 115 - 1578  Other Operating Expenses, Total -2946 -2447 1 1","Selling/General/Admin. Expenses, Total 6510 6171 5315 5826  Research & Development - 350 318 299  Depreciation / Amortization 3025 2163 - -  Interest Expense (Income) - Net Operating -79 -66 - -  Unusual Expense (Income) - 115 - 1578  Other Operating Expenses, Total -2946 -2447 1 1"
"Selling/General/Admin. Expenses, Total",6510,6171,5315,5826
Research & Development,-,350,318,299
Depreciation / Amortization,3025,2163,-,-
Interest Expense (Income) - Net Operating,-79,-66,-,-
Unusual Expense (Income),-,115,-,1578
"Other Operating Expenses, Total",-2946,-2447,1,1
Operating Income,4227,5098,2366,610
"Interest Income (Expense), Net Non-Operating",-,31,83,1964
Gain (Loss) on Sale of Assets,21,-115,1474,-
"Other, Net",167,105,55,48
Net Income Before Taxes,4039,5108,3978,2622
Provision for Income Taxes,1113,1347,1331,985
Net Income After Taxes,2926,3761,2647,1637
Minority Interest,124,103,-16,-14
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2900,3744,2631,1623
Total Extraordinary Items,-,-,-,-
Net Income,2900,3744,2631,1623
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,2900,3744,2631,1621
Dilution Adjustment,-,-,-,-
Diluted Net Income,2900,3744,2631,1621
Diluted Weighted Average Shares,49.69,49.69,49.69,49.69
Diluted EPS Excluding Extraordinary Items,58.37,75.35,52.95,32.62
DPS - Common Stock Primary Issue,-,17,10,5
Diluted Normalized EPS,50.02,65.36,33.29,52.82
