Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,95580,88282,85174,96028
"Revenue 95580 88282 85174 96028  Other Revenue, Total - - - -","Revenue 95580 88282 85174 96028  Other Revenue, Total - - - -","Revenue 95580 88282 85174 96028  Other Revenue, Total - - - -","Revenue 95580 88282 85174 96028  Other Revenue, Total - - - -","Revenue 95580 88282 85174 96028  Other Revenue, Total - - - -"
Revenue,95580,88282,85174,96028
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",68411,61362,59131,67475
Gross Profit,27169,26920,26043,28553
Total Operating Expenses,85638,77880,75232,84977
"Selling/General/Admin. Expenses, Total 16951 16295 15857 17094  Research & Development - - - -  Depreciation / Amortization 526 222 242 222  Interest Expense (Income) - Net Operating -30 - - -  Unusual Expense (Income) - - - 185  Other Operating Expenses, Total -220 1 2 1","Selling/General/Admin. Expenses, Total 16951 16295 15857 17094  Research & Development - - - -  Depreciation / Amortization 526 222 242 222  Interest Expense (Income) - Net Operating -30 - - -  Unusual Expense (Income) - - - 185  Other Operating Expenses, Total -220 1 2 1","Selling/General/Admin. Expenses, Total 16951 16295 15857 17094  Research & Development - - - -  Depreciation / Amortization 526 222 242 222  Interest Expense (Income) - Net Operating -30 - - -  Unusual Expense (Income) - - - 185  Other Operating Expenses, Total -220 1 2 1","Selling/General/Admin. Expenses, Total 16951 16295 15857 17094  Research & Development - - - -  Depreciation / Amortization 526 222 242 222  Interest Expense (Income) - Net Operating -30 - - -  Unusual Expense (Income) - - - 185  Other Operating Expenses, Total -220 1 2 1","Selling/General/Admin. Expenses, Total 16951 16295 15857 17094  Research & Development - - - -  Depreciation / Amortization 526 222 242 222  Interest Expense (Income) - Net Operating -30 - - -  Unusual Expense (Income) - - - 185  Other Operating Expenses, Total -220 1 2 1"
"Selling/General/Admin. Expenses, Total",16951,16295,15857,17094
Research & Development,-,-,-,-
Depreciation / Amortization,526,222,242,222
Interest Expense (Income) - Net Operating,-30,-,-,-
Unusual Expense (Income),-,-,-,185
"Other Operating Expenses, Total",-220,1,2,1
Operating Income,9942,10402,9942,11051
"Interest Income (Expense), Net Non-Operating",-,2373,874,-248
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-2860,153,169,161
Net Income Before Taxes,12802,12928,10985,10964
Provision for Income Taxes,3768,4094,3939,3419
Net Income After Taxes,9034,8834,7046,7545
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9034,8834,7046,7545
Total Extraordinary Items,-,-,-,-
Net Income,9034,8834,7046,7545
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,9034,8833,7046,7544
Dilution Adjustment,-,-,-,-
Diluted Net Income,9034,8833,7046,7544
Diluted Weighted Average Shares,13.48,13.48,13.48,13.48
Diluted EPS Excluding Extraordinary Items,670.1,655.27,522.7,559.64
DPS - Common Stock Primary Issue,20,20,20,20
Diluted Normalized EPS,593.5,599.36,509.32,508.3
