Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,3501,3504,3384.71,843.75
"Revenue 3501 3504.68 3384.71 843.75  Other Revenue, Total - - - -","Revenue 3501 3504.68 3384.71 843.75  Other Revenue, Total - - - -","Revenue 3501 3504.68 3384.71 843.75  Other Revenue, Total - - - -","Revenue 3501 3504.68 3384.71 843.75  Other Revenue, Total - - - -","Revenue 3501 3504.68 3384.71 843.75  Other Revenue, Total - - - -"
Revenue,3501,3504.68,3384.71,843.75
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2758,2792.86,2373.49,601.38
Gross Profit,743,711.82,1011.22,242.37
Total Operating Expenses,3452,3604.76,3296.54,1053.57
"Selling/General/Admin. Expenses, Total 694 813.87 956.94 425.29  Research & Development - - - -  Depreciation / Amortization 43 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - -1.98 -33.89 26.9  Other Operating Expenses, Total -41 - - -0","Selling/General/Admin. Expenses, Total 694 813.87 956.94 425.29  Research & Development - - - -  Depreciation / Amortization 43 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - -1.98 -33.89 26.9  Other Operating Expenses, Total -41 - - -0","Selling/General/Admin. Expenses, Total 694 813.87 956.94 425.29  Research & Development - - - -  Depreciation / Amortization 43 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - -1.98 -33.89 26.9  Other Operating Expenses, Total -41 - - -0","Selling/General/Admin. Expenses, Total 694 813.87 956.94 425.29  Research & Development - - - -  Depreciation / Amortization 43 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - -1.98 -33.89 26.9  Other Operating Expenses, Total -41 - - -0","Selling/General/Admin. Expenses, Total 694 813.87 956.94 425.29  Research & Development - - - -  Depreciation / Amortization 43 - - -  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - -1.98 -33.89 26.9  Other Operating Expenses, Total -41 - - -0"
"Selling/General/Admin. Expenses, Total",694,813.87,956.94,425.29
Research & Development,-,-,-,-
Depreciation / Amortization,43,-,-,-
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,-1.98,-33.89,26.9
"Other Operating Expenses, Total",-41,-,-,-0
Operating Income,49,-100.08,88.17,-209.82
"Interest Income (Expense), Net Non-Operating",-,2.7,-3.83,-0.35
Gain (Loss) on Sale of Assets,-4,-4.65,-9.18,-1.86
"Other, Net",4,0.46,-1.58,-2.22
Net Income Before Taxes,49,-101.56,73.58,-214.25
Provision for Income Taxes,-89,5.44,-16.18,3.19
Net Income After Taxes,138,-107,89.76,-217.44
Minority Interest,5,0.26,-5.54,-0.75
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,138,-106.74,84.22,-218.19
Total Extraordinary Items,-,-,-,-
Net Income,138,-106.74,84.22,-218.19
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,138,-106.74,84.22,-218.2
Dilution Adjustment,-,-,-,-
Diluted Net Income,138,-106.74,84.22,-218.2
Diluted Weighted Average Shares,22.13,22.12,22.14,18.95
Diluted EPS Excluding Extraordinary Items,6.23,-4.83,3.8,-11.52
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,1.47,-2.02,5.8,-9.73
