Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,157296,84857,58129,78416
"Revenue 157296 84857 58129 78416  Other Revenue, Total - - - -","Revenue 157296 84857 58129 78416  Other Revenue, Total - - - -","Revenue 157296 84857 58129 78416  Other Revenue, Total - - - -","Revenue 157296 84857 58129 78416  Other Revenue, Total - - - -","Revenue 157296 84857 58129 78416  Other Revenue, Total - - - -"
Revenue,157296,84857,58129,78416
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",66380,37037,27403,36671
Gross Profit,90916,47820,30726,41745
Total Operating Expenses,98763,63499,51541,68017
"Selling/General/Admin. Expenses, Total 32383 14358 11900 15346  Research & Development 14295 11982 12133 13847  Depreciation / Amortization 1838 2113 2398 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 39 35 2152  Other Operating Expenses, Total -16133 -1991 -2293 1","Selling/General/Admin. Expenses, Total 32383 14358 11900 15346  Research & Development 14295 11982 12133 13847  Depreciation / Amortization 1838 2113 2398 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 39 35 2152  Other Operating Expenses, Total -16133 -1991 -2293 1","Selling/General/Admin. Expenses, Total 32383 14358 11900 15346  Research & Development 14295 11982 12133 13847  Depreciation / Amortization 1838 2113 2398 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 39 35 2152  Other Operating Expenses, Total -16133 -1991 -2293 1","Selling/General/Admin. Expenses, Total 32383 14358 11900 15346  Research & Development 14295 11982 12133 13847  Depreciation / Amortization 1838 2113 2398 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 39 35 2152  Other Operating Expenses, Total -16133 -1991 -2293 1","Selling/General/Admin. Expenses, Total 32383 14358 11900 15346  Research & Development 14295 11982 12133 13847  Depreciation / Amortization 1838 2113 2398 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 39 35 2152  Other Operating Expenses, Total -16133 -1991 -2293 1"
"Selling/General/Admin. Expenses, Total",32383,14358,11900,15346
Research & Development,14295,11982,12133,13847
Depreciation / Amortization,1838,2113,2398,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,39,35,2152
"Other Operating Expenses, Total",-16133,-1991,-2293,1
Operating Income,58533,21358,6588,10399
"Interest Income (Expense), Net Non-Operating",-,3684,958,512
Gain (Loss) on Sale of Assets,7057,3303,263,3337
"Other, Net",-14782,-7468,-1402,201
Net Income Before Taxes,66258,25523,7727,14449
Provision for Income Taxes,19365,7057,1978,1403
Net Income After Taxes,46893,18466,5749,13046
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,46893,18466,5749,13046
Total Extraordinary Items,-,-,-,-
Net Income,46893,18466,5749,13046
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,46893,18466,5749,13045
Dilution Adjustment,-0.63,-0.734,-0.675,-13
Diluted Net Income,46893.63,18466.73,5749.68,13032
Diluted Weighted Average Shares,58.71,61.13,61.77,75.46
Diluted EPS Excluding Extraordinary Items,798.73,302.11,93.08,172.7
DPS - Common Stock Primary Issue,150,100,150,150
Diluted Normalized EPS,631.71,227.57,75.76,159.12
