Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,344608,288207,267749,264807
"Revenue 344608 288207 267749 264807  Other Revenue, Total - - - -","Revenue 344608 288207 267749 264807  Other Revenue, Total - - - -","Revenue 344608 288207 267749 264807  Other Revenue, Total - - - -","Revenue 344608 288207 267749 264807  Other Revenue, Total - - - -","Revenue 344608 288207 267749 264807  Other Revenue, Total - - - -"
Revenue,344608,288207,267749,264807
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",224911,183928,173073,172092
Gross Profit,119697,104279,94676,92715
Total Operating Expenses,315548,255430,235987,238212
"Selling/General/Admin. Expenses, Total 81106 57884 52632 54541  Research & Development - 5386 5317 5693  Depreciation / Amortization 37276 23412 20739 5826  Interest Expense (Income) - Net Operating -1077 -209 -249 -  Unusual Expense (Income) - - -433 -717  Other Operating Expenses, Total -26668 -14971 -15525 777","Selling/General/Admin. Expenses, Total 81106 57884 52632 54541  Research & Development - 5386 5317 5693  Depreciation / Amortization 37276 23412 20739 5826  Interest Expense (Income) - Net Operating -1077 -209 -249 -  Unusual Expense (Income) - - -433 -717  Other Operating Expenses, Total -26668 -14971 -15525 777","Selling/General/Admin. Expenses, Total 81106 57884 52632 54541  Research & Development - 5386 5317 5693  Depreciation / Amortization 37276 23412 20739 5826  Interest Expense (Income) - Net Operating -1077 -209 -249 -  Unusual Expense (Income) - - -433 -717  Other Operating Expenses, Total -26668 -14971 -15525 777","Selling/General/Admin. Expenses, Total 81106 57884 52632 54541  Research & Development - 5386 5317 5693  Depreciation / Amortization 37276 23412 20739 5826  Interest Expense (Income) - Net Operating -1077 -209 -249 -  Unusual Expense (Income) - - -433 -717  Other Operating Expenses, Total -26668 -14971 -15525 777","Selling/General/Admin. Expenses, Total 81106 57884 52632 54541  Research & Development - 5386 5317 5693  Depreciation / Amortization 37276 23412 20739 5826  Interest Expense (Income) - Net Operating -1077 -209 -249 -  Unusual Expense (Income) - - -433 -717  Other Operating Expenses, Total -26668 -14971 -15525 777"
"Selling/General/Admin. Expenses, Total",81106,57884,52632,54541
Research & Development,-,5386,5317,5693
Depreciation / Amortization,37276,23412,20739,5826
Interest Expense (Income) - Net Operating,-1077,-209,-249,-
Unusual Expense (Income),-,-,-433,-717
"Other Operating Expenses, Total",-26668,-14971,-15525,777
Operating Income,29060,32777,31762,26595
"Interest Income (Expense), Net Non-Operating",-,-5655,-977,96
Gain (Loss) on Sale of Assets,-,3956,-214,-
"Other, Net",-1090,-1257,2827,-
Net Income Before Taxes,30150,30078,29149,26691
Provision for Income Taxes,9473,10454,9326,8378
Net Income After Taxes,20677,19624,19823,18313
Minority Interest,1784,5948,4748,-25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20134,18471,19088,18288
Total Extraordinary Items,-,-,-,-
Net Income,20134,18471,19088,18288
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,20134,18471,19088,18287
Dilution Adjustment,-,-,-,-
Diluted Net Income,20134,18471,19088,18287
Diluted Weighted Average Shares,112.39,112.37,112.33,112.29
Diluted EPS Excluding Extraordinary Items,179.14,164.38,169.93,162.85
DPS - Common Stock Primary Issue,78,72,66,62
Diluted Normalized EPS,162.83,140.75,164.73,158.47
