Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11246,9824,9011.37,6662.52
"Revenue 11246 9824 9011.37 6662.52  Other Revenue, Total - - - -","Revenue 11246 9824 9011.37 6662.52  Other Revenue, Total - - - -","Revenue 11246 9824 9011.37 6662.52  Other Revenue, Total - - - -","Revenue 11246 9824 9011.37 6662.52  Other Revenue, Total - - - -","Revenue 11246 9824 9011.37 6662.52  Other Revenue, Total - - - -"
Revenue,11246,9824,9011.37,6662.52
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8914,7686,6931.33,5253.06
Gross Profit,2332,2138,2080.03,1409.46
Total Operating Expenses,9685,8406,7577.56,5866.45
"Selling/General/Admin. Expenses, Total 748 696 624.96 593.36  Research & Development - - - -  Depreciation / Amortization 31 31 21.22 19.84  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 0.21 0.04 0.2  Other Operating Expenses, Total -6 -5 - -","Selling/General/Admin. Expenses, Total 748 696 624.96 593.36  Research & Development - - - -  Depreciation / Amortization 31 31 21.22 19.84  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 0.21 0.04 0.2  Other Operating Expenses, Total -6 -5 - -","Selling/General/Admin. Expenses, Total 748 696 624.96 593.36  Research & Development - - - -  Depreciation / Amortization 31 31 21.22 19.84  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 0.21 0.04 0.2  Other Operating Expenses, Total -6 -5 - -","Selling/General/Admin. Expenses, Total 748 696 624.96 593.36  Research & Development - - - -  Depreciation / Amortization 31 31 21.22 19.84  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 0.21 0.04 0.2  Other Operating Expenses, Total -6 -5 - -","Selling/General/Admin. Expenses, Total 748 696 624.96 593.36  Research & Development - - - -  Depreciation / Amortization 31 31 21.22 19.84  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - 0.21 0.04 0.2  Other Operating Expenses, Total -6 -5 - -"
"Selling/General/Admin. Expenses, Total",748,696,624.96,593.36
Research & Development,-,-,-,-
Depreciation / Amortization,31,31,21.22,19.84
Interest Expense (Income) - Net Operating,-2,-2,-,-
Unusual Expense (Income),-,0.21,0.04,0.2
"Other Operating Expenses, Total",-6,-5,-,-
Operating Income,1561,1418,1433.81,796.07
"Interest Income (Expense), Net Non-Operating",-,4.84,6.13,6.61
Gain (Loss) on Sale of Assets,-,-0.2,-,-0.05
"Other, Net",-38,-15,18.95,29.39
Net Income Before Taxes,1599,1433,1458.9,832.02
Provision for Income Taxes,513,466,476.63,280.41
Net Income After Taxes,1086,967,982.27,551.61
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1086,967,982.27,551.61
Total Extraordinary Items,-,-,-,-
Net Income,1086,967,982.27,551.61
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1086,967,982.27,551.61
Dilution Adjustment,-,-,-,-
Diluted Net Income,1086,967,982.27,551.61
Diluted Weighted Average Shares,4.35,4.35,4.35,4.35
Diluted EPS Excluding Extraordinary Items,249.69,222.33,225.83,126.81
DPS - Common Stock Primary Issue,-,68,68,40
Diluted Normalized EPS,229.77,205.92,225.84,126.85
