Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,873.19,994.29,1227.89,1443.22
"Revenue 873.19 994.29 1227.89 1443.22  Other Revenue, Total - - - -","Revenue 873.19 994.29 1227.89 1443.22  Other Revenue, Total - - - -","Revenue 873.19 994.29 1227.89 1443.22  Other Revenue, Total - - - -","Revenue 873.19 994.29 1227.89 1443.22  Other Revenue, Total - - - -","Revenue 873.19 994.29 1227.89 1443.22  Other Revenue, Total - - - -"
Revenue,873.19,994.29,1227.89,1443.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",447.71,524.37,670.93,803.25
Gross Profit,425.49,469.92,556.96,639.97
Total Operating Expenses,1047.34,1009.81,1206.17,1361.69
"Selling/General/Admin. Expenses, Total 527.38 364.72 437.85 440.49  Research & Development - 113.57 90.64 117.33  Depreciation / Amortization - 7.41 7.26 9.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 72.24 -0.27 -0.51 -8.46  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 527.38 364.72 437.85 440.49  Research & Development - 113.57 90.64 117.33  Depreciation / Amortization - 7.41 7.26 9.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 72.24 -0.27 -0.51 -8.46  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 527.38 364.72 437.85 440.49  Research & Development - 113.57 90.64 117.33  Depreciation / Amortization - 7.41 7.26 9.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 72.24 -0.27 -0.51 -8.46  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 527.38 364.72 437.85 440.49  Research & Development - 113.57 90.64 117.33  Depreciation / Amortization - 7.41 7.26 9.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 72.24 -0.27 -0.51 -8.46  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 527.38 364.72 437.85 440.49  Research & Development - 113.57 90.64 117.33  Depreciation / Amortization - 7.41 7.26 9.07  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 72.24 -0.27 -0.51 -8.46  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",527.38,364.72,437.85,440.49
Research & Development,-,113.57,90.64,117.33
Depreciation / Amortization,-,7.41,7.26,9.07
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),72.24,-0.27,-0.51,-8.46
"Other Operating Expenses, Total",-,-,-,-
Operating Income,-174.14,-15.52,21.72,81.53
"Interest Income (Expense), Net Non-Operating",26.09,-0,-0.04,-0.69
Gain (Loss) on Sale of Assets,-,-,-1.53,-
"Other, Net",0.1,0.28,0.3,0.46
Net Income Before Taxes,-147.95,-15.24,20.46,81.31
Provision for Income Taxes,2.29,36.2,3.25,13.77
Net Income After Taxes,-150.24,-51.44,17.2,67.54
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-150.24,-51.44,17.2,67.54
Total Extraordinary Items,-,-,-,-
Net Income,-150.24,-51.44,17.2,67.54
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,-150.24,-51.44,17.2,67.53
Dilution Adjustment,-,-,-,-
Diluted Net Income,-150.24,-51.44,17.2,67.53
Diluted Weighted Average Shares,2.45,2.45,2.46,2.46
Diluted EPS Excluding Extraordinary Items,-61.25,-20.97,6.99,27.5
DPS - Common Stock Primary Issue,3,3,3,3
Diluted Normalized EPS,-42.11,-21.04,7.34,24.64
