Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,23410,32708.58,28126.97,26557.07
"Revenue 23410 32708.58 28126.97 26557.07  Other Revenue, Total - - - -","Revenue 23410 32708.58 28126.97 26557.07  Other Revenue, Total - - - -","Revenue 23410 32708.58 28126.97 26557.07  Other Revenue, Total - - - -","Revenue 23410 32708.58 28126.97 26557.07  Other Revenue, Total - - - -","Revenue 23410 32708.58 28126.97 26557.07  Other Revenue, Total - - - -"
Revenue,23410,32708.58,28126.97,26557.07
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18421,27715.52,24408.74,22875.43
Gross Profit,4989,4993.06,3718.23,3681.64
Total Operating Expenses,20452,29641.09,26394.45,24843.3
"Selling/General/Admin. Expenses, Total 2031 1895.76 1983.25 1966.86  Research & Development 93 - - -  Depreciation / Amortization 2344 - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 29.8 2.46 1.01  Other Operating Expenses, Total -2408 - - -","Selling/General/Admin. Expenses, Total 2031 1895.76 1983.25 1966.86  Research & Development 93 - - -  Depreciation / Amortization 2344 - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 29.8 2.46 1.01  Other Operating Expenses, Total -2408 - - -","Selling/General/Admin. Expenses, Total 2031 1895.76 1983.25 1966.86  Research & Development 93 - - -  Depreciation / Amortization 2344 - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 29.8 2.46 1.01  Other Operating Expenses, Total -2408 - - -","Selling/General/Admin. Expenses, Total 2031 1895.76 1983.25 1966.86  Research & Development 93 - - -  Depreciation / Amortization 2344 - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 29.8 2.46 1.01  Other Operating Expenses, Total -2408 - - -","Selling/General/Admin. Expenses, Total 2031 1895.76 1983.25 1966.86  Research & Development 93 - - -  Depreciation / Amortization 2344 - - -  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 29.8 2.46 1.01  Other Operating Expenses, Total -2408 - - -"
"Selling/General/Admin. Expenses, Total",2031,1895.76,1983.25,1966.86
Research & Development,93,-,-,-
Depreciation / Amortization,2344,-,-,-
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,29.8,2.46,1.01
"Other Operating Expenses, Total",-2408,-,-,-
Operating Income,2958,3067.49,1732.52,1713.77
"Interest Income (Expense), Net Non-Operating",-,248.67,470.46,-22.39
Gain (Loss) on Sale of Assets,59,8.26,-2.88,9.33
"Other, Net",-474,26.25,14.43,32.81
Net Income Before Taxes,3373,3350.66,2214.52,1733.54
Provision for Income Taxes,1006,1013.72,773.37,619.98
Net Income After Taxes,2367,2336.95,1441.15,1113.55
Minority Interest,531,-285.88,-204.25,-216.5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2087,2051.06,1236.9,897.05
Total Extraordinary Items,-,-,-,-
Net Income,2087,2051.06,1236.9,897.05
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,2087,2051.06,1236.89,897.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,2087,2051.06,1236.89,897.05
Diluted Weighted Average Shares,14.37,14.39,14.39,14.39
Diluted EPS Excluding Extraordinary Items,145.2,142.49,85.98,62.36
DPS - Common Stock Primary Issue,20,20,11,11
Diluted Normalized EPS,126.67,143.53,86.22,61.99
