Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,24114,22796,24195,21914
"Revenue 24114 22796 24195 21914  Other Revenue, Total - - - -","Revenue 24114 22796 24195 21914  Other Revenue, Total - - - -","Revenue 24114 22796 24195 21914  Other Revenue, Total - - - -","Revenue 24114 22796 24195 21914  Other Revenue, Total - - - -","Revenue 24114 22796 24195 21914  Other Revenue, Total - - - -"
Revenue,24114,22796,24195,21914
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,16663,19087,17613
Gross Profit,-,6133,5108,4301
Total Operating Expenses,22617,21126,23499,22503
"Selling/General/Admin. Expenses, Total - 3892 3775 3962  Research & Development 357 518 426 498  Depreciation / Amortization 512 157 179 202  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - -104 31 228  Other Operating Expenses, Total -286 - 1 -","Selling/General/Admin. Expenses, Total - 3892 3775 3962  Research & Development 357 518 426 498  Depreciation / Amortization 512 157 179 202  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - -104 31 228  Other Operating Expenses, Total -286 - 1 -","Selling/General/Admin. Expenses, Total - 3892 3775 3962  Research & Development 357 518 426 498  Depreciation / Amortization 512 157 179 202  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - -104 31 228  Other Operating Expenses, Total -286 - 1 -","Selling/General/Admin. Expenses, Total - 3892 3775 3962  Research & Development 357 518 426 498  Depreciation / Amortization 512 157 179 202  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - -104 31 228  Other Operating Expenses, Total -286 - 1 -","Selling/General/Admin. Expenses, Total - 3892 3775 3962  Research & Development 357 518 426 498  Depreciation / Amortization 512 157 179 202  Interest Expense (Income) - Net Operating -82 - - -  Unusual Expense (Income) - -104 31 228  Other Operating Expenses, Total -286 - 1 -"
"Selling/General/Admin. Expenses, Total",-,3892,3775,3962
Research & Development,357,518,426,498
Depreciation / Amortization,512,157,179,202
Interest Expense (Income) - Net Operating,-82,-,-,-
Unusual Expense (Income),-,-104,31,228
"Other Operating Expenses, Total",-286,-,1,-
Operating Income,-,1670,696,-589
"Interest Income (Expense), Net Non-Operating",-,-123,-44,-56
Gain (Loss) on Sale of Assets,-5,-11,21,-1
"Other, Net",-32,54,57,10
Net Income Before Taxes,1534,1590,730,-636
Provision for Income Taxes,613,482,409,357
Net Income After Taxes,-,1108,321,-993
Minority Interest,-,-,16,35
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,921,1108,337,-958
Total Extraordinary Items,-,-,-,-
Net Income,921,1108,337,-958
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,921,1107,337,-958
Dilution Adjustment,-0.108,-,-,-
Diluted Net Income,921.11,1107,337,-958
Diluted Weighted Average Shares,9.21,9.18,9.15,9.04
Diluted EPS Excluding Extraordinary Items,99.99,120.64,36.85,-105.99
DPS - Common Stock Primary Issue,50,36,20,20
Diluted Normalized EPS,104.48,113.58,37.33,-89.52
