Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,61030,56905,54871,60926
"Revenue 60147 56905 54871 60926  Other Revenue, Total 883 847 - -","Revenue 60147 56905 54871 60926  Other Revenue, Total 883 847 - -","Revenue 60147 56905 54871 60926  Other Revenue, Total 883 847 - -","Revenue 60147 56905 54871 60926  Other Revenue, Total 883 847 - -","Revenue 60147 56905 54871 60926  Other Revenue, Total 883 847 - -"
Revenue,60147,56905,54871,60926
"Other Revenue, Total",883,847,-,-
"Cost of Revenue, Total",51490,47828,46965,50426
Gross Profit,9540,9077,7906,10500
Total Operating Expenses,57853,53950,53297,56720
"Selling/General/Admin. Expenses, Total 6131 5825 5945 5988  Research & Development - - - -  Depreciation / Amortization 346 238 252 249  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 58 135 57  Other Operating Expenses, Total -101 1 - -","Selling/General/Admin. Expenses, Total 6131 5825 5945 5988  Research & Development - - - -  Depreciation / Amortization 346 238 252 249  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 58 135 57  Other Operating Expenses, Total -101 1 - -","Selling/General/Admin. Expenses, Total 6131 5825 5945 5988  Research & Development - - - -  Depreciation / Amortization 346 238 252 249  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 58 135 57  Other Operating Expenses, Total -101 1 - -","Selling/General/Admin. Expenses, Total 6131 5825 5945 5988  Research & Development - - - -  Depreciation / Amortization 346 238 252 249  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 58 135 57  Other Operating Expenses, Total -101 1 - -","Selling/General/Admin. Expenses, Total 6131 5825 5945 5988  Research & Development - - - -  Depreciation / Amortization 346 238 252 249  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 58 135 57  Other Operating Expenses, Total -101 1 - -"
"Selling/General/Admin. Expenses, Total",6131,5825,5945,5988
Research & Development,-,-,-,-
Depreciation / Amortization,346,238,252,249
Interest Expense (Income) - Net Operating,-13,-,-,-
Unusual Expense (Income),-,58,135,57
"Other Operating Expenses, Total",-101,1,-,-
Operating Income,3177,2955,1574,4206
"Interest Income (Expense), Net Non-Operating",-,336,409,33
Gain (Loss) on Sale of Assets,-8,41,-32,-
"Other, Net",-363,35,87,213
Net Income Before Taxes,3548,3367,2038,4452
Provision for Income Taxes,1209,1130,803,1529
Net Income After Taxes,2339,2237,1235,2923
Minority Interest,-,-,-,4
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2339,2237,1235,2927
Total Extraordinary Items,-,-,-,-
Net Income,2339,2237,1235,2927
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,2339,2237,1234,2927
Dilution Adjustment,-,-,-,-
Diluted Net Income,2339,2237,1234,2927
Diluted Weighted Average Shares,21.77,21.77,22,22.15
Diluted EPS Excluding Extraordinary Items,107.43,102.75,56.08,132.14
DPS - Common Stock Primary Issue,36,32,28,32
Diluted Normalized EPS,102.08,103.27,60.68,133.83
