Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,110245,93176,87192,93175
"Revenue 110245 93176 87192 93175  Other Revenue, Total - - - -","Revenue 110245 93176 87192 93175  Other Revenue, Total - - - -","Revenue 110245 93176 87192 93175  Other Revenue, Total - - - -","Revenue 110245 93176 87192 93175  Other Revenue, Total - - - -","Revenue 110245 93176 87192 93175  Other Revenue, Total - - - -"
Revenue,110245,93176,87192,93175
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",93688,81781,74864,79314
Gross Profit,16557,11395,12328,13861
Total Operating Expenses,103961,91001,83622,88389
"Selling/General/Admin. Expenses, Total 10273 8913 8660 8249  Research & Development - - 294 505  Depreciation / Amortization 3386 2997 33 30  Interest Expense (Income) - Net Operating -647 -387 - -  Unusual Expense (Income) - 9 -230 290  Other Operating Expenses, Total -2739 -2576 1 1","Selling/General/Admin. Expenses, Total 10273 8913 8660 8249  Research & Development - - 294 505  Depreciation / Amortization 3386 2997 33 30  Interest Expense (Income) - Net Operating -647 -387 - -  Unusual Expense (Income) - 9 -230 290  Other Operating Expenses, Total -2739 -2576 1 1","Selling/General/Admin. Expenses, Total 10273 8913 8660 8249  Research & Development - - 294 505  Depreciation / Amortization 3386 2997 33 30  Interest Expense (Income) - Net Operating -647 -387 - -  Unusual Expense (Income) - 9 -230 290  Other Operating Expenses, Total -2739 -2576 1 1","Selling/General/Admin. Expenses, Total 10273 8913 8660 8249  Research & Development - - 294 505  Depreciation / Amortization 3386 2997 33 30  Interest Expense (Income) - Net Operating -647 -387 - -  Unusual Expense (Income) - 9 -230 290  Other Operating Expenses, Total -2739 -2576 1 1","Selling/General/Admin. Expenses, Total 10273 8913 8660 8249  Research & Development - - 294 505  Depreciation / Amortization 3386 2997 33 30  Interest Expense (Income) - Net Operating -647 -387 - -  Unusual Expense (Income) - 9 -230 290  Other Operating Expenses, Total -2739 -2576 1 1"
"Selling/General/Admin. Expenses, Total",10273,8913,8660,8249
Research & Development,-,-,294,505
Depreciation / Amortization,3386,2997,33,30
Interest Expense (Income) - Net Operating,-647,-387,-,-
Unusual Expense (Income),-,9,-230,290
"Other Operating Expenses, Total",-2739,-2576,1,1
Operating Income,6284,2175,3570,4786
"Interest Income (Expense), Net Non-Operating",-,-257,-408,-526
Gain (Loss) on Sale of Assets,462,55,4,86
"Other, Net",-295,-84,149,52
Net Income Before Taxes,6117,2215,3315,4398
Provision for Income Taxes,2023,682,946,1338
Net Income After Taxes,4094,1532,2369,3060
Minority Interest,3880,3603,68,-347
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4130,1494,2437,2713
Total Extraordinary Items,-,-,-,-
Net Income,4130,1494,2437,2713
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,4130,1494,2437,2712
Dilution Adjustment,-,-,-,-
Diluted Net Income,4130,1494,2437,2712
Diluted Weighted Average Shares,38.09,38.09,38.09,38.09
Diluted EPS Excluding Extraordinary Items,108.43,39.22,63.98,71.2
DPS - Common Stock Primary Issue,25,20,20,20
Diluted Normalized EPS,95.87,39.99,60.46,75.72
