Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,235864,225079,209711,208106
"Revenue 235864 225079 209711 208106  Other Revenue, Total - - - -","Revenue 235864 225079 209711 208106  Other Revenue, Total - - - -","Revenue 235864 225079 209711 208106  Other Revenue, Total - - - -","Revenue 235864 225079 209711 208106  Other Revenue, Total - - - -","Revenue 235864 225079 209711 208106  Other Revenue, Total - - - -"
Revenue,235864,225079,209711,208106
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",193657,183135,180396,171514
Gross Profit,42207,41944,29315,36592
Total Operating Expenses,218301,207029,201646,194417
"Selling/General/Admin. Expenses, Total 24644 23295 18301 20342  Research & Development - 12385 1647 1500  Depreciation / Amortization 20555 20420 660 726  Interest Expense (Income) - Net Operating -81 -107 - -  Unusual Expense (Income) - 581 641 334  Other Operating Expenses, Total -31943 -32099 1 1","Selling/General/Admin. Expenses, Total 24644 23295 18301 20342  Research & Development - 12385 1647 1500  Depreciation / Amortization 20555 20420 660 726  Interest Expense (Income) - Net Operating -81 -107 - -  Unusual Expense (Income) - 581 641 334  Other Operating Expenses, Total -31943 -32099 1 1","Selling/General/Admin. Expenses, Total 24644 23295 18301 20342  Research & Development - 12385 1647 1500  Depreciation / Amortization 20555 20420 660 726  Interest Expense (Income) - Net Operating -81 -107 - -  Unusual Expense (Income) - 581 641 334  Other Operating Expenses, Total -31943 -32099 1 1","Selling/General/Admin. Expenses, Total 24644 23295 18301 20342  Research & Development - 12385 1647 1500  Depreciation / Amortization 20555 20420 660 726  Interest Expense (Income) - Net Operating -81 -107 - -  Unusual Expense (Income) - 581 641 334  Other Operating Expenses, Total -31943 -32099 1 1","Selling/General/Admin. Expenses, Total 24644 23295 18301 20342  Research & Development - 12385 1647 1500  Depreciation / Amortization 20555 20420 660 726  Interest Expense (Income) - Net Operating -81 -107 - -  Unusual Expense (Income) - 581 641 334  Other Operating Expenses, Total -31943 -32099 1 1"
"Selling/General/Admin. Expenses, Total",24644,23295,18301,20342
Research & Development,-,12385,1647,1500
Depreciation / Amortization,20555,20420,660,726
Interest Expense (Income) - Net Operating,-81,-107,-,-
Unusual Expense (Income),-,581,641,334
"Other Operating Expenses, Total",-31943,-32099,1,1
Operating Income,17563,18050,8065,13689
"Interest Income (Expense), Net Non-Operating",-,957,-312,-87
Gain (Loss) on Sale of Assets,-,-581,-,733
"Other, Net",-1551,37,127,624
Net Income Before Taxes,19114,18594,7880,14959
Provision for Income Taxes,4475,4269,2188,3906
Net Income After Taxes,14639,14325,5692,11053
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14639,14325,5692,11053
Total Extraordinary Items,-,-,-,-
Net Income,14639,14325,5692,11053
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,14639,14325,5692,11053
Dilution Adjustment,-0.662,0.252,-,-
Diluted Net Income,14639.66,14324.75,5692,11053
Diluted Weighted Average Shares,91.1,91,90.96,90.95
Diluted EPS Excluding Extraordinary Items,160.69,157.42,62.58,121.53
DPS - Common Stock Primary Issue,50,35,25,40
Diluted Normalized EPS,134.84,131.7,67.67,118.29
