Period Ending:,202315/05,202215/05,202115/05,202015/05
Total Revenue,970079,915700,919303,841036
"Revenue - 915700 919303 841036  Other Revenue, Total - - - -","Revenue - 915700 919303 841036  Other Revenue, Total - - - -","Revenue - 915700 919303 841036  Other Revenue, Total - - - -","Revenue - 915700 919303 841036  Other Revenue, Total - - - -","Revenue - 915700 919303 841036  Other Revenue, Total - - - -"
Revenue,-,915700,919303,841036
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,644217,652581,596774
Gross Profit,-,271483,266722,244262
Total Operating Expenses,-,875131,870925,798323
"Selling/General/Admin. Expenses, Total - 230914 218035 199249  Research & Development - - - -  Depreciation / Amortization 12244 10347 8992 -  Interest Expense (Income) - Net Operating - -802 -634 -  Unusual Expense (Income) - - 1624 2300  Other Operating Expenses, Total -10943 -9545 -8049 -","Selling/General/Admin. Expenses, Total - 230914 218035 199249  Research & Development - - - -  Depreciation / Amortization 12244 10347 8992 -  Interest Expense (Income) - Net Operating - -802 -634 -  Unusual Expense (Income) - - 1624 2300  Other Operating Expenses, Total -10943 -9545 -8049 -","Selling/General/Admin. Expenses, Total - 230914 218035 199249  Research & Development - - - -  Depreciation / Amortization 12244 10347 8992 -  Interest Expense (Income) - Net Operating - -802 -634 -  Unusual Expense (Income) - - 1624 2300  Other Operating Expenses, Total -10943 -9545 -8049 -","Selling/General/Admin. Expenses, Total - 230914 218035 199249  Research & Development - - - -  Depreciation / Amortization 12244 10347 8992 -  Interest Expense (Income) - Net Operating - -802 -634 -  Unusual Expense (Income) - - 1624 2300  Other Operating Expenses, Total -10943 -9545 -8049 -","Selling/General/Admin. Expenses, Total - 230914 218035 199249  Research & Development - - - -  Depreciation / Amortization 12244 10347 8992 -  Interest Expense (Income) - Net Operating - -802 -634 -  Unusual Expense (Income) - - 1624 2300  Other Operating Expenses, Total -10943 -9545 -8049 -"
"Selling/General/Admin. Expenses, Total",-,230914,218035,199249
Research & Development,-,-,-,-
Depreciation / Amortization,12244,10347,8992,-
Interest Expense (Income) - Net Operating,-,-802,-634,-
Unusual Expense (Income),-,-,1624,2300
"Other Operating Expenses, Total",-10943,-9545,-8049,-
Operating Income,-,40569,48378,42713
"Interest Income (Expense), Net Non-Operating",-,-,-283,-303
Gain (Loss) on Sale of Assets,40,30,-33,10
"Other, Net",2079,2895,2382,1427
Net Income Before Taxes,43454,37644,46029,43847
Provision for Income Taxes,14812,13234,16510,13407
Net Income After Taxes,-,24410,29519,30440
Minority Interest,-,23740,21905,-2540
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,21388,26283,27900
Total Extraordinary Items,-,-,-,-
Net Income,-,21388,26283,27900
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-,21388,26283,27899
Dilution Adjustment,-,-0.38,-0.843,-
Diluted Net Income,-,21388.38,26283.84,27899
Diluted Weighted Average Shares,-,48.7,48.68,48.54
Diluted EPS Excluding Extraordinary Items,-,439.19,539.89,574.79
DPS - Common Stock Primary Issue,-,167,167,167
Diluted Normalized EPS,516.73,451.95,545.72,683.46
