Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4132,4175,4453.05,4920.9
"Revenue 4132 4175 4453.05 4920.9  Other Revenue, Total - - - -","Revenue 4132 4175 4453.05 4920.9  Other Revenue, Total - - - -","Revenue 4132 4175 4453.05 4920.9  Other Revenue, Total - - - -","Revenue 4132 4175 4453.05 4920.9  Other Revenue, Total - - - -","Revenue 4132 4175 4453.05 4920.9  Other Revenue, Total - - - -"
Revenue,4132,4175,4453.05,4920.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2630,2723,2689.86,3050.91
Gross Profit,1502,1452,1763.18,1869.99
Total Operating Expenses,3694,3846,3782.06,4280.49
"Selling/General/Admin. Expenses, Total 1043 1102 1031.59 1206.32  Research & Development - 124 - -  Depreciation / Amortization 96 99 19.4 23.27  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 41.2 -  Other Operating Expenses, Total -75 -202 - -","Selling/General/Admin. Expenses, Total 1043 1102 1031.59 1206.32  Research & Development - 124 - -  Depreciation / Amortization 96 99 19.4 23.27  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 41.2 -  Other Operating Expenses, Total -75 -202 - -","Selling/General/Admin. Expenses, Total 1043 1102 1031.59 1206.32  Research & Development - 124 - -  Depreciation / Amortization 96 99 19.4 23.27  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 41.2 -  Other Operating Expenses, Total -75 -202 - -","Selling/General/Admin. Expenses, Total 1043 1102 1031.59 1206.32  Research & Development - 124 - -  Depreciation / Amortization 96 99 19.4 23.27  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 41.2 -  Other Operating Expenses, Total -75 -202 - -","Selling/General/Admin. Expenses, Total 1043 1102 1031.59 1206.32  Research & Development - 124 - -  Depreciation / Amortization 96 99 19.4 23.27  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 41.2 -  Other Operating Expenses, Total -75 -202 - -"
"Selling/General/Admin. Expenses, Total",1043,1102,1031.59,1206.32
Research & Development,-,124,-,-
Depreciation / Amortization,96,99,19.4,23.27
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,41.2,-
"Other Operating Expenses, Total",-75,-202,-,-
Operating Income,438,329,670.99,640.41
"Interest Income (Expense), Net Non-Operating",-,68.49,70,22.38
Gain (Loss) on Sale of Assets,-,27,-,-
"Other, Net",-77,-177,123.17,17.8
Net Income Before Taxes,515,479,864.16,680.59
Provision for Income Taxes,138,143,274.14,204
Net Income After Taxes,377,336,590.02,476.59
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,377,336,590.02,476.59
Total Extraordinary Items,-,-,-,-
Net Income,377,336,590.02,476.59
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,377,336,590.02,476.59
Dilution Adjustment,-,-,-,-
Diluted Net Income,377,336,590.02,476.59
Diluted Weighted Average Shares,1.21,1.23,1.23,1.23
Diluted EPS Excluding Extraordinary Items,310.38,272.44,478.21,386.32
DPS - Common Stock Primary Issue,-,125,120,90
Diluted Normalized EPS,265,229.06,501.02,386.32
