Period Ending:,202231/12,202230/06,202131/12,202031/12
Total Revenue,1841,1779,1402,2546.93
"Revenue 1736 1667 2716.54 2546.93  Other Revenue, Total 315 336 333 -","Revenue 1736 1667 2716.54 2546.93  Other Revenue, Total 315 336 333 -","Revenue 1736 1667 2716.54 2546.93  Other Revenue, Total 315 336 333 -","Revenue 1736 1667 2716.54 2546.93  Other Revenue, Total 315 336 333 -","Revenue 1736 1667 2716.54 2546.93  Other Revenue, Total 315 336 333 -"
Revenue,1736,1667,2716.54,2546.93
"Other Revenue, Total",315,336,333,-
"Cost of Revenue, Total",928,854,925.4,846.96
Gross Profit,913,925,1791.14,1699.97
Total Operating Expenses,1026,938,1491.84,1394.07
"Selling/General/Admin. Expenses, Total 24 21 71.07 61.47  Research & Development - - - -  Depreciation / Amortization 325 318 495.36 485.63  Interest Expense (Income) - Net Operating -139 -136 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -336 -357 0.01 0.01","Selling/General/Admin. Expenses, Total 24 21 71.07 61.47  Research & Development - - - -  Depreciation / Amortization 325 318 495.36 485.63  Interest Expense (Income) - Net Operating -139 -136 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -336 -357 0.01 0.01","Selling/General/Admin. Expenses, Total 24 21 71.07 61.47  Research & Development - - - -  Depreciation / Amortization 325 318 495.36 485.63  Interest Expense (Income) - Net Operating -139 -136 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -336 -357 0.01 0.01","Selling/General/Admin. Expenses, Total 24 21 71.07 61.47  Research & Development - - - -  Depreciation / Amortization 325 318 495.36 485.63  Interest Expense (Income) - Net Operating -139 -136 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -336 -357 0.01 0.01","Selling/General/Admin. Expenses, Total 24 21 71.07 61.47  Research & Development - - - -  Depreciation / Amortization 325 318 495.36 485.63  Interest Expense (Income) - Net Operating -139 -136 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -336 -357 0.01 0.01"
"Selling/General/Admin. Expenses, Total",24,21,71.07,61.47
Research & Development,-,-,-,-
Depreciation / Amortization,325,318,495.36,485.63
Interest Expense (Income) - Net Operating,-139,-136,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-336,-357,0.01,0.01
Operating Income,815,841,1224.7,1152.87
"Interest Income (Expense), Net Non-Operating",-,-,-203.8,-187.8
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",447,447,11.48,-16.68
Net Income Before Taxes,666,692,1032.38,948.39
Provision for Income Taxes,-,-,1.82,1.9
Net Income After Taxes,666,692,1030.56,946.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,666,692,1030.56,946.49
Total Extraordinary Items,-,-,-,-
Net Income,666,692,1030.56,946.49
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,666,692,1030.56,946.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,666,692,1030.56,946.49
Diluted Weighted Average Shares,0.192,0.188,0.15,0.15
Diluted EPS Excluding Extraordinary Items,6929.34,7350.09,6749.8,6245.64
DPS - Common Stock Primary Issue,-,-,6765,6213
Diluted Normalized EPS,4402.37,4666.83,6749.8,6245.64
