Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3291,2769,2003.3,2983.41
"Revenue 3291 2769 2003.3 2983.41  Other Revenue, Total - - - -","Revenue 3291 2769 2003.3 2983.41  Other Revenue, Total - - - -","Revenue 3291 2769 2003.3 2983.41  Other Revenue, Total - - - -","Revenue 3291 2769 2003.3 2983.41  Other Revenue, Total - - - -","Revenue 3291 2769 2003.3 2983.41  Other Revenue, Total - - - -"
Revenue,3291,2769,2003.3,2983.41
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2331,2101,1470.7,2548.77
Gross Profit,960,668,532.6,434.64
Total Operating Expenses,2897,2478,1725.68,2772.93
"Selling/General/Admin. Expenses, Total 566 350 254.69 222.57  Research & Development - - - -  Depreciation / Amortization 88 39 0.29 0.26  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - - - 1.32  Other Operating Expenses, Total -84 -10 - -","Selling/General/Admin. Expenses, Total 566 350 254.69 222.57  Research & Development - - - -  Depreciation / Amortization 88 39 0.29 0.26  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - - - 1.32  Other Operating Expenses, Total -84 -10 - -","Selling/General/Admin. Expenses, Total 566 350 254.69 222.57  Research & Development - - - -  Depreciation / Amortization 88 39 0.29 0.26  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - - - 1.32  Other Operating Expenses, Total -84 -10 - -","Selling/General/Admin. Expenses, Total 566 350 254.69 222.57  Research & Development - - - -  Depreciation / Amortization 88 39 0.29 0.26  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - - - 1.32  Other Operating Expenses, Total -84 -10 - -","Selling/General/Admin. Expenses, Total 566 350 254.69 222.57  Research & Development - - - -  Depreciation / Amortization 88 39 0.29 0.26  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - - - 1.32  Other Operating Expenses, Total -84 -10 - -"
"Selling/General/Admin. Expenses, Total",566,350,254.69,222.57
Research & Development,-,-,-,-
Depreciation / Amortization,88,39,0.29,0.26
Interest Expense (Income) - Net Operating,-4,-2,-,-
Unusual Expense (Income),-,-,-,1.32
"Other Operating Expenses, Total",-84,-10,-,-
Operating Income,394,291,277.62,210.48
"Interest Income (Expense), Net Non-Operating",-,-2.58,-1.38,-1.7
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",6,4,-7.95,0.39
Net Income Before Taxes,388,287,268.29,209.18
Provision for Income Taxes,120,100,88.84,68.25
Net Income After Taxes,268,187,179.45,140.93
Minority Interest,528,514,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,254,182,179.45,140.93
Total Extraordinary Items,-,-,-,-
Net Income,254,182,179.45,140.93
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,254,182,179.45,140.93
Dilution Adjustment,-0.466,-,-0,-
Diluted Net Income,254.47,182,179.45,140.93
Diluted Weighted Average Shares,2.74,2.7,0.77,0.66
Diluted EPS Excluding Extraordinary Items,92.84,67.33,232.55,212.56
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,83.37,64.51,232.55,213.91
