Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1761,1794,1557,1549.75
"Revenue 1760 1793 1557 1549.75  Other Revenue, Total 1 1 - -","Revenue 1760 1793 1557 1549.75  Other Revenue, Total 1 1 - -","Revenue 1760 1793 1557 1549.75  Other Revenue, Total 1 1 - -","Revenue 1760 1793 1557 1549.75  Other Revenue, Total 1 1 - -","Revenue 1760 1793 1557 1549.75  Other Revenue, Total 1 1 - -"
Revenue,1760,1793,1557,1549.75
"Other Revenue, Total",1,1,-,-
"Cost of Revenue, Total",1252,1269,1035,1069.3
Gross Profit,509,525,522,480.45
Total Operating Expenses,1583,1612,1359,1386.43
"Selling/General/Admin. Expenses, Total 310 324 301 299.86  Research & Development 10 7 9 9.12  Depreciation / Amortization 64 61 66 3.08  Interest Expense (Income) - Net Operating -3 -3 -3 -  Unusual Expense (Income) - 0.07 0.08 5.07  Other Operating Expenses, Total -50 -46 -49 -","Selling/General/Admin. Expenses, Total 310 324 301 299.86  Research & Development 10 7 9 9.12  Depreciation / Amortization 64 61 66 3.08  Interest Expense (Income) - Net Operating -3 -3 -3 -  Unusual Expense (Income) - 0.07 0.08 5.07  Other Operating Expenses, Total -50 -46 -49 -","Selling/General/Admin. Expenses, Total 310 324 301 299.86  Research & Development 10 7 9 9.12  Depreciation / Amortization 64 61 66 3.08  Interest Expense (Income) - Net Operating -3 -3 -3 -  Unusual Expense (Income) - 0.07 0.08 5.07  Other Operating Expenses, Total -50 -46 -49 -","Selling/General/Admin. Expenses, Total 310 324 301 299.86  Research & Development 10 7 9 9.12  Depreciation / Amortization 64 61 66 3.08  Interest Expense (Income) - Net Operating -3 -3 -3 -  Unusual Expense (Income) - 0.07 0.08 5.07  Other Operating Expenses, Total -50 -46 -49 -","Selling/General/Admin. Expenses, Total 310 324 301 299.86  Research & Development 10 7 9 9.12  Depreciation / Amortization 64 61 66 3.08  Interest Expense (Income) - Net Operating -3 -3 -3 -  Unusual Expense (Income) - 0.07 0.08 5.07  Other Operating Expenses, Total -50 -46 -49 -"
"Selling/General/Admin. Expenses, Total",310,324,301,299.86
Research & Development,10,7,9,9.12
Depreciation / Amortization,64,61,66,3.08
Interest Expense (Income) - Net Operating,-3,-3,-3,-
Unusual Expense (Income),-,0.07,0.08,5.07
"Other Operating Expenses, Total",-50,-46,-49,-
Operating Income,178,182,198,163.32
"Interest Income (Expense), Net Non-Operating",-,3.13,1.82,1.86
Gain (Loss) on Sale of Assets,-,0.18,0.36,-
"Other, Net",-8,-4,-3,0.81
Net Income Before Taxes,186,186,201,165.99
Provision for Income Taxes,54,60,58,51.77
Net Income After Taxes,132,126,143,114.22
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,132,126,143,114.22
Total Extraordinary Items,-,-,-,-
Net Income,132,126,143,114.22
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,132,126,143,114.22
Dilution Adjustment,-,-,-,-
Diluted Net Income,132,126,143,114.22
Diluted Weighted Average Shares,4,4,4,4
Diluted EPS Excluding Extraordinary Items,32.98,31.48,35.73,28.54
DPS - Common Stock Primary Issue,-,8,7,6
Diluted Normalized EPS,28.58,29.05,31.39,29.41
