Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2330,2142,1616,2414.39
"Revenue - 2142.93 1616 2414.39  Other Revenue, Total - - - -","Revenue - 2142.93 1616 2414.39  Other Revenue, Total - - - -","Revenue - 2142.93 1616 2414.39  Other Revenue, Total - - - -","Revenue - 2142.93 1616 2414.39  Other Revenue, Total - - - -","Revenue - 2142.93 1616 2414.39  Other Revenue, Total - - - -"
Revenue,-,2142.93,1616,2414.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,1377.44,1413.56,1442.03
Gross Profit,-,765.49,202.45,972.36
Total Operating Expenses,-,2054.3,1929.31,2241.47
"Selling/General/Admin. Expenses, Total - 730.4 704.23 752.63  Research & Development - - - -  Depreciation / Amortization - - 45.58 40  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -232.74 6.66  Other Operating Expenses, Total - -53.54 -1.31 0.15","Selling/General/Admin. Expenses, Total - 730.4 704.23 752.63  Research & Development - - - -  Depreciation / Amortization - - 45.58 40  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -232.74 6.66  Other Operating Expenses, Total - -53.54 -1.31 0.15","Selling/General/Admin. Expenses, Total - 730.4 704.23 752.63  Research & Development - - - -  Depreciation / Amortization - - 45.58 40  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -232.74 6.66  Other Operating Expenses, Total - -53.54 -1.31 0.15","Selling/General/Admin. Expenses, Total - 730.4 704.23 752.63  Research & Development - - - -  Depreciation / Amortization - - 45.58 40  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -232.74 6.66  Other Operating Expenses, Total - -53.54 -1.31 0.15","Selling/General/Admin. Expenses, Total - 730.4 704.23 752.63  Research & Development - - - -  Depreciation / Amortization - - 45.58 40  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -232.74 6.66  Other Operating Expenses, Total - -53.54 -1.31 0.15"
"Selling/General/Admin. Expenses, Total",-,730.4,704.23,752.63
Research & Development,-,-,-,-
Depreciation / Amortization,-,-,45.58,40
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-232.74,6.66
"Other Operating Expenses, Total",-,-53.54,-1.31,0.15
Operating Income,-,88.63,-313.31,172.91
"Interest Income (Expense), Net Non-Operating",-,-6.74,-5.09,-7.09
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-,-,-,-
Net Income Before Taxes,-,81.89,-318.4,165.82
Provision for Income Taxes,-,30.85,-101.62,53.26
Net Income After Taxes,-,51.03,-216.78,112.56
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,51.03,-216.78,112.56
Total Extraordinary Items,-,-,-,-
Net Income,-,51.03,-216.78,112.56
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-,51.03,-216.78,112.56
Dilution Adjustment,0.359,-,-,-
Diluted Net Income,-34.36,51.03,-216.78,112.56
Diluted Weighted Average Shares,-,2.27,2.25,2.26
Diluted EPS Excluding Extraordinary Items,-15.14,22.45,-96.46,49.79
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-,22.45,-163.77,51.79
