Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,16419,19235,12585.43,12170.24
"Revenue 16419 19235 12585.43 12170.24  Other Revenue, Total - - - -","Revenue 16419 19235 12585.43 12170.24  Other Revenue, Total - - - -","Revenue 16419 19235 12585.43 12170.24  Other Revenue, Total - - - -","Revenue 16419 19235 12585.43 12170.24  Other Revenue, Total - - - -","Revenue 16419 19235 12585.43 12170.24  Other Revenue, Total - - - -"
Revenue,16419,19235,12585.43,12170.24
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14406,17359,11404.75,10973.19
Gross Profit,2013,1876,1180.67,1197.05
Total Operating Expenses,15565,18530,12309.91,11609.91
"Selling/General/Admin. Expenses, Total 1159 1099 806.58 786.26  Research & Development - 309 - -  Depreciation / Amortization 573 549 64.98 65.65  Interest Expense (Income) - Net Operating -17 -23 - -  Unusual Expense (Income) - 30.28 33.59 -215.19  Other Operating Expenses, Total -556 -763 - -","Selling/General/Admin. Expenses, Total 1159 1099 806.58 786.26  Research & Development - 309 - -  Depreciation / Amortization 573 549 64.98 65.65  Interest Expense (Income) - Net Operating -17 -23 - -  Unusual Expense (Income) - 30.28 33.59 -215.19  Other Operating Expenses, Total -556 -763 - -","Selling/General/Admin. Expenses, Total 1159 1099 806.58 786.26  Research & Development - 309 - -  Depreciation / Amortization 573 549 64.98 65.65  Interest Expense (Income) - Net Operating -17 -23 - -  Unusual Expense (Income) - 30.28 33.59 -215.19  Other Operating Expenses, Total -556 -763 - -","Selling/General/Admin. Expenses, Total 1159 1099 806.58 786.26  Research & Development - 309 - -  Depreciation / Amortization 573 549 64.98 65.65  Interest Expense (Income) - Net Operating -17 -23 - -  Unusual Expense (Income) - 30.28 33.59 -215.19  Other Operating Expenses, Total -556 -763 - -","Selling/General/Admin. Expenses, Total 1159 1099 806.58 786.26  Research & Development - 309 - -  Depreciation / Amortization 573 549 64.98 65.65  Interest Expense (Income) - Net Operating -17 -23 - -  Unusual Expense (Income) - 30.28 33.59 -215.19  Other Operating Expenses, Total -556 -763 - -"
"Selling/General/Admin. Expenses, Total",1159,1099,806.58,786.26
Research & Development,-,309,-,-
Depreciation / Amortization,573,549,64.98,65.65
Interest Expense (Income) - Net Operating,-17,-23,-,-
Unusual Expense (Income),-,30.28,33.59,-215.19
"Other Operating Expenses, Total",-556,-763,-,-
Operating Income,854,705,275.52,560.32
"Interest Income (Expense), Net Non-Operating",-,-1.17,27.97,1.34
Gain (Loss) on Sale of Assets,-,-1,0.59,1.08
"Other, Net",-7,22,9.16,15.89
Net Income Before Taxes,861,684,313.25,578.63
Provision for Income Taxes,154,244,119.39,195.29
Net Income After Taxes,707,440,193.85,383.34
Minority Interest,120,119,13.15,1.83
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,707,443,207,385.17
Total Extraordinary Items,-,-,-,-
Net Income,707,443,207,385.17
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,707,443,207,385.17
Dilution Adjustment,-,-,-,-
Diluted Net Income,707,443,207,385.17
Diluted Weighted Average Shares,28.57,28.57,28.57,28.57
Diluted EPS Excluding Extraordinary Items,24.74,15.5,7.24,13.48
DPS - Common Stock Primary Issue,6,6,6,6
Diluted Normalized EPS,19.09,15.7,7.96,8.47
