Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6455,14459,14061.5,14348.3
"Revenue 6455 14459 14061.5 14348.3  Other Revenue, Total - - - -","Revenue 6455 14459 14061.5 14348.3  Other Revenue, Total - - - -","Revenue 6455 14459 14061.5 14348.3  Other Revenue, Total - - - -","Revenue 6455 14459 14061.5 14348.3  Other Revenue, Total - - - -","Revenue 6455 14459 14061.5 14348.3  Other Revenue, Total - - - -"
Revenue,6455,14459,14061.5,14348.3
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1313,10676,11453.12,12127.47
Gross Profit,5142,3783,2608.39,2220.83
Total Operating Expenses,3997,13720,13871.27,14470.47
"Selling/General/Admin. Expenses, Total 4006 3044 2410.53 2310.12  Research & Development - 2 2.18 2.2  Depreciation / Amortization 641 412 - -  Interest Expense (Income) - Net Operating -198 -23 - -  Unusual Expense (Income) - 246.76 5.44 30.68  Other Operating Expenses, Total -1765 -391 - -","Selling/General/Admin. Expenses, Total 4006 3044 2410.53 2310.12  Research & Development - 2 2.18 2.2  Depreciation / Amortization 641 412 - -  Interest Expense (Income) - Net Operating -198 -23 - -  Unusual Expense (Income) - 246.76 5.44 30.68  Other Operating Expenses, Total -1765 -391 - -","Selling/General/Admin. Expenses, Total 4006 3044 2410.53 2310.12  Research & Development - 2 2.18 2.2  Depreciation / Amortization 641 412 - -  Interest Expense (Income) - Net Operating -198 -23 - -  Unusual Expense (Income) - 246.76 5.44 30.68  Other Operating Expenses, Total -1765 -391 - -","Selling/General/Admin. Expenses, Total 4006 3044 2410.53 2310.12  Research & Development - 2 2.18 2.2  Depreciation / Amortization 641 412 - -  Interest Expense (Income) - Net Operating -198 -23 - -  Unusual Expense (Income) - 246.76 5.44 30.68  Other Operating Expenses, Total -1765 -391 - -","Selling/General/Admin. Expenses, Total 4006 3044 2410.53 2310.12  Research & Development - 2 2.18 2.2  Depreciation / Amortization 641 412 - -  Interest Expense (Income) - Net Operating -198 -23 - -  Unusual Expense (Income) - 246.76 5.44 30.68  Other Operating Expenses, Total -1765 -391 - -"
"Selling/General/Admin. Expenses, Total",4006,3044,2410.53,2310.12
Research & Development,-,2,2.18,2.2
Depreciation / Amortization,641,412,-,-
Interest Expense (Income) - Net Operating,-198,-23,-,-
Unusual Expense (Income),-,246.76,5.44,30.68
"Other Operating Expenses, Total",-1765,-391,-,-
Operating Income,2458,739,190.23,-122.17
"Interest Income (Expense), Net Non-Operating",-,19.73,-4.22,-30.11
Gain (Loss) on Sale of Assets,-,-,-17.36,-
"Other, Net",180,241,-32.96,-20.37
Net Income Before Taxes,2278,498,135.68,-172.66
Provision for Income Taxes,168,161,34.19,4.83
Net Income After Taxes,2110,337,101.49,-177.49
Minority Interest,38,8,0.22,-1.38
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2114,335,101.71,-178.87
Total Extraordinary Items,-,-,-,-
Net Income,2114,335,101.71,-178.87
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,2114,335,101.71,-178.87
Dilution Adjustment,-,-0.925,-,-
Diluted Net Income,2114,335.92,101.71,-178.87
Diluted Weighted Average Shares,17.7,18.05,18.13,17.91
Diluted EPS Excluding Extraordinary Items,119.45,18.61,5.61,-9.99
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,80.67,25.65,11.45,-5.01
