Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6401320,5515512,4936725,5153476
"Revenue 6401320 5515512 4936725 5153476  Other Revenue, Total - - - -","Revenue 6401320 5515512 4936725 5153476  Other Revenue, Total - - - -","Revenue 6401320 5515512 4936725 5153476  Other Revenue, Total - - - -","Revenue 6401320 5515512 4936725 5153476  Other Revenue, Total - - - -","Revenue 6401320 5515512 4936725 5153476  Other Revenue, Total - - - -"
Revenue,6401320,5515512,4936725,5153476
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5490176,4714024,4275239,4423876
Gross Profit,911144,801488,661486,729600
Total Operating Expenses,5975221,5160532,4781618,5092398
"Selling/General/Admin. Expenses, Total 490454 417186 479187 636072  Research & Development - 497556 - -  Depreciation / Amortization 364635 346526 35305 32437  Interest Expense (Income) - Net Operating -13666 -4699 - -  Unusual Expense (Income) - - 329 6474  Other Operating Expenses, Total -845764 -810061 -8442 -6461","Selling/General/Admin. Expenses, Total 490454 417186 479187 636072  Research & Development - 497556 - -  Depreciation / Amortization 364635 346526 35305 32437  Interest Expense (Income) - Net Operating -13666 -4699 - -  Unusual Expense (Income) - - 329 6474  Other Operating Expenses, Total -845764 -810061 -8442 -6461","Selling/General/Admin. Expenses, Total 490454 417186 479187 636072  Research & Development - 497556 - -  Depreciation / Amortization 364635 346526 35305 32437  Interest Expense (Income) - Net Operating -13666 -4699 - -  Unusual Expense (Income) - - 329 6474  Other Operating Expenses, Total -845764 -810061 -8442 -6461","Selling/General/Admin. Expenses, Total 490454 417186 479187 636072  Research & Development - 497556 - -  Depreciation / Amortization 364635 346526 35305 32437  Interest Expense (Income) - Net Operating -13666 -4699 - -  Unusual Expense (Income) - - 329 6474  Other Operating Expenses, Total -845764 -810061 -8442 -6461","Selling/General/Admin. Expenses, Total 490454 417186 479187 636072  Research & Development - 497556 - -  Depreciation / Amortization 364635 346526 35305 32437  Interest Expense (Income) - Net Operating -13666 -4699 - -  Unusual Expense (Income) - - 329 6474  Other Operating Expenses, Total -845764 -810061 -8442 -6461"
"Selling/General/Admin. Expenses, Total",490454,417186,479187,636072
Research & Development,-,497556,-,-
Depreciation / Amortization,364635,346526,35305,32437
Interest Expense (Income) - Net Operating,-13666,-4699,-,-
Unusual Expense (Income),-,-,329,6474
"Other Operating Expenses, Total",-845764,-810061,-8442,-6461
Operating Income,426099,354980,155107,61078
"Interest Income (Expense), Net Non-Operating",-,43629,35434,28739
Gain (Loss) on Sale of Assets,-,-6322,-,-
"Other, Net",-30771,-23506,3212,-186
Net Income Before Taxes,456870,384808,193753,89631
Provision for Income Taxes,109009,96054,45658,5009
Net Income After Taxes,347861,288754,148095,84622
Minority Interest,202783,190169,-23040,-16523
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,314633,263901,125055,68099
Total Extraordinary Items,-,-,-,-
Net Income,314633,263901,125055,68099
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,314633,263901,125055,68099
Dilution Adjustment,-,-,-,-
Diluted Net Income,314633,263901,125055,68099
Diluted Weighted Average Shares,756.32,769.92,774.87,774.87
Diluted EPS Excluding Extraordinary Items,416.01,342.77,161.39,87.88
DPS - Common Stock Primary Issue,185,165,140,140
Diluted Normalized EPS,333.61,293.29,161.71,95.77
