Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,662204,602696,572757,584858
"Revenue 662204 602696 572757 584858  Other Revenue, Total - - - -","Revenue 662204 602696 572757 584858  Other Revenue, Total - - - -","Revenue 662204 602696 572757 584858  Other Revenue, Total - - - -","Revenue 662204 602696 572757 584858  Other Revenue, Total - - - -","Revenue 662204 602696 572757 584858  Other Revenue, Total - - - -"
Revenue,662204,602696,572757,584858
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",553330,500451,473954,485784
Gross Profit,108874,102245,98803,99074
Total Operating Expenses,629269,571286,541923,556289
"Selling/General/Admin. Expenses, Total 74047 68896 63450 65552  Research & Development 1892 1939 2403 2486  Depreciation / Amortization 22198 21089 - -  Interest Expense (Income) - Net Operating -787 -619 - -  Unusual Expense (Income) - 509 2115 2466  Other Operating Expenses, Total -21411 -20470 1 1","Selling/General/Admin. Expenses, Total 74047 68896 63450 65552  Research & Development 1892 1939 2403 2486  Depreciation / Amortization 22198 21089 - -  Interest Expense (Income) - Net Operating -787 -619 - -  Unusual Expense (Income) - 509 2115 2466  Other Operating Expenses, Total -21411 -20470 1 1","Selling/General/Admin. Expenses, Total 74047 68896 63450 65552  Research & Development 1892 1939 2403 2486  Depreciation / Amortization 22198 21089 - -  Interest Expense (Income) - Net Operating -787 -619 - -  Unusual Expense (Income) - 509 2115 2466  Other Operating Expenses, Total -21411 -20470 1 1","Selling/General/Admin. Expenses, Total 74047 68896 63450 65552  Research & Development 1892 1939 2403 2486  Depreciation / Amortization 22198 21089 - -  Interest Expense (Income) - Net Operating -787 -619 - -  Unusual Expense (Income) - 509 2115 2466  Other Operating Expenses, Total -21411 -20470 1 1","Selling/General/Admin. Expenses, Total 74047 68896 63450 65552  Research & Development 1892 1939 2403 2486  Depreciation / Amortization 22198 21089 - -  Interest Expense (Income) - Net Operating -787 -619 - -  Unusual Expense (Income) - 509 2115 2466  Other Operating Expenses, Total -21411 -20470 1 1"
"Selling/General/Admin. Expenses, Total",74047,68896,63450,65552
Research & Development,1892,1939,2403,2486
Depreciation / Amortization,22198,21089,-,-
Interest Expense (Income) - Net Operating,-787,-619,-,-
Unusual Expense (Income),-,509,2115,2466
"Other Operating Expenses, Total",-21411,-20470,1,1
Operating Income,32935,31410,30834,28569
"Interest Income (Expense), Net Non-Operating",-,4324,690,914
Gain (Loss) on Sale of Assets,1272,3950,42,59
"Other, Net",-1323,-7647,37,250
Net Income Before Taxes,32986,35107,31603,29792
Provision for Income Taxes,9349,10839,8954,9008
Net Income After Taxes,23637,24268,22649,20784
Minority Interest,9070,6733,-1437,-1174
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,21568,23382,21212,19610
Total Extraordinary Items,-,-,-,-
Net Income,21568,23382,21212,19610
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,21568,23382,21212,19609
Dilution Adjustment,-,-,-,-
Diluted Net Income,21568,23382,21212,19609
Diluted Weighted Average Shares,129.05,132.32,133.25,133.25
Diluted EPS Excluding Extraordinary Items,167.13,176.71,159.19,147.16
DPS - Common Stock Primary Issue,52,50,44,42
Diluted Normalized EPS,145.95,142.88,170.34,159.76
