Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,99481,84295,82442,87729
"Revenue 99481 84295 82442 87729  Other Revenue, Total - - - -","Revenue 99481 84295 82442 87729  Other Revenue, Total - - - -","Revenue 99481 84295 82442 87729  Other Revenue, Total - - - -","Revenue 99481 84295 82442 87729  Other Revenue, Total - - - -","Revenue 99481 84295 82442 87729  Other Revenue, Total - - - -"
Revenue,99481,84295,82442,87729
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",74750,64631,57111,63743
Gross Profit,24731,19664,25331,23986
Total Operating Expenses,95593,83607,75935,87082
"Selling/General/Admin. Expenses, Total 20843 18372 18157 19174  Research & Development 1573 1561 1669 744  Depreciation / Amortization 1603 2055 1989 626  Interest Expense (Income) - Net Operating -425 -361 -364 -  Unusual Expense (Income) - - 158 2794  Other Operating Expenses, Total -2108 -2651 -2627 1","Selling/General/Admin. Expenses, Total 20843 18372 18157 19174  Research & Development 1573 1561 1669 744  Depreciation / Amortization 1603 2055 1989 626  Interest Expense (Income) - Net Operating -425 -361 -364 -  Unusual Expense (Income) - - 158 2794  Other Operating Expenses, Total -2108 -2651 -2627 1","Selling/General/Admin. Expenses, Total 20843 18372 18157 19174  Research & Development 1573 1561 1669 744  Depreciation / Amortization 1603 2055 1989 626  Interest Expense (Income) - Net Operating -425 -361 -364 -  Unusual Expense (Income) - - 158 2794  Other Operating Expenses, Total -2108 -2651 -2627 1","Selling/General/Admin. Expenses, Total 20843 18372 18157 19174  Research & Development 1573 1561 1669 744  Depreciation / Amortization 1603 2055 1989 626  Interest Expense (Income) - Net Operating -425 -361 -364 -  Unusual Expense (Income) - - 158 2794  Other Operating Expenses, Total -2108 -2651 -2627 1","Selling/General/Admin. Expenses, Total 20843 18372 18157 19174  Research & Development 1573 1561 1669 744  Depreciation / Amortization 1603 2055 1989 626  Interest Expense (Income) - Net Operating -425 -361 -364 -  Unusual Expense (Income) - - 158 2794  Other Operating Expenses, Total -2108 -2651 -2627 1"
"Selling/General/Admin. Expenses, Total",20843,18372,18157,19174
Research & Development,1573,1561,1669,744
Depreciation / Amortization,1603,2055,1989,626
Interest Expense (Income) - Net Operating,-425,-361,-364,-
Unusual Expense (Income),-,-,158,2794
"Other Operating Expenses, Total",-2108,-2651,-2627,1
Operating Income,3888,688,6507,647
"Interest Income (Expense), Net Non-Operating",-,578,-478,250
Gain (Loss) on Sale of Assets,1149,603,-7,14
"Other, Net",-2488,-1529,290,374
Net Income Before Taxes,5227,1614,6224,1285
Provision for Income Taxes,1146,1195,2380,1097
Net Income After Taxes,4081,419,3844,188
Minority Interest,4953,4748,4938,-312
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3848,257,3269,-124
Total Extraordinary Items,-,-,-,-
Net Income,3848,257,3269,-124
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,3848,257,3269,-124
Dilution Adjustment,-,-,-,-
Diluted Net Income,3848,257,3269,-124
Diluted Weighted Average Shares,50.19,52.29,56.84,59.46
Diluted EPS Excluding Extraordinary Items,76.67,4.91,57.52,-2.09
DPS - Common Stock Primary Issue,35,35,34,34
Diluted Normalized EPS,49.53,8.99,59.97,28.3
