Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12501,12409,12970.35,8442.6
"Revenue 12501 12409 12970.35 8442.6  Other Revenue, Total - - - -","Revenue 12501 12409 12970.35 8442.6  Other Revenue, Total - - - -","Revenue 12501 12409 12970.35 8442.6  Other Revenue, Total - - - -","Revenue 12501 12409 12970.35 8442.6  Other Revenue, Total - - - -","Revenue 12501 12409 12970.35 8442.6  Other Revenue, Total - - - -"
Revenue,12501,12409,12970.35,8442.6
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7514,7094,7606.23,5526.42
Gross Profit,4987,5315,5364.12,2916.18
Total Operating Expenses,10838,10352,10643.79,8010.68
"Selling/General/Admin. Expenses, Total 3324 3258 3021.74 2369.09  Research & Development - 64 - -  Depreciation / Amortization 579 536 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 0.87 15.82 115.17  Other Operating Expenses, Total -576 -597 - -","Selling/General/Admin. Expenses, Total 3324 3258 3021.74 2369.09  Research & Development - 64 - -  Depreciation / Amortization 579 536 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 0.87 15.82 115.17  Other Operating Expenses, Total -576 -597 - -","Selling/General/Admin. Expenses, Total 3324 3258 3021.74 2369.09  Research & Development - 64 - -  Depreciation / Amortization 579 536 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 0.87 15.82 115.17  Other Operating Expenses, Total -576 -597 - -","Selling/General/Admin. Expenses, Total 3324 3258 3021.74 2369.09  Research & Development - 64 - -  Depreciation / Amortization 579 536 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 0.87 15.82 115.17  Other Operating Expenses, Total -576 -597 - -","Selling/General/Admin. Expenses, Total 3324 3258 3021.74 2369.09  Research & Development - 64 - -  Depreciation / Amortization 579 536 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 0.87 15.82 115.17  Other Operating Expenses, Total -576 -597 - -"
"Selling/General/Admin. Expenses, Total",3324,3258,3021.74,2369.09
Research & Development,-,64,-,-
Depreciation / Amortization,579,536,-,-
Interest Expense (Income) - Net Operating,-3,-3,-,-
Unusual Expense (Income),-,0.87,15.82,115.17
"Other Operating Expenses, Total",-576,-597,-,-
Operating Income,1663,2057,2326.56,431.91
"Interest Income (Expense), Net Non-Operating",-,-6.95,-3.1,7.63
Gain (Loss) on Sale of Assets,-205,-,-,-
"Other, Net",423,7,10.75,7.29
Net Income Before Taxes,1445,2050,2334.21,446.84
Provision for Income Taxes,496,659,708.42,208.36
Net Income After Taxes,949,1391,1625.78,238.48
Minority Interest,422,362,-77.11,10.74
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,873,1309,1548.67,249.22
Total Extraordinary Items,-,-,-,-
Net Income,873,1309,1548.67,249.22
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,873,1309,1548.67,249.22
Dilution Adjustment,-,-,-,-
Diluted Net Income,873,1309,1548.67,249.22
Diluted Weighted Average Shares,24.87,24.87,23.92,23.27
Diluted EPS Excluding Extraordinary Items,35.11,52.64,64.74,10.71
DPS - Common Stock Primary Issue,-,15,6.5,3.25
Diluted Normalized EPS,38.44,48.23,68.57,15.61
